t;r;value
1;1;977993.9926760935
2;1;1208002.96315792
3;1;1176232.8746370932
4;1;1169915.63531145
5;1;1161989.6832823872
6;1;1280366.8879926568
7;1;969514.3028783437
8;1;1119636.1694997381
9;1;1236714.9436508368
10;1;1141992.8607522838
11;1;1017338.867799479
12;1;1091222.6205840725
13;1;1284668.1655255342
14;1;1122267.1721096702
15;1;1243380.7155193328
16;1;1469736.9300100422
17;1;1304678.4551449397
18;1;1271110.3532541816
19;1;1175638.7190288974
20;1;1273271.349507721
21;1;1242855.4790190293
22;1;1187487.3250049783
23;1;1244489.030880546
24;1;1214166.20008641
25;1;1034940.0565967895
26;1;1262394.7992093975
27;1;1057050.7336273305
28;1;1271525.6994119906
29;1;1345077.7295293754
30;1;1350652.2416554666
31;1;1404919.7382924305
32;1;1110367.8044532374
33;1;1108771.1744232588
34;1;1424560.964097556
35;1;1252265.5003180827
36;1;1382949.81955835
37;1;1221632.5007058084
38;1;1254191.2707893557
39;1;1196727.618651919
40;1;1294056.2416798617
41;1;1147246.6729561142
42;1;1308707.8348660746
43;1;1270991.3093317829
44;1;1189722.5940335912
45;1;1424196.735737269
46;1;1388805.5117613797
47;1;1190279.4516739415
48;1;1287372.8390515167
49;1;1133795.2988243515
50;1;1321214.475115048
51;1;1092871.3650874482
52;1;1145280.7277578905
53;1;1381326.081776897
54;1;1153897.243065327
55;1;1270212.4209756376
56;1;1263642.8938293317
57;1;1203478.4874644561
58;1;1339872.2882110584
59;1;1266616.054145656
60;1;1318607.5823163856
61;1;1308519.0743032824
62;1;1043478.4964430309
63;1;1291673.8040750383
64;1;1191179.6428375521
65;1;1267047.7881663763
66;1;1163088.0929357565
67;1;1157309.6817423145
68;1;1315603.3743500153
69;1;1124138.565305615
70;1;1329694.5271660797
71;1;1127358.8994025977
72;1;1225363.2208794614
73;1;1192915.0570870352
74;1;1336315.5317065085
75;1;1321313.9694863907
76;1;1212644.2560372127
77;1;1384640.9042776164
78;1;1211504.4923632427
79;1;1102884.0078475438
80;1;1308056.6335719135
81;1;1236765.7557566632
82;1;1054234.6241610558
83;1;1230049.1502434993
84;1;1299076.919823291
85;1;1235851.3033907632
86;1;1210884.2252951402
87;1;1357867.2701777124
88;1;1227928.4545383705
89;1;1195870.894262786
90;1;1217515.9013363295
91;1;1181825.0495971052
92;1;1346256.3676143629
