t;r;value
1;1;313888.555352479
2;1;403022.64419149095
3;1;392617.71279158106
4;1;387786.29082765774
5;1;391030.21398781403
6;1;443754.66124712635
7;1;295968.97057858005
8;1;381520.93814204214
9;1;444063.8454932643
10;1;354709.2672042954
11;1;319525.4942155032
12;1;367634.8400677176
13;1;476990.3659776856
14;1;382867.3535309962
15;1;511839.33381603216
16;1;604930.8004238993
17;1;483642.95634413883
18;1;449797.0731913012
19;1;439835.8758675684
20;1;465293.3520949283
21;1;417977.4062662457
22;1;381855.6342769942
23;1;384142.58950752765
24;1;426340.31362729444
25;1;317705.2822026201
26;1;419187.65730612393
27;1;345041.9468474315
28;1;434554.6568469781
29;1;494836.1782881089
30;1;500156.6474799127
31;1;518871.01308546105
32;1;373897.66630921786
33;1;388691.33284910815
34;1;487750.1479924682
35;1;420299.01559775596
36;1;466163.8065895201
37;1;404123.7722298533
38;1;410392.075643669
39;1;406108.7721600623
40;1;440814.8657901943
41;1;375706.7122789132
42;1;439779.7177200284
43;1;466693.79902512295
44;1;456881.10717335105
45;1;490481.9311193669
46;1;473876.62372479314
47;1;400807.02552439045
48;1;427441.39177835046
49;1;360763.69275417505
50;1;451199.62179421546
51;1;363330.05440662085
52;1;397928.0691535679
53;1;436790.1572408365
54;1;398490.4602370513
55;1;438630.7840968464
56;1;451277.22275447205
57;1;470414.81728992856
58;1;496958.86339251226
59;1;453325.67566449917
60;1;415744.0402121852
61;1;428784.6385774323
62;1;346865.79802271485
63;1;431915.11830816866
64;1;399523.61806531186
65;1;461157.2604634714
66;1;371443.56546990806
67;1;382952.3343427849
68;1;451322.73426357476
69;1;367027.8736078673
70;1;443074.8576324253
71;1;418774.76556321705
72;1;455758.47487334785
73;1;447588.07069419796
74;1;452488.81072538235
75;1;453770.2248685976
76;1;384807.3824169922
77;1;453089.09116821666
78;1;411033.98649925174
79;1;359857.3726654989
80;1;474714.81577706715
81;1;446929.001159504
82;1;354199.6869525095
83;1;403224.2406906152
84;1;423816.7138064449
85;1;452378.09345462406
86;1;448770.83957241965
87;1;456950.71121000114
88;1;408727.24560956133
89;1;397196.36492955557
90;1;407825.60350637167
91;1;414121.6310615598
92;1;476004.5566483138
93;1;452324.25776374614
94;1;403682.0059888004
95;1;448023.7504306337
96;1;401984.431181355
97;1;438330.29127258534
98;1;412106.6778685672
99;1;489855.0967473525
100;1;443414.80566247134
101;1;464353.62996242824
102;1;491565.70571561187
103;1;454649.26152685983
104;1;449039.62202137895
105;1;427123.2801070462
106;1;384917.9420801978
107;1;423588.8035572458
108;1;394167.3868817776
109;1;443155.3491708319
110;1;383017.9698577135
111;1;417338.85751096706
112;1;298348.1310018626
113;1;544289.831332403
114;1;466235.53553911793
115;1;436992.17126389977
116;1;394773.53919666214
117;1;329841.90066540893
118;1;477929.2826679806
119;1;342684.15893260064
120;1;387366.2515793422
121;1;439472.60816023586
122;1;473538.1465905816
123;1;348498.1203124809
124;1;390872.6024979155
125;1;461522.6533756744
126;1;339892.830758751
127;1;574881.4041049499
128;1;497326.02018163644
129;1;382025.4927894347
130;1;506276.4103355807
131;1;449799.8308842315
132;1;317188.87793419167
133;1;434707.6841172633
134;1;464640.60561629804
135;1;401026.63717425324
136;1;344113.16936867713
137;1;479579.11519305507
138;1;416451.44462494896
139;1;457593.59313269606
140;1;364894.3835039275
141;1;480673.8374348254
142;1;513039.1680395134
143;1;450866.7485352104
144;1;406136.9832490258
145;1;410089.9860853882
146;1;407880.102028137
147;1;457450.60743197554
148;1;408319.4827244426
149;1;418068.0434901968
150;1;397287.80633175105
151;1;398540.2325214322
152;1;474139.14441806305
153;1;363411.04796771344
154;1;411393.53301522025
155;1;469766.02001311036
156;1;513779.5376234753
157;1;523241.2991005973
158;1;449510.6799483525
159;1;419629.991400447
160;1;417573.75123250013
161;1;441725.374475111
162;1;425854.7493358695
163;1;404941.1580168904
164;1;366645.4937558417
165;1;439599.6386733515
166;1;413243.2298151123
167;1;444001.46629300265
168;1;405729.564136968
1;2;369583.196027253
2;2;425655.9547319739
3;2;374061.97710044816
4;2;359917.2967055431
5;2;337403.4860975644
6;2;412159.53420989757
7;2;401347.30461378896
8;2;434167.02188111236
9;2;363574.1084132737
10;2;365686.14312231954
11;2;483997.38494264666
12;2;359262.6419504199
13;2;383362.2833466541
14;2;460441.14151593734
15;2;483539.7171624659
16;2;522301.23462377116
17;2;521888.82087128714
18;2;431703.1578068135
19;2;442982.0668980663
20;2;469500.8512559002
21;2;422618.7274891043
22;2;415033.4986315349
23;2;384148.31869989674
24;2;425257.38976185326
25;2;355350.08337010304
26;2;430687.8779894471
27;2;497244.19933278026
28;2;375038.71690714837
29;2;432999.01298676064
30;2;445960.09255421563
31;2;496673.054289055
32;2;402994.2906662304
33;2;404076.26752116065
34;2;418126.69125448307
35;2;456318.5514806477
36;2;411848.9668068882
37;2;365338.12802115484
38;2;417534.7952452826
39;2;429868.2871862921
40;2;421255.5080215889
41;2;372603.52479473973
42;2;382389.9350487825
43;2;558494.3172570938
44;2;395128.1176323731
45;2;420895.313540641
46;2;489303.68873268866
47;2;399597.75022255495
48;2;462777.48617824673
49;2;422012.75451437756
50;2;362758.4467368004
51;2;363907.50050092576
52;2;413326.0430191617
53;2;459549.26640641055
54;2;466027.86126465595
55;2;359177.4975071194
56;2;433665.3964741547
57;2;480914.12436860916
58;2;512157.5030136724
59;2;450345.39043140766
60;2;413695.0818267501
61;2;329889.18400460784
62;2;438498.4210997072
63;2;388300.1364984286
64;2;344662.87211804313
65;2;405216.39670983684
66;2;450632.7973059568
67;2;398795.5626030934
68;2;402570.0961279099
69;2;367621.32247869443
70;2;471881.32332517393
71;2;467173.5291005415
72;2;446004.7521806854
73;2;494324.2543314715
74;2;347043.31804722705
75;2;455729.3958011667
76;2;487946.48000362486
77;2;368919.2027720201
78;2;380703.08290513925
79;2;364458.5075262434
80;2;368582.3249547512
81;2;404502.2479113481
82;2;408271.69349095604
83;2;467985.80297011335
84;2;405058.6690697347
85;2;552066.2541846395
86;2;529166.0599357703
87;2;432171.72015751776
88;2;435404.75463624025
89;2;447561.62447697227
90;2;462733.8679859404
