t;r;value
1;1;584649.1780969546
2;1;732324.4713522554
3;1;715249.0830841826
4;1;709152.2007526747
5;1;704856.1608335985
6;1;788405.0412808667
7;1;573321.0715365553
8;1;774596.2702527562
9;1;863999.0614203302
10;1;746322.9350418783
11;1;652691.1164379935
12;1;712169.9718568275
13;1;837901.4710871999
14;1;703464.8210937872
15;1;794796.4700052895
16;1;894068.6927337793
17;1;782219.2997948054
18;1;755073.5102977247
19;1;736686.3298341954
20;1;757150.823398004
21;1;729019.1220691492
22;1;785761.0714406864
23;1;801469.2137808268
24;1;803202.1195671803
25;1;642616.793167261
26;1;791182.8045949786
27;1;650965.2773282505
28;1;785312.9854528012
29;1;789985.3232339316
30;1;804611.6405967525
31;1;863697.6379157623
32;1;669156.5356687019
33;1;663380.9377831327
34;1;849143.2672319183
35;1;747790.7448789527
36;1;867592.1678716193
37;1;760925.2367738778
38;1;778754.3498686474
39;1;774501.3114010162
40;1;818894.3681422665
41;1;669328.9839151195
42;1;795065.6847305663
43;1;768704.0329878789
44;1;753177.2234672057
45;1;859354.4576394843
46;1;837246.0173562302
47;1;695768.8686893416
48;1;756179.84239565
49;1;666844.678947045
50;1;888595.1727493076
51;1;709509.7538800769
52;1;742440.2976532537
53;1;808560.3861885183
54;1;728165.3958404941
55;1;779613.8959904538
56;1;771260.5166673607
57;1;758133.2039177462
58;1;827021.3863270986
59;1;750642.2296754154
60;1;764087.3296674334
61;1;776633.8495372009
62;1;624395.365508608
63;1;779420.8335502667
64;1;821963.5537925699
65;1;836592.0943517629
66;1;749373.0255781912
67;1;730290.8762928419
68;1;830461.2543447216
69;1;687809.8818799525
70;1;801552.5609924108
71;1;686796.048709396
72;1;749440.9283877964
73;1;723207.7771489819
74;1;785678.4329809032
75;1;777138.5609262793
76;1;683207.8366748472
77;1;812842.6685682432
78;1;827036.462179015
79;1;735353.3017737141
80;1;902099.8186336617
81;1;763658.1452004493
82;1;651246.6457380957
83;1;753621.7995529034
84;1;780565.1215189749
85;1;718486.3861507217
86;1;784215.9434865977
87;1;779748.5361075968
88;1;722313.1097724317
89;1;694249.7749320528
90;1;722690.9637620015
91;1;720388.8595719842
92;1;928546.2203886015
93;1;879258.6277586295
94;1;790327.6684574771
95;1;819457.5326594983
96;1;758916.4721524789
97;1;775769.1220719322
98;1;740583.6365865185
99;1;803279.6231868906
100;1;696452.3865439576
101;1;796774.9734111383
102;1;809691.927427068
103;1;777901.7880316082
104;1;806802.9941175265
105;1;768483.8711207646
106;1;762374.3411382455
107;1;783641.9150841517
108;1;723342.9072373271
109;1;753336.2853139917
110;1;712266.212352183
111;1;739885.6026709649
112;1;565811.5550271774
113;1;864128.7280341926
114;1;790303.4800669649
115;1;757832.6268930965
116;1;719860.1798439301
117;1;668303.0918491833
118;1;849146.0711002253
119;1;645495.1443285235
120;1;773268.2002382478
121;1;897097.1526170458
122;1;857943.6812004854
123;1;673569.2547737089
124;1;763248.9351170806
125;1;846967.3088425467
126;1;635297.682597492
127;1;853180.8442273956
128;1;790240.4114639688
129;1;633131.2909199076
130;1;874627.8898639131
131;1;781169.9730082988
132;1;570767.0725256699
133;1;759805.2122850223
134;1;920521.4753372748
135;1;801513.7718092861
136;1;665196.1850479206
137;1;857727.6382381346
138;1;764412.2282033513
139;1;794732.9083742078
140;1;677114.1230529873
141;1;808338.3511614922
142;1;800217.4494223408
143;1;722822.7959464286
144;1;733562.628801721
145;1;717677.3122940559
146;1;733550.2195376275
147;1;811601.4603622677
148;1;825081.4352457302
149;1;824587.9960880999
150;1;740009.5044026051
151;1;775630.9562437814
152;1;854669.7445295375
