t;r;value
1;1;805302.9513630329
2;1;1000088.8635167032
3;1;977569.5654558782
4;1;968564.4652236091
5;1;959544.6739602998
6;1;1066858.970086514
7;1;797936.8218648499
8;1;929732.0873002938
9;1;1030086.7511621409
10;1;937934.3921745636
11;1;838181.3841206855
12;1;906625.0918786968
13;1;1077742.399069543
14;1;933094.9431503725
15;1;1070418.702296848
16;1;1249992.2331570003
17;1;1154002.7443162526
18;1;1055927.3247497755
19;1;995926.6348068275
20;1;1064431.6315204985
21;1;1043889.3904610252
22;1;994585.6093995131
23;1;1027633.7721114957
24;1;1008963.7735293871
25;1;841087.9008064485
26;1;1035831.0535115604
27;1;871937.8994868186
28;1;1057006.0576956465
29;1;1148128.9520404192
30;1;1135770.6724816016
31;1;1274259.7101381272
32;1;961268.7161981023
33;1;920331.4212496859
34;1;1179465.6938719065
35;1;1049586.0578577002
36;1;1153954.039655529
37;1;1016059.1353117786
38;1;1034717.0512572497
39;1;995867.1894549944
40;1;1071050.4132304974
41;1;937126.3134186988
42;1;1069550.6316345856
43;1;1051068.3212637526
44;1;1002560.0159159162
45;1;1198281.722468975
46;1;1148831.4744997167
47;1;989883.321984204
48;1;1073001.7661542755
49;1;941051.6414014775
50;1;1089873.8885613605
51;1;885055.8364119995
52;1;949794.0392970047
53;1;1148035.132296445
54;1;962185.8288850294
55;1;1061698.1215569763
56;1;1054276.3526074465
57;1;1016832.2456941182
58;1;1144359.5531799742
59;1;1073401.0520046416
60;1;1092453.784657517
61;1;1103646.5482658446
62;1;860112.910253433
63;1;1025610.5367109913
64;1;987196.3331477625
65;1;1074607.8112932437
66;1;953609.9907708445
67;1;956507.4888005767
68;1;1114181.4859656678
69;1;927405.9199555913
70;1;1101263.438343135
71;1;962634.1183153135
72;1;1048092.2040961529
73;1;1008825.056577639
74;1;1111176.5898530232
75;1;1106812.421764466
76;1;930476.9433196101
77;1;1147344.876500377
78;1;999562.7235729739
79;1;933560.0421732594
80;1;1115005.7265275745
81;1;1052330.5361023804
82;1;868877.7908169064
83;1;1021126.4039333651
84;1;1074149.0880635076
85;1;1078551.6295548356
86;1;1025702.8528377159
87;1;1146578.503896978
88;1;1029888.7384078068
89;1;957319.108634078
90;1;1008581.7475540051
91;1;976555.8920677128
92;1;1118227.7106879056
93;1;1118261.5943442653
94;1;1003259.868544665
95;1;1087738.783798221
96;1;1016036.1215128272
97;1;1052287.574966486
98;1;995572.1575680365
99;1;1099128.7078109954
100;1;998214.6751443748
101;1;1163766.2711571748
102;1;1203311.0385512777
103;1;1128571.0476634493
104;1;1145290.5893774726
105;1;1069661.4055570662
106;1;945232.421635531
107;1;1009970.229446844
108;1;999568.1007258313
109;1;1019278.1203425485
110;1;998760.7333695882
111;1;998406.9634368542
112;1;782987.3040229314
113;1;1198622.7920469316
114;1;1047843.6535778543
115;1;1056148.602861227
116;1;1013529.8670728684
117;1;872203.1391625043
118;1;1220483.9847220504
119;1;869349.9288815123
120;1;915537.4767929537
121;1;1090314.3946448485
122;1;1172854.5156130954
123;1;870155.9943416694
124;1;1008052.9126434305
125;1;1167013.0129456124
126;1;856558.6972936331
127;1;1180480.2268014206
128;1;1080056.5427640937
129;1;877444.4082633215
130;1;1238052.8599764802
131;1;1128468.8081155543
132;1;819266.3565755766
133;1;1053583.4191152647
134;1;1159926.723019349
135;1;1000849.2367784614
136;1;852965.6047390964
137;1;1142202.5706024778
138;1;1003127.0724560423
139;1;1061657.4544985937
140;1;927383.748017064
141;1;1081727.8567829616
142;1;1150526.4945848337
143;1;1066819.3714058588
144;1;1044405.0397787117
145;1;1002395.1727786555
146;1;1051843.9803002386
