f;t;r;value
Entero;1;1;414.0
Medio Pollo;1;1;520.5
Medio Pollo Superior;1;1;738.5806451612904
Medio Pollo Inferior;1;1;666.7741935483871
Cuarto de Pollo Superior;1;1;953.1290322580646
Muslo Entero;1;1;864.9193548387098
Pechuga Completa;1;1;1329.6774193548388
Ala Completa;1;1;595.3548387096773
Media Pechuga;1;1;1647.0967741935483
Blanqueta;1;1;0.0
Alón;1;1;0.0
Punta;1;1;0.0
Jamoncito;1;1;814.8602150537635
Medio Muslo;1;1;1455.1075268817203
Entero;2;1;414.0
Medio Pollo;2;1;520.5
Medio Pollo Superior;2;1;738.5806451612904
Medio Pollo Inferior;2;1;666.7741935483871
Cuarto de Pollo Superior;2;1;953.1290322580646
Muslo Entero;2;1;864.9193548387098
Pechuga Completa;2;1;1329.6774193548388
Ala Completa;2;1;595.3548387096773
Media Pechuga;2;1;1647.0967741935483
Blanqueta;2;1;0.0
Alón;2;1;0.0
Punta;2;1;0.0
Jamoncito;2;1;814.8602150537635
Medio Muslo;2;1;1455.1075268817203
Entero;3;1;414.0
Medio Pollo;3;1;520.5
Medio Pollo Superior;3;1;738.5806451612904
Medio Pollo Inferior;3;1;666.7741935483871
Cuarto de Pollo Superior;3;1;953.1290322580646
Muslo Entero;3;1;864.9193548387098
Pechuga Completa;3;1;1329.6774193548388
Ala Completa;3;1;595.3548387096773
Media Pechuga;3;1;1647.0967741935483
Blanqueta;3;1;0.0
Alón;3;1;0.0
Punta;3;1;0.0
Jamoncito;3;1;814.8602150537635
Medio Muslo;3;1;1455.1075268817203
Entero;4;1;414.0
Medio Pollo;4;1;520.5
Medio Pollo Superior;4;1;738.5806451612904
Medio Pollo Inferior;4;1;666.7741935483871
Cuarto de Pollo Superior;4;1;953.1290322580646
Muslo Entero;4;1;864.9193548387098
Pechuga Completa;4;1;1329.6774193548388
Ala Completa;4;1;595.3548387096773
Media Pechuga;4;1;1647.0967741935483
Blanqueta;4;1;0.0
Alón;4;1;0.0
Punta;4;1;0.0
Jamoncito;4;1;814.8602150537635
Medio Muslo;4;1;1455.1075268817203
Entero;5;1;414.0
Medio Pollo;5;1;520.5
Medio Pollo Superior;5;1;738.5806451612904
Medio Pollo Inferior;5;1;666.7741935483871
Cuarto de Pollo Superior;5;1;953.1290322580646
Muslo Entero;5;1;864.9193548387098
Pechuga Completa;5;1;1329.6774193548388
Ala Completa;5;1;595.3548387096773
Media Pechuga;5;1;1647.0967741935483
Blanqueta;5;1;0.0
Alón;5;1;0.0
Punta;5;1;0.0
Jamoncito;5;1;814.8602150537635
Medio Muslo;5;1;1455.1075268817203
Entero;6;1;414.0
Medio Pollo;6;1;520.5
Medio Pollo Superior;6;1;738.5806451612904
Medio Pollo Inferior;6;1;666.7741935483871
Cuarto de Pollo Superior;6;1;953.1290322580646
Muslo Entero;6;1;864.9193548387098
Pechuga Completa;6;1;1329.6774193548388
Ala Completa;6;1;595.3548387096773
Media Pechuga;6;1;1647.0967741935483
Blanqueta;6;1;0.0
Alón;6;1;0.0
Punta;6;1;0.0
Jamoncito;6;1;814.8602150537635
Medio Muslo;6;1;1455.1075268817203
Entero;7;1;414.0
Medio Pollo;7;1;520.5
Medio Pollo Superior;7;1;738.5806451612904
Medio Pollo Inferior;7;1;666.7741935483871
Cuarto de Pollo Superior;7;1;953.1290322580646
Muslo Entero;7;1;864.9193548387098
Pechuga Completa;7;1;1329.6774193548388
Ala Completa;7;1;595.3548387096773
Media Pechuga;7;1;1647.0967741935483
Blanqueta;7;1;0.0
Alón;7;1;0.0
Punta;7;1;0.0
Jamoncito;7;1;814.8602150537635
Medio Muslo;7;1;1455.1075268817203
Entero;8;1;318.0
Medio Pollo;8;1;493.5
Medio Pollo Superior;8;1;936.0000000000001
Medio Pollo Inferior;8;1;1292.4516129032259
Cuarto de Pollo Superior;8;1;1095.3870967741937
Muslo Entero;8;1;791.1129032258065
Pechuga Completa;8;1;1261.9354838709678
Ala Completa;8;1;550.6451612903226
Media Pechuga;8;1;1491.2903225806451
Blanqueta;8;1;0.0
Alón;8;1;0.0
Punta;8;1;0.0
Jamoncito;8;1;635.2688172043011
Medio Muslo;8;1;1134.4086021505375
Entero;9;1;562.0
Medio Pollo;9;1;666.5
Medio Pollo Superior;9;1;1378.4516129032259
Medio Pollo Inferior;9;1;582.9032258064516
Cuarto de Pollo Superior;9;1;1118.032258064516
