t;r;value
1;1;584649.1780969311
2;1;732324.4713522409
3;1;715249.0830842109
4;1;709152.200752683
5;1;704856.1608335773
6;1;788405.0412808724
7;1;573321.0715365424
8;1;691179.3406761533
9;1;805074.8714396321
10;1;688618.7302419597
11;1;630541.1105272778
12;1;690098.3290882643
13;1;833670.1650197253
14;1;708056.8094162054
15;1;691177.3258328681
16;1;856018.0767747732
17;1;752020.3605916813
18;1;742095.07577149
19;1;711381.4241087276
20;1;768751.8411056856
21;1;728921.2048103804
22;1;729111.4916538757
23;1;753458.7214055674
24;1;798983.5632506887
25;1;610801.5975238518
26;1;791034.0670831848
27;1;671675.8988018649
28;1;819877.4759911338
29;1;744820.3246591336
30;1;784451.7096625323
31;1;827860.0176181066
32;1;665294.0618259067
33;1;653332.3426826398
34;1;885095.9617404969
35;1;785089.5908839763
36;1;875760.1268331646
37;1;752259.4108418487
38;1;807023.1553838428
39;1;743670.518912745
40;1;785725.7428269681
41;1;628707.3438213137
42;1;821817.6714195001
43;1;738957.7497895962
44;1;721980.5725050787
45;1;857973.9418407131
46;1;902479.8771532578
47;1;732619.6055741062
48;1;794883.4501275043
49;1;684661.1922854284
50;1;854617.245477051
51;1;725454.4926470371
52;1;744953.5038174036
53;1;849970.426907347
54;1;787781.2053545446
55;1;703561.5565660205
56;1;792016.9626936673
57;1;708601.8319383492
58;1;817325.6377632513
59;1;791144.5094166126
60;1;774141.5129504092
61;1;790285.8453297768
62;1;692643.1340634989
63;1;754635.3841129086
64;1;779442.5968269424
65;1;838824.3257817279
66;1;711180.1973253739
67;1;727203.5026178347
68;1;828218.6413541345
69;1;698915.834497012
70;1;826813.9358334678
71;1;641789.066659653
72;1;713471.4645297535
73;1;703451.0596967292
74;1;787845.1506955719
75;1;796817.6094159987
76;1;765951.9327890112
77;1;842709.5132942424
78;1;761630.8236262347
79;1;680373.0632433251
80;1;841995.2825737963
81;1;801936.1327707974
82;1;653405.4308086836
83;1;761737.0759286139
84;1;817767.7038275972
85;1;690597.4081343234
86;1;718292.415914675
87;1;767418.4762885415
88;1;717474.7114887298
89;1;708982.2663192846
90;1;746011.5114759345
91;1;751065.3352495433
