f;t;r;value
Entero;1;1;7.0
Medio Pollo;1;1;15.0
Medio Pollo Superior;1;1;22.0
Medio Pollo Inferior;1;1;24.0
Cuarto de Pollo Superior;1;1;35.0
Muslo Entero;1;1;31.0
Pechuga Completa;1;1;60.0
Ala Completa;1;1;29.0
Media Pechuga;1;1;65.0
Blanqueta;1;1;0.0
Alón;1;1;0.0
Punta;1;1;0.0
Jamoncito;1;1;25.0
Medio Muslo;1;1;29.0
Entero;2;1;14.0
Medio Pollo;2;1;30.0
Medio Pollo Superior;2;1;196.3470085749176
Medio Pollo Inferior;2;1;48.0
Cuarto de Pollo Superior;2;1;270.1879818496865
Muslo Entero;2;1;292.56169343859676
Pechuga Completa;2;1;492.18470166939323
Ala Completa;2;1;269.6496700551422
Media Pechuga;2;1;307.9300394290533
Blanqueta;2;1;0.0
Alón;2;1;0.0
Punta;2;1;0.0
Jamoncito;2;1;50.0
Medio Muslo;2;1;615.1973793771903
Entero;3;1;14.0
Medio Pollo;3;1;30.0
Medio Pollo Superior;3;1;44.0
Medio Pollo Inferior;3;1;280.3635804089678
Cuarto de Pollo Superior;3;1;111.65174030940409
Muslo Entero;3;1;556.0105568353843
Pechuga Completa;3;1;535.3132973496504
Ala Completa;3;1;454.79035021852
Media Pechuga;3;1;903.4197290136062
Blanqueta;3;1;0.0
Alón;3;1;0.0
Punta;3;1;0.0
Jamoncito;3;1;50.0
Medio Muslo;3;1;66.54347675389727
Entero;4;1;114.12466997208259
Medio Pollo;4;1;30.0
Medio Pollo Superior;4;1;44.0
Medio Pollo Inferior;4;1;84.68275033731106
Cuarto de Pollo Superior;4;1;432.76488543063783
Muslo Entero;4;1;406.2870722618827
Pechuga Completa;4;1;1057.1105858364185
Ala Completa;4;1;443.85612925776314
Media Pechuga;4;1;1065.9216759643577
Blanqueta;4;1;2.385927765376556e-11
Alón;4;1;9.621061625623652e-12
Punta;4;1;5.667253379123044e-13
Jamoncito;4;1;50.0
Medio Muslo;4;1;58.0
Entero;5;1;182.25707264756704
Medio Pollo;5;1;150.87645480841934
Medio Pollo Superior;5;1;44.0
Medio Pollo Inferior;5;1;48.0
Cuarto de Pollo Superior;5;1;159.25864597139434
Muslo Entero;5;1;379.66682490844835
Pechuga Completa;5;1;1104.9694814582563
Ala Completa;5;1;596.0430370325139
Media Pechuga;5;1;1220.2724345898407
Blanqueta;5;1;2.2016332592364468e-11
Alón;5;1;7.193847544655537e-12
Punta;5;1;0.0
Jamoncito;5;1;50.0
Medio Muslo;5;1;583.3786942519836
Entero;6;1;188.65970682710548
Medio Pollo;6;1;344.8715102722235
Medio Pollo Superior;6;1;44.0
Medio Pollo Inferior;6;1;48.0
Cuarto de Pollo Superior;6;1;68.0
Muslo Entero;6;1;414.96237725452784
Pechuga Completa;6;1;1286.314153858048
Ala Completa;6;1;806.5230777596669
Media Pechuga;6;1;1684.1613924157868
Blanqueta;6;1;1.962029996807601e-11
Alón;6;1;3.3387408898511846e-12
Punta;6;1;0.0
Jamoncito;6;1;126.41509920146757
Medio Muslo;6;1;285.96826782051494
Entero;7;1;268.25485958624836
Medio Pollo;7;1;165.97914785380425
Medio Pollo Superior;7;1;249.2964485413204
Medio Pollo Inferior;7;1;81.36528672193595
Cuarto de Pollo Superior;7;1;68.0
Muslo Entero;7;1;710.8830283217268
Pechuga Completa;7;1;850.1896288684563
Ala Completa;7;1;907.7679108802233
Media Pechuga;7;1;1602.7035655158518
Blanqueta;7;1;1.8179967228140606e-11
Alón;7;1;1.7094168542523457e-13
Punta;7;1;0.0
Jamoncito;7;1;90.32726168665442
Medio Muslo;7;1;130.3408566671585
Entero;8;1;286.00767630280194
Medio Pollo;8;1;230.7274037138464
Medio Pollo Superior;8;1;44.0
Medio Pollo Inferior;8;1;120.0002335777989
Cuarto de Pollo Superior;8;1;117.05611984083794
Muslo Entero;8;1;1011.7679710635947
Pechuga Completa;8;1;1275.5699802586219
Ala Completa;8;1;1150.6437538032883
Media Pechuga;8;1;2204.0696350546614
Blanqueta;8;1;1.690384841428407e-11
Alón;8;1;0.0
Punta;8;1;0.0
Jamoncito;8;1;349.9476469080313
Medio Muslo;8;1;568.8644256765735
Entero;9;1;14.0
Medio Pollo;9;1;226.47511086348328
