t;r;value
1;1;1100086.3665828388
2;1;1354793.6301378515
3;1;1317268.3919059343
4;1;1311207.8426477031
5;1;1305769.8850853469
6;1;1430231.5524175456
7;1;1088331.7009609265
8;1;1254947.574522107
9;1;1383499.8063362688
10;1;1285813.4941644338
11;1;1144114.5283304148
12;1;1220702.1209109186
13;1;1428900.3498959607
14;1;1254448.050356329
15;1;1342877.7661060933
16;1;1589039.0377124595
17;1;1422861.2963232081
18;1;1386931.6817062302
19;1;1305315.0001349533
20;1;1380720.1574833496
21;1;1374641.958960765
22;1;1325880.0468919373
23;1;1390705.7386700246
24;1;1344875.9210163576
25;1;1161466.5210359066
26;1;1417760.906890413
27;1;1191261.4646062646
28;1;1424533.428668421
29;1;1461858.3378852291
30;1;1490071.9730953278
31;1;1460563.0100216155
32;1;1233030.1582079483
33;1;1216441.495299473
34;1;1564278.8341371634
35;1;1375649.6827545234
36;1;1529738.1975386986
37;1;1372418.7332367422
38;1;1428939.1571355776
39;1;1340006.1293150585
40;1;1441740.378105397
41;1;1273897.1931187483
42;1;1460646.959689727
43;1;1396083.4076111182
44;1;1283327.347359198
45;1;1561617.5565646314
46;1;1564605.6586196923
47;1;1401989.6038850974
48;1;1422627.249621683
49;1;1271385.1364434669
50;1;1453771.2203044512
51;1;1242798.1932184459
52;1;1297755.7465134629
53;1;1567789.5829259926
54;1;1271626.1523011301
55;1;1416757.0327012113
56;1;1404506.9009367623
57;1;1299241.2888976005
58;1;1526513.983501609
59;1;1419139.4320449643
60;1;1427267.529093529
61;1;1456041.1339618019
62;1;1124887.0945487749
63;1;1373627.8779598398
64;1;1331372.626125574
65;1;1448715.7511555187
66;1;1305387.4612606254
67;1;1298152.1748813994
68;1;1504087.4849631349
69;1;1258631.0689199453
70;1;1493571.111385029
71;1;1240871.2442218568
72;1;1324047.2401471077
73;1;1329890.2434771936
74;1;1478233.478639589
75;1;1457856.3938679944
76;1;1304134.9950222415
77;1;1539127.8818213793
78;1;1362324.3179939184
79;1;1235083.6341668053
80;1;1479131.769324793
81;1;1388852.2555599122
82;1;1185773.6611905391
83;1;1392655.2953098482
84;1;1449241.3298958237
85;1;1356775.9580722102
86;1;1366330.3113833342
87;1;1412625.8730978868
88;1;1356964.6278725984
89;1;1332264.0990696445
90;1;1343959.984471007
91;1;1329983.7703214427
92;1;1515884.9648866577
93;1;1510580.9073372027
94;1;1371626.9337148296
95;1;1444426.3073315902
96;1;1375198.8363114137
97;1;1412293.2081472059
98;1;1334922.025527041
99;1;1432470.0284213885
100;1;1273292.6809619083
101;1;1520394.8507098819
102;1;1640856.5823306246
103;1;1439919.0907946837
104;1;1583650.2406785386
105;1;1444301.3649582532
106;1;1328411.9070239684
107;1;1330288.2466989881
108;1;1325470.3075165986
109;1;1364764.1736383378
110;1;1374223.7998424766
111;1;1324153.3387887876
112;1;1059276.2321258858
113;1;1558426.0772748305
114;1;1358723.4555556786
115;1;1375304.493246846
116;1;1379918.3408960144
117;1;1230776.6468574936
118;1;1506401.670690183
119;1;1218832.6074430668
120;1;1219718.0058896295
121;1;1451271.1659242841
122;1;1595652.572441548
123;1;1190442.820669543
124;1;1391289.4018739937
125;1;1590943.54562225
126;1;1150861.4289688221
127;1;1485448.8818893628
128;1;1480682.1212548255
129;1;1139316.4206146775
130;1;1565189.8779415283
131;1;1536540.7905508426
132;1;1092981.3417494297
133;1;1395783.025980514
134;1;1495251.65431908
135;1;1397212.0987393952
136;1;1128837.021897871
137;1;1496920.3795352846
138;1;1359709.5564548455
139;1;1411366.0496171443
140;1;1254380.6393031888
141;1;1396949.1212378996
142;1;1459114.3328372515
143;1;1387624.200137677
144;1;1384638.482106262
145;1;1319330.5943136131
146;1;1419338.2073187411
147;1;1523268.0013143432
148;1;1372951.9177056495
149;1;1389513.1916164532
150;1;1264618.897896719
151;1;1399114.1661723205
152;1;1548746.890242021
153;1;1151499.9047562068
154;1;1357332.740106689
155;1;1380559.8934647555
156;1;1520914.4775245835
157;1;1622080.2430131785
158;1;1520119.1756754688
159;1;1428930.4300602402
160;1;1424363.2470797373
161;1;1582088.8889480203
162;1;1434313.8590401248
163;1;1360033.72903926
164;1;1233001.8004033067
165;1;1414450.6357614985
166;1;1367560.7627158696
167;1;1476190.703468474
168;1;1344685.05064765
1;2;1199320.997821274
2;2;1433416.9670337471
3;2;1301545.3716793281
4;2;1200252.3429693629
5;2;1163840.6342071327
6;2;1368944.4345152727
7;2;1399279.4879748833
8;2;1340672.593130353
9;2;1309266.3092603348
10;2;1236413.0456766067
11;2;1497353.3238331561
12;2;1214884.954278544
13;2;1209840.828995723
14;2;1521791.9341908046
15;2;1326702.3946839173
16;2;1538724.305254745
17;2;1569561.0630206144
18;2;1408865.7399494397
19;2;1373639.2756023447
20;2;1478497.2175898086
21;2;1411413.211603249
22;2;1340491.117345159
23;2;1373257.5802025096
24;2;1364971.0071090348
25;2;1254083.956643953
26;2;1318530.9949127259
27;2;1593796.3739416762
28;2;1264820.3090137183
29;2;1274694.4810611587
30;2;1434214.3063752097
31;2;1574317.213122944
32;2;1300704.7199553528
33;2;1487506.8180598465
34;2;1360595.9335727508
35;2;1515321.1850398784
36;2;1361825.65007555
37;2;1285091.7572711308
38;2;1367209.6611822103
39;2;1327999.0590874578
40;2;1441136.9971949384
41;2;1308748.7210869282
42;2;1313806.2060694243
43;2;1584225.043355953
44;2;1327477.0299278742
45;2;1275832.6538713758
46;2;1453046.7518324615
47;2;1228503.9311016086
48;2;1556742.5303601834
49;2;1407252.4444967424
50;2;1234810.543223481
51;2;1259383.3451017821
52;2;1336026.8860607306
53;2;1456255.8524394212
54;2;1426860.3283241068
55;2;1241303.024721224
56;2;1463224.5613122159
57;2;1412690.7440934326
58;2;1489190.9537135987
59;2;1438582.4834924224
60;2;1300462.325936368
61;2;1237636.7836735875
62;2;1423152.9535607717
63;2;1340208.2056608254
64;2;1247880.2799432022
65;2;1402493.1743921333
66;2;1489596.2513445131
67;2;1346138.683362751
68;2;1318386.4652980312
69;2;1301094.2240036447
70;2;1503998.8266102336
71;2;1340783.3803979286
72;2;1374146.110710367
73;2;1437607.0235222112
74;2;1128017.2247636104
75;2;1467737.0364754193
76;2;1461197.204400816
77;2;1275826.447337995
78;2;1373673.8742629176
79;2;1292311.4126691185
80;2;1275114.6169230621
81;2;1416859.6634403775
82;2;1357737.2737561795
83;2;1509966.8295168048
84;2;1310301.8649678892
85;2;1539502.4239254096
86;2;1449793.061287852
87;2;1207113.5189553923
88;2;1395161.889353604
89;2;1420146.2175903365
90;2;1361563.6316738934
91;2;1326418.6241350058
92;2;1306586.5996588527
93;2;1429026.0879123171
94;2;1370218.5100003642
95;2;1527324.774072362
96;2;1351851.5159388895
97;2;1475092.768412328
98;2;1314130.2604768174
99;2;1415591.0473205694
100;2;1316738.67562946
101;2;1385605.6621231772
102;2;1320524.0545364378
103;2;1526885.420414109
104;2;1207532.2158209928
105;2;1255615.3562902503
106;2;1259615.9657021528
107;2;1399089.0710130006
108;2;1303882.4951158576
109;2;1309460.5854759733
110;2;1458738.2187759238
111;2;1536475.0823391448
112;2;1320793.829574922
113;2;1396900.5325785398
114;2;1324364.7298439043
115;2;1374117.9772302073
116;2;1323161.6482499032
117;2;1487269.873914632
118;2;1396489.8196622021
119;2;1164375.7570371903
120;2;1444846.1373186384
121;2;1393509.341115385
122;2;1390254.2606471071
123;2;1388136.4237237866
124;2;1224024.3696047487
125;2;1481685.9886505122
126;2;1275022.7719023444
127;2;1383385.2930707461
128;2;1517770.0540862232
129;2;1418545.713885606
130;2;1520640.308704501
131;2;1403659.9027948985
132;2;1557873.5442220164
133;2;1223537.1016576446
134;2;1445459.300503345
135;2;1452246.372720264
136;2;1437258.4324080802
137;2;1405357.940968346
138;2;1145008.3358232835
139;2;1408203.8886870695
140;2;1435952.1837265652
141;2;1419479.1230388908
142;2;1504173.2956033575
143;2;1483929.3094207859
144;2;1461722.045422294
145;2;1258570.0477506206
146;2;1255377.6681983578
147;2;1276262.2889576608
148;2;1473022.970719532
149;2;1347475.361952424
150;2;1274051.4318263428
151;2;1188680.9919777592
152;2;1370259.9339020432
153;2;1541420.9598768046
154;2;1289561.4207688216
155;2;1549736.6521367817
156;2;1505141.6742736143
157;2;1347653.293157476
158;2;1384476.7631316744
159;2;1401936.624264347
160;2;1358730.477067589
161;2;1422791.5373241717
162;2;1497583.9757571162
163;2;1296875.5316157273
164;2;1440425.0699613169
165;2;1310001.0388614323
166;2;1132195.7026280854
167;2;1308398.8684932068
168;2;1559945.2034278256
1;3;1222966.557633202
2;3;1352861.1733088605
3;3;1534538.9892108687
4;3;1292053.2870857625
5;3;1406557.7102649745
6;3;1292064.5337659484
7;3;1245647.0410277357
8;3;1279579.2722776812
9;3;1367211.9847039853
10;3;1416070.0225845738
11;3;1230596.2200401863
12;3;1104826.3963244592
13;3;1363307.406717899
14;3;1340031.0031506217
15;3;1381436.7594490203
16;3;1486649.5955102989
17;3;1292552.5959234235
18;3;1392717.9283019132
19;3;1255794.1234755728
20;3;1305544.1784330327
21;3;1466934.9950130773
22;3;1163699.3734367872
23;3;1337433.7556891583
24;3;1319910.1940559144
25;3;1291980.7126779456
26;3;1325503.4341570898
27;3;1473488.000511123
28;3;1211419.2297822593
29;3;1486204.5890480666
30;3;1185687.051884603
31;3;1394408.1601636666
32;3;1189094.8899609987
33;3;1180851.7714146234
34;3;1196659.9410158545
35;3;1323782.0178242354
36;3;1291885.2546317726
37;3;1522982.5101486244
38;3;1294657.9715936321
39;3;1446965.8212786103
40;3;1528123.1509806726
41;3;1359200.315513098
42;3;1337128.3304083368
43;3;1293541.0928960922
44;3;1438179.212616498
45;3;1355941.4904986196
46;3;1492415.943639785
47;3;1468736.81223735
48;3;1455822.3207577984
49;3;1474956.1546713877
50;3;1571347.0351007672
51;3;1358203.5531020798
52;3;1539839.9280134577
53;3;1190452.1040653333
54;3;1191936.540337804
55;3;1382397.158950296
56;3;1108799.576884591
57;3;1515646.2812345657
58;3;1528069.4256324666
59;3;1631219.7293074005
60;3;1343966.1841598293
61;3;1423204.5004735203
62;3;1390987.598397223
63;3;1499492.01373411
64;3;1397062.3814623305
65;3;1401711.2226729477
66;3;1159669.1895365973
67;3;1361255.8439243587
68;3;1186783.051039474
69;3;1464425.837316747
70;3;1340777.7916160622
71;3;1465911.245227168
72;3;1320381.0393659396
73;3;1551905.997857025
74;3;1425738.9856670632
75;3;1401806.3399909907
76;3;1455906.337224421
77;3;1175428.7549658588
78;3;1330124.4424587993
79;3;1408589.3489227646
80;3;1464564.252850596
81;3;1398082.62163535
82;3;1177082.6490240032
83;3;1393805.4057749019
84;3;1257446.4812934077
85;3;1190794.9810872024
86;3;1330830.9328386048
87;3;1548862.9594643011
88;3;1327401.4297447493
89;3;1492062.709733114
90;3;1337724.7069662618
91;3;1247664.838027065
92;3;1463018.759141392
93;3;1485576.0193714206
94;3;1349378.8002860984
95;3;1407994.0736852156
96;3;1264084.8688500577
97;3;1208830.8653933492
98;3;1369523.6852673553
99;3;1553037.00803847
100;3;1387039.784084925
101;3;1486416.2787812846
102;3;1428594.3866248233
103;3;1434443.7331288874
104;3;1433204.6139591078
105;3;1323135.6651629866
106;3;1377544.183919819
107;3;1313988.357770265
108;3;1359124.3580533832
109;3;1229667.7057221232
110;3;1297172.9323650454
111;3;1127455.5694839172
112;3;1277455.8671825482
113;3;1441739.6890396015
114;3;1449885.897211204
115;3;1216173.0991006163
116;3;1464874.311935336
117;3;1516085.225118788
118;3;1391833.6478039587
119;3;1432223.3049934553
120;3;1456684.8613036862
121;3;1381050.1416957912
122;3;1422202.2981814735
123;3;1497070.4086907934
124;3;1254902.5737346152
125;3;1289541.7225322297
126;3;1425847.888053284
127;3;1265148.6618411904
128;3;1404386.2088305478
129;3;1359503.004917324
130;3;1304725.2372470067
131;3;1419118.236508105
132;3;1470518.7093928084
133;3;1378091.6136348415
134;3;1452315.7187888895
135;3;1362027.4019436496
136;3;1282105.328024924
137;3;1400011.3565279196
138;3;1398612.4753675265
139;3;1173357.1005099313
140;3;1370151.7743618938
141;3;1396075.906062315
142;3;1338476.0837329705
143;3;1589747.9573316094
144;3;1468742.646824481
145;3;1488828.0796332427
146;3;1416348.578328692
147;3;1236518.279953003
148;3;1628924.0431303687
149;3;1371217.8947902308
150;3;1362588.3199641372
151;3;1320748.6131827673
152;3;1138964.237310665
153;3;1067707.2405793609
154;3;1346198.5474355966
155;3;1518889.5994907273
156;3;1651745.6469143387
157;3;1305101.8817569518
158;3;1274217.3258915904
159;3;1289718.5766155983
160;3;1500243.3717154842
161;3;1425985.8487246453
162;3;1222831.1883242938
163;3;1225252.0536877685
164;3;1284368.605241955
165;3;1559956.3646057972
166;3;1510023.1676208004
167;3;1370964.9165569707
168;3;1280142.0661839074
1;4;1265215.6977570388
2;4;1128279.058275002
3;4;1388756.5552294273
4;4;1282245.198491238
5;4;1571259.490985522
6;4;1490272.3833785274
7;4;1341951.3840383736
8;4;1507200.6652297191
9;4;1271831.6572629646
10;4;1218495.1498103628
11;4;1065327.183172558
12;4;1257890.879141346
13;4;1274331.9813543404
14;4;1548900.0339986735
15;4;1393627.879734853
16;4;1422439.490349025
17;4;1170856.898210165
18;4;1270612.5724635054
19;4;1362645.4895488818
20;4;1454787.285805686
21;4;1449269.2496840863
22;4;1363529.4108345176
23;4;1398809.2543149584
24;4;1521922.991351562
25;4;1329582.8076083371
26;4;1292084.6783154884
27;4;1134816.6078249482
28;4;1434291.269678422
29;4;1454835.7788704003
30;4;1396825.4749355107
31;4;1385309.8324331606
32;4;1494235.0802703444
33;4;1506079.6467041734
34;4;1372790.5879852946
35;4;1222790.6395641037
36;4;1206845.6787243523
37;4;1361153.5758665623
38;4;1293771.7772507977
39;4;1300165.9904292761
40;4;1467093.0880159363
41;4;1509863.338522794
42;4;1303420.0311656743
43;4;1377006.5734043792
44;4;1135744.710895876
45;4;1440405.849867703
46;4;1398799.3533639126
47;4;1315987.5168894315
48;4;1422500.252396035
49;4;1338140.5053070432
50;4;1345705.3536161932
51;4;1296051.7947946582
52;4;1510718.5245956527
53;4;1460540.0018808085
54;4;1344394.3472323953
55;4;1378042.279510782
56;4;1348526.9491657198
57;4;1430257.6250836884
58;4;1395902.8089340888
59;4;1406205.4708018177
60;4;1524554.4713713014
61;4;1448658.8359595528
62;4;1173816.2224979117
63;4;1251693.7970246577
