t;r;value
1;1;584649.1780969545
2;1;732324.4713522554
3;1;715249.083084183
4;1;709152.200752675
5;1;704856.1608335989
6;1;788405.0412808671
7;1;573321.0715365558
8;1;722401.8053666225
9;1;848267.7880599492
10;1;728253.5732209372
11;1;669140.2395240263
12;1;725856.6706315029
13;1;881048.137632094
14;1;751835.93716795
15;1;729167.3538893486
16;1;890342.8972189089
17;1;741160.495568627
18;1;753105.1889426277
19;1;729874.3094577321
20;1;784451.7127600923
21;1;781061.7144756623
22;1;754670.3200934039
23;1;750562.7819670486
24;1;791373.7661821167
25;1;650848.4291777909
26;1;808312.6880138371
27;1;690214.0556233883
28;1;842069.1389911623
29;1;750233.4130336388
30;1;785920.5888942705
31;1;817369.8817927908
32;1;667326.1007737329
33;1;673206.86363591
34;1;880428.7697824236
35;1;785576.5858762151
36;1;857081.1495757453
37;1;761207.6931617033
38;1;813203.9316981875
39;1;730854.3528802858
40;1;820399.3271102686
41;1;702298.5653776405
42;1;823008.0253300304
43;1;717331.2495721142
44;1;730565.9685571495
45;1;852522.9820030204
46;1;834291.8470297165
47;1;724928.1212724383
48;1;776375.6701733428
49;1;693159.9961649515
50;1;818414.7030498863
51;1;727379.3077289435
52;1;753018.3951013888
53;1;804133.9423660917
54;1;742534.7272673133
55;1;793644.3492964455
56;1;783996.3134277856
57;1;707078.72991401
58;1;800837.5244836246
59;1;766405.0387351966
60;1;775300.3849950163
61;1;798566.019143747
62;1;647619.1947783999
63;1;778969.7273194247
64;1;788836.7547246313
65;1;855175.3822468213
66;1;698199.8275112996
67;1;738842.1142894907
68;1;822282.4622793773
69;1;719535.1945650784
70;1;834084.498801465
71;1;646325.5138022681
72;1;712432.1343676029
73;1;705348.8357807561
74;1;790093.1881832817
75;1;816571.0870747071
76;1;705383.0115697441
77;1;844375.5045460563
78;1;801191.9524582711
79;1;711885.2452683033
80;1;856775.6917262931
81;1;791086.8188974247
82;1;664638.2968880379
83;1;784949.0734599866
84;1;812001.7885563486
85;1;692724.4341474159
86;1;718665.5963636967
87;1;774652.3580968212
88;1;729318.5368526424
89;1;727184.8749462655
90;1;740198.6718209859
91;1;756316.7469492821
92;1;877916.5025871018
93;1;854186.5210014343
