t;r;value
1;1;1100083.3757767268
2;1;1354785.9208879222
3;1;1317277.5899914429
4;1;1311199.1337802967
5;1;1305780.2580936288
6;1;1430236.646243234
7;1;1088331.4339493748
8;1;1254933.2859587593
9;1;1383475.311086966
10;1;1285839.5851456388
11;1;1144123.302410892
12;1;1220712.7568892164
13;1;1428897.4727267264
14;1;1254431.900306714
15;1;1341771.4630301301
16;1;1568049.9439780281
17;1;1439296.3832938971
18;1;1414292.0982902413
19;1;1306059.379824911
20;1;1376153.4566315883
21;1;1375655.2252441666
22;1;1333634.374858049
23;1;1395567.3905101444
24;1;1339737.8607867032
25;1;1162818.2938366083
26;1;1419979.4998644507
27;1;1187064.0048373775
28;1;1425363.7534760903
29;1;1432900.4854696807
30;1;1467328.8000125461
31;1;1558879.8389353736
32;1;1199665.8952883254
33;1;1225932.189781831
34;1;1564090.8003248477
35;1;1381960.2637317316
36;1;1529056.185642799
37;1;1358535.389829833
38;1;1449530.4003807148
39;1;1333598.680187558
40;1;1442237.8042900932
41;1;1268371.7685646955
42;1;1454047.4645929104
43;1;1381770.599126499
44;1;1307419.4939171772
45;1;1589390.9077948665
46;1;1557167.9670853724
47;1;1368781.0117405117
48;1;1418953.5474872706
49;1;1229892.5069712084
50;1;1473728.6230534734
51;1;1205769.383840037
52;1;1281641.2525618766
53;1;1558942.0859786314
54;1;1286837.6896672968
55;1;1420784.4280551374
56;1;1404787.2762216537
57;1;1300241.5049164037
58;1;1480476.4288720011
59;1;1488629.00244739
60;1;1442240.965320623
61;1;1436454.175538349
62;1;1121233.6576069682
63;1;1378300.5811996039
64;1;1325341.9101814542
65;1;1448866.985326873
66;1;1305149.2293988974
67;1;1298922.5342928115
68;1;1506843.499891084
69;1;1260686.2096264053
70;1;1493752.1131678098
71;1;1237973.144401356
72;1;1315190.4361141957
73;1;1330561.5672654381
74;1;1476392.5957813456
75;1;1457970.0661900067
76;1;1338721.6620282151
77;1;1539318.0041351074
78;1;1338778.3959009026
79;1;1197199.3765478898
80;1;1479596.6764398497
81;1;1387623.4487874862
82;1;1184265.5743409407
83;1;1391726.177846076
84;1;1458370.9823657582
85;1;1356522.8126960292
86;1;1340241.7140620044
87;1;1534591.1487155412
88;1;1335145.0318215662
89;1;1343866.9954370041
90;1;1309613.5804285207
91;1;1300061.4577569414
92;1;1494092.4901504111
93;1;1513989.9186960869
94;1;1362531.0126719908
95;1;1467056.561546443
96;1;1376317.8968981863
97;1;1392570.8746983646
98;1;1333637.0442015824
99;1;1384464.3774250285
100;1;1304183.9039162942
101;1;1506644.3392064597
102;1;1677223.5668119572
103;1;1429879.910790702
104;1;1567316.3144873334
105;1;1461390.1993445908
106;1;1283164.0608069703
107;1;1344768.4276564415
108;1;1348525.68684783
109;1;1366852.060249559
110;1;1374026.7091358812
111;1;1330403.9363584586
112;1;1059283.7774355728
113;1;1528103.080297254
114;1;1413627.3907997552
115;1;1381044.2772763458
116;1;1374829.0907341086
117;1;1230919.6376921227
118;1;1560314.8337999885
119;1;1173731.286665091
120;1;1220601.5502260507
121;1;1424395.5435554397
122;1;1590301.5939925765
123;1;1190757.9140464796
124;1;1391176.7839230418
125;1;1591139.2404859778
126;1;1150791.1500618155
127;1;1474616.573671375
128;1;1479232.1494005185
129;1;1138970.4390375577
130;1;1613080.251753572
131;1;1519284.7124309863
132;1;1072920.3466309574
133;1;1360677.4681263028
134;1;1561278.6134905554
135;1;1323284.1109818947
136;1;1127848.3519218152
137;1;1513317.1654782754
138;1;1352260.220528208
139;1;1419311.0756007782
140;1;1254091.457179296
141;1;1383782.7982721832
142;1;1477850.2199692724
143;1;1384077.483355543
144;1;1387431.1264987753
145;1;1325366.7818038554
146;1;1389682.5042472933
147;1;1567599.1077685517
148;1;1401051.4396382414
149;1;1374571.8904860085
150;1;1245076.0478084523
151;1;1400095.7081449174
152;1;1542889.4748771181
153;1;1145119.1392113515
154;1;1357604.7503158096
155;1;1393305.268660112
156;1;1492521.2535112835
157;1;1600363.515620488
158;1;1608903.644889852
159;1;1454316.747398776
160;1;1359104.2729499429
161;1;1541741.2743137435
162;1;1452734.6362929794
163;1;1345395.6918848353
164;1;1226151.8107823874
165;1;1420293.2813768212
166;1;1367233.3309661404
167;1;1475988.3768530262
168;1;1344351.4865428891
1;2;1199321.0118210523
2;2;1433413.9026689066
3;2;1301536.1712752122
4;2;1200254.6421705312
5;2;1163857.7504487948
6;2;1368943.9140372635
7;2;1399274.8573752674
8;2;1340684.7179609023
9;2;1309280.6777147297
10;2;1236406.3337655286
11;2;1497361.929411183
12;2;1214877.7382740872
13;2;1209847.5279103527
14;2;1521762.126427699
15;2;1298097.9429712598
16;2;1568435.593149196
17;2;1568517.5313957848
18;2;1406964.3052344923
19;2;1379957.2857292746
20;2;1503823.1010110304
21;2;1432248.5114129302
22;2;1359837.1698213385
23;2;1350211.4148040232
24;2;1321018.535167852
25;2;1226364.8026948723
26;2;1331503.3814489376
27;2;1611850.819082459
28;2;1269579.633913206
29;2;1277848.9593879255
30;2;1418571.3548397599
31;2;1634068.59975478
32;2;1299475.059091554
33;2;1503150.915443933
34;2;1372786.2750952935
35;2;1408712.917776643
36;2;1386813.0137796497
37;2;1283259.6502340476
38;2;1374719.5498431807
39;2;1343673.9784611173
40;2;1441366.673049808
41;2;1308975.6497280367
42;2;1314023.744096803
43;2;1613273.0799439107
44;2;1276702.5369494073
45;2;1287707.6359051638
46;2;1447551.4479173392
47;2;1225916.0944939647
48;2;1555000.1798229625
49;2;1400219.687828562
50;2;1238931.4100780787
51;2;1258972.4064777542
52;2;1335429.3820819356
53;2;1456144.6883905397
54;2;1426494.0791429316
55;2;1241849.13105678
56;2;1463772.515651973
57;2;1377188.424728989
58;2;1533946.8204988523
59;2;1435748.4550566403
60;2;1306050.3783319164
61;2;1225368.0086139394
62;2;1445077.696036144
63;2;1309917.7936181978
64;2;1246450.5692672709
65;2;1400631.7896793163
66;2;1490748.3194148298
67;2;1346104.6490904964
68;2;1318163.6477400437
69;2;1300933.4450913924
70;2;1503897.3631954296
71;2;1337339.744428073
72;2;1383521.3107893984
73;2;1501933.569454488
74;2;1119217.6504615482
75;2;1490429.5557685317
76;2;1434767.0339840166
77;2;1275179.516311358
78;2;1328279.474406738
79;2;1293669.9603729986
80;2;1275541.4305233825
81;2;1416721.6701006854
82;2;1354580.9838161275
83;2;1510191.86413714
84;2;1310129.7958843368
85;2;1525804.7084219134
86;2;1434367.9998134589
87;2;1210306.1841254812
88;2;1387644.704208974
89;2;1433063.323714731
90;2;1360200.5531617978
91;2;1329475.1554832156
92;2;1306025.9655632756
93;2;1429215.2400744515
94;2;1368119.3177482185
95;2;1530154.5074300366
96;2;1351404.4424379354
97;2;1475776.711602824
98;2;1314356.6287313015
99;2;1456516.9868200822
100;2;1357056.050458229
101;2;1372778.61089908
102;2;1332901.2429789267
103;2;1528155.4859832758
104;2;1212476.8955336236
105;2;1256515.1111730104
106;2;1259063.0781034667
107;2;1400705.7376492159
108;2;1276647.0452242044
109;2;1315416.4620499755
110;2;1459176.82916058
111;2;1537046.6554460563
112;2;1321355.2661622074
113;2;1419667.36127015
114;2;1305325.8870230352
115;2;1398543.7389664687
116;2;1284910.7335678507
117;2;1474274.5466162607
118;2;1387749.2390641253
119;2;1172350.079858995
120;2;1382809.8131167921
121;2;1393812.4637655995
122;2;1387358.0038443988
123;2;1390965.482270217
124;2;1221275.9927347288
125;2;1479688.5528220816
126;2;1274262.3458890507
127;2;1362000.2538987212
128;2;1471532.8030260624
129;2;1455310.0262119062
130;2;1546693.6013529794
131;2;1385939.257780712
132;2;1560793.5733162956
133;2;1226300.9173574324
134;2;1404643.7587562604
135;2;1531263.5611821197
136;2;1431754.6515318947
137;2;1388548.9632486945
138;2;1145525.7394748554
139;2;1409268.836395013
140;2;1436282.0176822133
141;2;1448295.8010260018
142;2;1503260.6773273498
143;2;1463012.6811697844
144;2;1412520.1820003851
145;2;1259926.577529204
146;2;1307390.436067535
147;2;1279865.6696340484
148;2;1466648.3951670686
149;2;1350728.7419025318
150;2;1272639.4778174637
151;2;1188319.436810413
152;2;1370866.5600404101
153;2;1542010.2587266646
154;2;1289715.613913118
155;2;1509282.7682976
156;2;1517149.5385574256
157;2;1395240.7906811587
158;2;1345786.0024912558
159;2;1406771.6553807547
160;2;1419570.1638881683
161;2;1447163.506184927
162;2;1456360.3197056558
163;2;1300639.9254029922
164;2;1420588.7338029142
165;2;1346001.534886574
166;2;1132820.1052067156
167;2;1302334.7791012307
168;2;1514037.2347812837
1;3;1222966.747173775
2;3;1352862.0842582525
3;3;1534536.253710056
4;3;1292052.787910634
5;3;1406554.5082022257
6;3;1292058.9698866073
7;3;1245645.7117367995
8;3;1279575.2458992556
9;3;1367215.0880727186
10;3;1416088.4218501009
11;3;1230619.7395359762
12;3;1104834.192242297
13;3;1363295.3405869822
14;3;1340021.687411133
15;3;1425291.0807590536
16;3;1496187.0963136142
17;3;1295330.1648798743
18;3;1403277.5733976676
19;3;1273478.161971364
20;3;1308602.9258374348
21;3;1461932.2582472675
22;3;1171645.2005967884
23;3;1338555.062875466
24;3;1318935.8178124842
25;3;1292715.9083332052
26;3;1327464.9192522052
27;3;1474311.8239519119
28;3;1212552.9051905028
29;3;1460509.183884666
30;3;1211807.6552028367
31;3;1436316.4962985867
32;3;1156296.525911756
33;3;1178723.2071650245
34;3;1192919.1490173233
35;3;1321718.7963374904
36;3;1293190.2756762526
