t;r;value
1;1;313888.55535248097
2;1;403022.6441914871
3;1;392617.7127915831
4;1;387786.2908276402
5;1;391030.2139878091
6;1;443754.6612471371
7;1;295968.9705785713
8;1;422872.7167346208
9;1;475056.0722973299
10;1;399182.6828861618
11;1;359545.8070905751
12;1;413457.53989131644
13;1;521146.88265489996
14;1;427374.7619083296
15;1;408571.9010489236
16;1;515698.78648940084
17;1;434725.1198647595
18;1;418423.26627802127
19;1;432531.0011237033
20;1;464744.0832680148
21;1;436666.56799152464
22;1;403056.3969092279
23;1;404491.61804205866
24;1;439751.52965910034
25;1;335796.61784706655
26;1;442718.62627042824
27;1;366346.1235392027
28;1;460599.0505042793
29;1;389831.7644512359
30;1;442754.7449532695
31;1;474917.153082523
32;1;360688.69015165063
33;1;393263.53889637825
34;1;509784.95244756073
35;1;451123.7157497965
36;1;496657.1156766244
37;1;396635.58858574415
38;1;447766.6748088636
39;1;438833.8430364088
40;1;447617.7096498328
41;1;399695.83231320494
42;1;455026.2607428832
43;1;400404.2536563859
44;1;424686.23218891403
45;1;478367.6629233694
46;1;479261.7444679947
47;1;387354.32868865866
48;1;430348.2219786778
49;1;368691.41805605445
50;1;481813.88333973126
51;1;383105.9777585794
52;1;427455.00084095384
53;1;440461.5082101366
54;1;411323.73284606735
55;1;443325.5183170822
56;1;454842.3864462161
57;1;401468.1877503575
58;1;449743.25120029086
59;1;415275.4306025738
60;1;416771.31614057504
61;1;439759.9642085759
62;1;354421.7467320088
63;1;457390.3679994652
64;1;433764.49171045626
65;1;468369.98779541417
66;1;390902.6667403154
67;1;411157.88294265483
68;1;472372.3896557713
69;1;384287.81258858123
70;1;461254.2344450002
71;1;351894.6590531273
72;1;403938.34172425553
73;1;414887.2196387538
74;1;439123.7987764923
75;1;462216.68391440593
76;1;403851.5751769142
77;1;466680.967491953
78;1;443508.297572685
79;1;384113.2939343202
80;1;511502.8399325574
81;1;458098.2702486613
82;1;372548.22883517365
83;1;417382.78274130204
84;1;439280.2334512961
85;1;371481.93061102
86;1;387472.7614905007
87;1;437097.02507470106
88;1;393169.0822759916
89;1;383810.8975080414
90;1;425285.11295069085
91;1;435657.79407696484
92;1;514133.2362678856
93;1;467197.5741552939
94;1;431137.9988078269
95;1;508492.7412625471
96;1;420834.53896360163
97;1;459054.49004921556
98;1;446028.3005855769
99;1;414322.1093591127
100;1;386174.52169409755
101;1;422383.01703300694
102;1;458704.65653713327
103;1;429674.4322834689
104;1;450575.711515992
105;1;427370.5893234722
106;1;389167.73052772286
107;1;430273.8448437339
108;1;380840.5278508851
109;1;453657.684020304
110;1;394067.1757314345
111;1;428478.41145067377
112;1;307766.2240183904
113;1;478891.5974688874
114;1;421407.1737254048
115;1;408774.86294141266
