f;t;r;value
Entero;1;1;0.0
Medio Pollo;1;1;2.0
Medio Pollo Superior;1;1;56.877538576903106
Medio Pollo Inferior;1;1;16.0
Cuarto de Pollo Superior;1;1;125.16775044220742
Muslo Entero;1;1;140.7814003381214
Pechuga Completa;1;1;295.35591159289515
Ala Completa;1;1;173.5195659109185
Media Pechuga;1;1;208.32046423423787
Blanqueta;1;1;0.0
Alón;1;1;0.0
Punta;1;1;0.0
Jamoncito;1;1;32.0
Medio Muslo;1;1;403.4114167732615
Entero;2;1;0.0
Medio Pollo;2;1;2.0
Medio Pollo Superior;2;1;14.0
Medio Pollo Inferior;2;1;88.08162944653202
Cuarto de Pollo Superior;2;1;52.963514293490846
Muslo Entero;2;1;267.469557247735
Pechuga Completa;2;1;325.3197850728359
Ala Completa;2;1;292.02118810110403
Media Pechuga;2;1;608.7176144866319
Blanqueta;2;1;0.0
Alón;2;1;0.0
Punta;2;1;0.0
Jamoncito;2;1;32.0
Medio Muslo;2;1;49.73141453586811
Entero;3;1;0.0
Medio Pollo;3;1;2.0
Medio Pollo Superior;3;1;14.0
Medio Pollo Inferior;3;1;28.519411896191798
Cuarto de Pollo Superior;3;1;200.4950921984755
Muslo Entero;3;1;195.6346611448668
Pechuga Completa;3;1;632.5909944145214
Ala Completa;3;1;286.82861470245746
Media Pechuga;3;1;717.9546757587573
Blanqueta;3;1;0.0
Alón;3;1;0.0
Punta;3;1;0.0
Jamoncito;3;1;32.0
Medio Muslo;3;1;42.0
Entero;4;1;0.0
Medio Pollo;4;1;4.830716797839423
Medio Pollo Superior;4;1;14.0
Medio Pollo Inferior;4;1;16.0
Cuarto de Pollo Superior;4;1;75.62107936072954
Muslo Entero;4;1;182.94900532561962
Pechuga Completa;4;1;665.2952745566035
Ala Completa;4;1;384.54129173006766
Media Pechuga;4;1;821.7105178542652
Blanqueta;4;1;0.0
Alón;4;1;0.0
Punta;4;1;0.0
Jamoncito;4;1;32.0
Medio Muslo;4;1;384.9629771880708
Entero;5;1;0.0
Medio Pollo;5;1;8.925732166088487
Medio Pollo Superior;5;1;14.0
Medio Pollo Inferior;5;1;16.0
Cuarto de Pollo Superior;5;1;32.0
Muslo Entero;5;1;200.0129531437833
Pechuga Completa;5;1;775.3319261069867
Ala Completa;5;1;519.0282940158506
Media Pechuga;5;1;1133.613521515777
Blanqueta;5;1;0.0
Alón;5;1;0.0
Punta;5;1;0.0
Jamoncito;5;1;81.34905104311315
Medio Muslo;5;1;194.24544399001786
Entero;6;1;0.0
Medio Pollo;6;1;6.573126475860139
Medio Pollo Superior;6;1;72.58815139763587
Medio Pollo Inferior;6;1;26.880267425803027
Cuarto de Pollo Superior;6;1;32.0
Muslo Entero;6;1;342.303312032194
Pechuga Completa;6;1;527.649886884451
Ala Completa;6;1;584.6040738176716
Media Pechuga;6;1;1078.8012518994358
Blanqueta;6;1;0.0
Alón;6;1;0.0
Punta;6;1;0.0
Jamoncito;6;1;57.72603284347599
Medio Muslo;6;1;95.49173245119084
Entero;7;1;0.0
Medio Pollo;7;1;8.433326865370777
Medio Pollo Superior;7;1;15.069717563093121
Medio Pollo Inferior;7;1;39.38120391166285
Cuarto de Pollo Superior;7;1;54.89747311623165
Muslo Entero;7;1;486.97893785374043
Pechuga Completa;7;1;779.0638313579088
Ala Completa;7;1;739.52802479044
Media Pechuga;7;1;1483.1499396710565
Blanqueta;7;1;0.0
Alón;7;1;0.0
Punta;7;1;0.0
Jamoncito;7;1;225.9063713826191
Medio Muslo;7;1;382.11841835407324
Entero;8;1;0.0
Medio Pollo;8;1;94.35689941209033
Medio Pollo Superior;8;1;270.5817135564271
Medio Pollo Inferior;8;1;67.66264180080103
Cuarto de Pollo Superior;8;1;157.11294320883866
Muslo Entero;8;1;543.5887536358252
Pechuga Completa;8;1;415.42848716683784
Ala Completa;8;1;488.5879483546378
Media Pechuga;8;1;2048.6708571108416
Blanqueta;8;1;0.0
Alón;8;1;0.0
Punta;8;1;0.0
Jamoncito;8;1;137.83306279522122
Medio Muslo;8;1;42.0
Entero;9;1;0.0
Medio Pollo;9;1;8.469591933764562
Medio Pollo Superior;9;1;101.2143360029867
Medio Pollo Inferior;9;1;183.3333793392903
Cuarto de Pollo Superior;9;1;176.66098671657318
Muslo Entero;9;1;678.5905914284474
Pechuga Completa;9;1;1050.9048009875141
Ala Completa;9;1;445.18670394216036
Media Pechuga;9;1;841.6492544858501
Blanqueta;9;1;0.0
Alón;9;1;0.0
Punta;9;1;0.0
Jamoncito;9;1;190.39235440208
Medio Muslo;9;1;42.0
Entero;10;1;0.0
Medio Pollo;10;1;188.8963100306936
Medio Pollo Superior;10;1;306.0665762033807
Medio Pollo Inferior;10;1;215.52245022228658
Cuarto de Pollo Superior;10;1;284.4254712116296
Muslo Entero;10;1;617.964022053404
Pechuga Completa;10;1;475.0142312463396
Ala Completa;10;1;445.82446728444495
Media Pechuga;10;1;1058.6189087652742
Blanqueta;10;1;0.0
Alón;10;1;0.0
Punta;10;1;0.0
Jamoncito;10;1;273.0934919372368
Medio Muslo;10;1;109.4394274645581
Entero;11;1;0.0
Medio Pollo;11;1;101.24685434328104
Medio Pollo Superior;11;1;46.99742888968484
Medio Pollo Inferior;11;1;257.0665132965064
Cuarto de Pollo Superior;11;1;411.5937515874761
Muslo Entero;11;1;568.6045487134711
Pechuga Completa;11;1;760.6853760253452
Ala Completa;11;1;446.105304704069
Media Pechuga;11;1;1401.7572003483256
Blanqueta;11;1;0.0
Alón;11;1;0.0
Punta;11;1;0.0
Jamoncito;11;1;405.8589794829257
Medio Muslo;11;1;252.18361499104878
Entero;12;1;0.0
Medio Pollo;12;1;52.348572542359335
Medio Pollo Superior;12;1;106.6328128726571
Medio Pollo Inferior;12;1;331.54422414305907
Cuarto de Pollo Superior;12;1;204.35903483414285
Muslo Entero;12;1;640.9303913061906
Pechuga Completa;12;1;1174.305710157706
Ala Completa;12;1;467.6520946897583
