t;r;value
1;1;977992.3438193381
2;1;1208001.3642667043
3;1;1176231.7952624294
4;1;1169912.9646234524
5;1;1161981.0982659815
6;1;1280364.0506500478
7;1;969510.1688778644
8;1;1119633.5697656665
9;1;1236710.7715645889
10;1;1141989.70531738
11;1;1017336.3662980393
12;1;1091219.8117160294
13;1;1284664.3776522232
14;1;1122263.9013882084
15;1;1143383.3413494003
16;1;1373568.2239725383
17;1;1190591.41130518
18;1;1221104.3188216568
19;1;1169864.3158003662
20;1;1247592.433462
21;1;1221732.712469822
22;1;1176200.3767924262
23;1;1232583.510637443
24;1;1205359.447339268
25;1;1041296.9313622292
26;1;1292968.2049990264
27;1;1122954.5932479945
28;1;1323365.5067461818
29;1;1247562.3297652737
30;1;1276268.0102695203
31;1;1362354.117594642
32;1;1064707.4370628584
33;1;1066015.7920893894
34;1;1402913.3708615832
35;1;1248974.968930475
36;1;1399899.2699785868
37;1;1241049.538430121
38;1;1299973.32497341
39;1;1232120.8193854198
40;1;1266846.6537096617
41;1;1197541.7342369873
42;1;1368920.057855021
43;1;1161428.3100429084
44;1;1163344.61286186
45;1;1395451.992227031
46;1;1384583.8096323765
47;1;1279099.4750559228
48;1;1291431.0043251794
49;1;1192919.0836237047
50;1;1345027.6130013824
51;1;1151803.5676878337
52;1;1191642.98870005
53;1;1401933.3841857007
54;1;1212836.1385046027
55;1;1312226.5485803266
56;1;1286451.9103870476
57;1;1124880.5754547522
58;1;1287611.1723208325
59;1;1239594.3785681033
60;1;1269549.8535435835
61;1;1297224.7960889745
62;1;1093470.8525198246
63;1;1215316.6715664214
64;1;1268411.5485817166
65;1;1326310.7698150466
66;1;1152013.4216522567
67;1;1172993.484374139
68;1;1387472.2859728183
69;1;1114938.5905166036
70;1;1386291.4077043952
71;1;1036795.6196699874
72;1;1143931.2342301838
73;1;1152491.3801149395
74;1;1300641.3445402072
75;1;1273780.7985582848
76;1;1189576.8603597728
77;1;1393151.2282776134
78;1;1249020.5295954987
79;1;1136286.3599360052
80;1;1352176.2845047866
81;1;1192636.8680433445
82;1;1090780.1201911757
83;1;1270454.9331555464
84;1;1349817.2081977508
85;1;1142680.2639110833
86;1;1218008.028574722
87;1;1218272.8325212253
88;1;1161636.6240393242
89;1;1189406.4292443148
90;1;1154144.6395878817
91;1;1209789.9322166918
92;1;1379993.0397519567
93;1;1371647.8109756073
94;1;1263636.0977065403
95;1;1436103.1843256985
96;1;1239990.2879529665
97;1;1321108.183712143
98;1;1114638.3818484775
99;1;1250024.3039696305
100;1;1074481.931869185
101;1;1319152.6802514812
102;1;1450711.1172279732
103;1;1344078.39494669
104;1;1390598.747007281
105;1;1356519.4627415813
106;1;1253532.3848630358
107;1;1197029.1968567113
108;1;1237641.6211629417
109;1;1255109.2064259583
110;1;1235274.6632356541
111;1;1253696.3907282571
112;1;958712.8325598073
113;1;1354907.465727527
114;1;1125288.444024086
115;1;1188364.4139494419
116;1;1211470.0830243202
117;1;1088643.7050307705
118;1;1388323.0978088537
119;1;1108620.002269644
120;1;1120528.1512345027
121;1;1300842.298077707
122;1;1445957.2892609523
123;1;1074517.6778869992
124;1;1254978.6657076457
125;1;1463013.0138091627
126;1;1051864.553815348
127;1;1286200.9071133072
128;1;1272151.7204292943
129;1;960770.2658007157
130;1;1389968.4297205973
131;1;1324251.3760898525
132;1;983234.8853669446
133;1;1294004.8105126908
134;1;1419648.0520296514
135;1;1236120.1938102613
136;1;1046102.7313601822
137;1;1391803.8228715234
138;1;1252978.8902248398
139;1;1308318.111011221
140;1;1111496.8485175162
141;1;1225245.1585140969
142;1;1289531.8857120275
143;1;1180577.5620832064
144;1;1165201.2747449626
145;1;1165952.567515692
146;1;1289192.7781932356
147;1;1431770.6562860054
148;1;1247320.2882642555
149;1;1282360.6919224875
150;1;1157961.5693715115
151;1;1215172.3216906313
152;1;1433325.397254913
153;1;1062081.642436364
154;1;1258477.4309415878
155;1;1188006.1090769246
156;1;1266648.25826598
157;1;1326746.9796132066
158;1;1386465.160604078
159;1;1286253.2546836783
160;1;1258959.5424554436
161;1;1462692.5866023542
162;1;1342623.3550533885
163;1;1294714.06035562
164;1;1175479.8215363796
165;1;1331039.6351601882
166;1;1274568.4258848361
167;1;1292822.262423209
168;1;1222257.966775224
1;2;1073282.0754295734
2;2;1278451.2300724685
3;2;1158266.2956954583
4;2;1074828.5549039645
5;2;1037662.0181128152
6;2;1222822.372100294
7;2;1241821.271368178
8;2;1198313.2319811257
9;2;1160739.5093205604
10;2;1105006.7078213515
11;2;1344459.9024340487
12;2;1087573.6479488942
13;2;1083914.3880146802
14;2;1361080.1492692842
15;2;1161565.4880162675
16;2;1329789.5828034559
17;2;1386878.1368739794
18;2;1203497.926434616
19;2;1149158.9274071818
20;2;1358666.076156318
21;2;1165427.077547179
22;2;1297264.546553349
23;2;1234452.6811148645
24;2;1222379.6186852078
25;2;1148645.036587901
26;2;1231218.5600740495
27;2;1462031.9565490559
28;2;1168941.137983123
29;2;1117664.0218090522
30;2;1223806.3037562822
31;2;1448551.8983404539
32;2;1130903.9570801856
33;2;1310477.3766161606
34;2;1227893.166700233
35;2;1384785.3034587167
36;2;1223377.5917209506
37;2;1167421.9249126767
38;2;1272315.585725433
39;2;1250990.7155759213
40;2;1331881.792386154
41;2;1154936.7700453834
42;2;1212280.6153938158
43;2;1366613.9809284955
44;2;1153167.7767989386
45;2;1181983.318646793
46;2;1224650.617654218
47;2;1103713.038098599
48;2;1405613.2999179887
49;2;1272934.433248559
50;2;1135843.1713787143
51;2;1115294.0594886197
52;2;1188350.0292077907
53;2;1340105.8550759207
54;2;1306497.0098329165
55;2;1123753.9931531828
56;2;1349471.4799343098
57;2;1275058.297975305
58;2;1289931.9996286766
59;2;1136136.1124788565
60;2;1118046.255886047
61;2;1110763.7440846753
62;2;1324007.7861872672
63;2;1180679.51398411
64;2;1155109.0667105953
65;2;1257745.2585166525
66;2;1384282.0684636023
67;2;1182731.531948413
68;2;1213360.615885307
69;2;1185424.339973063
70;2;1361060.8287096517
71;2;1171416.7665984847
72;2;1231800.6871999325
73;2;1251885.8436324836
74;2;986040.2541078953
75;2;1348396.106462086
76;2;1273117.1162348876
77;2;1174071.0873771333
78;2;1242655.2811488826
79;2;1157979.0033644645
80;2;1150854.716170988
81;2;1294033.5372126694
82;2;1291164.2851026768
83;2;1378800.1348329661
84;2;1209803.9368479457
85;2;1351811.6826753048
86;2;1266284.332219298
87;2;1040242.814060109
88;2;1245677.4798456172
89;2;1248509.8660361813
90;2;1194393.666401072
91;2;1179538.530637312
92;2;1193476.2179920687
93;2;1285493.3301733576
94;2;1237716.374696522
95;2;1463727.0339131155
96;2;1172509.002214683
97;2;1378967.7572595817
98;2;1204272.2346951067
99;2;1272854.913761455
100;2;1215042.2865924574
101;2;1184866.6701895953
102;2;1160458.1979259315
103;2;1319966.7950093937
104;2;1078063.0041776048
105;2;1114197.331045937
106;2;1143279.096837764
107;2;1284363.9857051324
108;2;1174646.659205841
109;2;1257928.699484178
110;2;1328848.7156572496
111;2;1368762.796110966
112;2;1211474.399818113
113;2;1169056.68116473
114;2;1184371.3331298123
115;2;1196438.5127230997
116;2;1148298.4319127968
117;2;1275052.205677998
118;2;1228310.316626662
119;2;1017128.4359083378
120;2;1319566.652593074
121;2;1284929.6330081746
122;2;1278403.3934342465
123;2;1297169.6702720474
124;2;1124919.6794880258
125;2;1400003.5379750936
126;2;1156344.2836899068
127;2;1185186.6366438714
128;2;1303654.549372788
129;2;1267447.1558210088
130;2;1370766.1830230604
131;2;1245680.2051593596
132;2;1375828.6391644788
133;2;1083203.590828185
134;2;1263195.04750576
135;2;1442129.0340087835
136;2;1316335.9858054884
137;2;1296339.816937871
138;2;1084436.3177870803
139;2;1361751.8435921357
140;2;1311377.0076055494
141;2;1190685.794481033
142;2;1291501.130928107
143;2;1321678.3732509455
144;2;1289712.2488725157
145;2;1131068.0569711654
146;2;1225950.1076430394
