t;r;value
1;1;805219.1168387658
2;1;1000114.7309466712
3;1;977540.8224384517
4;1;968562.5760402944
5;1;959587.2112834723
6;1;1066859.156639233
7;1;797934.128799506
8;1;929748.1201556565
9;1;1030103.0338156925
10;1;937958.0816401549
11;1;838186.0895717167
12;1;906600.2238636338
13;1;1077706.403639203
14;1;933163.9212003301
15;1;989372.810337522
16;1;1169384.1925943203
17;1;1084091.7324706805
18;1;1036141.5133743898
19;1;956084.7536608533
20;1;1057608.5948536894
21;1;1036106.9940605572
22;1;1015631.8412361975
23;1;1059518.9811860973
24;1;1095452.2220438484
25;1;898601.5754813801
26;1;1081922.469924329
27;1;942288.7436383122
28;1;1134569.0460820862
29;1;1013606.5144661104
30;1;1082528.1479494078
31;1;1212131.2022454473
32;1;917912.9210296923
33;1;894497.8985444541
34;1;1175350.6725761385
35;1;1058245.1401134785
36;1;1158088.338484612
37;1;1018508.5041960169
38;1;1102785.6317785992
39;1;1025388.5922543862
40;1;1123840.0552816472
41;1;993790.4646391679
42;1;1104853.7060672725
43;1;990303.0554234597
44;1;959993.2066576285
45;1;1117867.1650097596
46;1;1177076.817301593
47;1;1019899.8428803022
48;1;1067460.2313477078
49;1;948860.7964244155
50;1;1090504.2578277388
51;1;895673.3823028534
52;1;1023295.1432134095
53;1;1131303.123040041
54;1;989274.789007908
55;1;1089703.5055220905
56;1;1048502.5984730189
57;1;948570.522296743
58;1;1100338.6296106146
59;1;1088090.2103204157
60;1;1019053.6805929595
61;1;1061506.1274250704
62;1;888654.4163143234
63;1;1088963.5685866622
64;1;1008101.4082240472
65;1;1058621.3491405987
66;1;977254.9229286829
67;1;992895.7994954607
68;1;1126439.1763430731
69;1;960966.5179697239
70;1;1124855.1580457978
71;1;884240.7266881452
72;1;977209.2973984191
73;1;954851.7231289868
74;1;1075738.354752804
75;1;1103964.7862478576
76;1;922276.1597486633
77;1;1170657.9324576226
78;1;1055660.0459182714
79;1;935863.0393100131
