f;n;t;u;r;value
Medio Pollo;8;55;59;4;0.0
Medio Pollo;8;55;60;4;0.0
Medio Pollo;8;55;61;4;0.0
Medio Pollo Superior;8;55;56;4;0.0
Medio Pollo Superior;8;55;57;4;0.0
Medio Pollo Superior;8;55;58;4;0.0
Medio Pollo Superior;8;55;59;4;0.0
Medio Pollo Superior;8;55;60;4;0.0
Medio Pollo Superior;8;55;61;4;0.0
Medio Pollo Inferior;8;55;56;4;0.0
Medio Pollo Inferior;8;55;57;4;0.0
Medio Pollo Inferior;8;55;58;4;0.0
Medio Pollo Inferior;8;55;59;4;0.0
Medio Pollo Inferior;8;55;60;4;0.0
Medio Pollo Inferior;8;55;61;4;0.0
Cuarto de Pollo Superior;8;55;56;4;0.0
Cuarto de Pollo Superior;8;55;57;4;0.0
Cuarto de Pollo Superior;8;55;58;4;0.0
Cuarto de Pollo Superior;8;55;59;4;0.0
Cuarto de Pollo Superior;8;55;60;4;0.0
Cuarto de Pollo Superior;8;55;61;4;0.0
Muslo Entero;8;55;56;4;0.0
Muslo Entero;8;55;57;4;0.0
Muslo Entero;8;55;58;4;0.0
Muslo Entero;8;55;59;4;0.0
Muslo Entero;8;55;60;4;0.0
Muslo Entero;8;55;61;4;0.0
Pechuga Completa;8;55;56;4;8.659510463566221
Pechuga Completa;8;55;57;4;0.0
Pechuga Completa;8;55;58;4;0.0
Pechuga Completa;8;55;59;4;0.0
Pechuga Completa;8;55;60;4;0.0
Pechuga Completa;8;55;61;4;0.0
Ala Completa;8;55;56;4;0.0
Ala Completa;8;55;57;4;0.0
Ala Completa;8;55;58;4;0.0
Ala Completa;8;55;59;4;0.0
Ala Completa;8;55;60;4;0.0
Ala Completa;8;55;61;4;0.0
Media Pechuga;8;55;56;4;0.0
Media Pechuga;8;55;57;4;0.0
Media Pechuga;8;55;58;4;0.19149346780886844
Media Pechuga;8;55;59;4;0.0
Media Pechuga;8;55;60;4;0.0
Media Pechuga;8;55;61;4;0.0
Blanqueta;8;55;56;4;0.0
Blanqueta;8;55;57;4;0.0
Blanqueta;8;55;58;4;0.0
Blanqueta;8;55;59;4;0.0
Blanqueta;8;55;60;4;0.0
Blanqueta;8;55;61;4;0.0
Alón;8;55;56;4;0.0
Alón;8;55;57;4;0.0
Alón;8;55;58;4;0.0
Alón;8;55;59;4;0.0
Alón;8;55;60;4;0.0
Alón;8;55;61;4;0.0
Punta;8;55;56;4;0.0
Punta;8;55;57;4;0.0
Punta;8;55;58;4;0.0
Punta;8;55;59;4;0.0
Punta;8;55;60;4;0.0
Punta;8;55;61;4;0.0
Jamoncito;8;55;56;4;0.0
Jamoncito;8;55;57;4;0.0
Jamoncito;8;55;58;4;0.0
Jamoncito;8;55;59;4;0.0
Jamoncito;8;55;60;4;0.0
Jamoncito;8;55;61;4;0.0
Medio Muslo;8;55;56;4;0.0
Medio Muslo;8;55;57;4;0.0
Medio Muslo;8;55;58;4;0.0
Medio Muslo;8;55;59;4;0.0
Medio Muslo;8;55;60;4;0.0
Medio Muslo;8;55;61;4;0.0
Entero;8;56;57;4;0.0
Entero;8;56;58;4;0.0
Entero;8;56;59;4;0.0
Entero;8;56;60;4;0.0
Entero;8;56;61;4;0.0
Entero;8;56;62;4;0.0
Medio Pollo;8;56;57;4;0.0
Medio Pollo;8;56;58;4;0.0
Medio Pollo;8;56;59;4;0.0
Medio Pollo;8;56;60;4;0.0
Medio Pollo;8;56;61;4;0.0
Medio Pollo;8;56;62;4;0.0
Medio Pollo Superior;8;56;57;4;0.0
Medio Pollo Superior;8;56;58;4;0.0
Medio Pollo Superior;8;56;59;4;0.0
Medio Pollo Superior;8;56;60;4;0.0
Medio Pollo Superior;8;56;61;4;0.0
Medio Pollo Superior;8;56;62;4;0.0
Medio Pollo Inferior;8;56;57;4;0.0
Medio Pollo Inferior;8;56;58;4;0.0
Medio Pollo Inferior;8;56;59;4;0.0
Medio Pollo Inferior;8;56;60;4;0.0
Medio Pollo Inferior;8;56;61;4;0.0
Medio Pollo Inferior;8;56;62;4;0.0
Cuarto de Pollo Superior;8;56;57;4;0.0
Cuarto de Pollo Superior;8;56;58;4;0.0
Cuarto de Pollo Superior;8;56;59;4;0.0
Cuarto de Pollo Superior;8;56;60;4;0.0
Cuarto de Pollo Superior;8;56;61;4;0.0
Cuarto de Pollo Superior;8;56;62;4;0.0
Muslo Entero;8;56;57;4;0.0
Muslo Entero;8;56;58;4;0.0
Muslo Entero;8;56;59;4;0.0
Muslo Entero;8;56;60;4;0.0
Muslo Entero;8;56;61;4;0.0
Muslo Entero;8;56;62;4;0.0
Pechuga Completa;8;56;57;4;0.0
Pechuga Completa;8;56;58;4;0.0
Pechuga Completa;8;56;59;4;0.0
Pechuga Completa;8;56;60;4;0.0
Pechuga Completa;8;56;61;4;0.0
Pechuga Completa;8;56;62;4;0.0
Ala Completa;8;56;57;4;0.0
Ala Completa;8;56;58;4;0.0
Ala Completa;8;56;59;4;0.0
Ala Completa;8;56;60;4;0.0
Ala Completa;8;56;61;4;0.0
Ala Completa;8;56;62;4;0.0
Media Pechuga;8;56;57;4;0.0
Media Pechuga;8;56;58;4;0.0
Media Pechuga;8;56;59;4;0.0
Media Pechuga;8;56;60;4;0.0
Media Pechuga;8;56;61;4;0.0
Media Pechuga;8;56;62;4;0.0
Blanqueta;8;56;57;4;0.0
Blanqueta;8;56;58;4;0.0
Blanqueta;8;56;59;4;0.0
Blanqueta;8;56;60;4;0.0
Blanqueta;8;56;61;4;0.0
Blanqueta;8;56;62;4;0.0
Alón;8;56;57;4;0.0
Alón;8;56;58;4;0.0
Alón;8;56;59;4;0.0
Alón;8;56;60;4;0.0
Alón;8;56;61;4;0.0
Alón;8;56;62;4;0.0
Punta;8;56;57;4;0.0
Punta;8;56;58;4;0.0
Punta;8;56;59;4;0.0
Punta;8;56;60;4;0.0
Punta;8;56;61;4;0.0
Punta;8;56;62;4;0.0
Jamoncito;8;56;57;4;0.0
Jamoncito;8;56;58;4;0.0
Jamoncito;8;56;59;4;0.0
Jamoncito;8;56;60;4;0.0
Jamoncito;8;56;61;4;0.0
Jamoncito;8;56;62;4;0.0
Medio Muslo;8;56;57;4;0.0
Medio Muslo;8;56;58;4;0.0
Medio Muslo;8;56;59;4;0.0
Medio Muslo;8;56;60;4;0.0
Medio Muslo;8;56;61;4;0.0
Medio Muslo;8;56;62;4;0.0
Entero;9;57;58;4;0.0
Entero;9;57;59;4;0.0
Entero;9;57;60;4;0.0
Entero;9;57;61;4;0.0
Entero;9;57;62;4;0.0
Entero;9;57;63;4;0.0
Medio Pollo;9;57;58;4;0.0
Medio Pollo;9;57;59;4;0.0
Medio Pollo;9;57;60;4;0.0
Medio Pollo;9;57;61;4;0.0
Medio Pollo;9;57;62;4;0.0
Medio Pollo;9;57;63;4;0.13989152104704772
Medio Pollo Superior;9;57;58;4;0.0
Medio Pollo Superior;9;57;59;4;0.0
Medio Pollo Superior;9;57;60;4;0.0
Medio Pollo Superior;9;57;61;4;0.0
Medio Pollo Superior;9;57;62;4;0.0
Medio Pollo Superior;9;57;63;4;584.5050134635358
Medio Pollo Inferior;9;57;58;4;0.0
Medio Pollo Inferior;9;57;59;4;0.0
Medio Pollo Inferior;9;57;60;4;0.0
Medio Pollo Inferior;9;57;61;4;0.0
Medio Pollo Inferior;9;57;62;4;15.085715244045247
Medio Pollo Inferior;9;57;63;4;0.04512598676546986
Cuarto de Pollo Superior;9;57;58;4;0.0
Cuarto de Pollo Superior;9;57;59;4;0.0
Cuarto de Pollo Superior;9;57;60;4;0.0
Cuarto de Pollo Superior;9;57;61;4;0.0
Cuarto de Pollo Superior;9;57;62;4;0.0
Cuarto de Pollo Superior;9;57;63;4;0.0
Muslo Entero;9;57;58;4;0.0
Muslo Entero;9;57;59;4;0.0
Muslo Entero;9;57;60;4;0.0
Muslo Entero;9;57;61;4;0.0
Muslo Entero;9;57;62;4;168.95533035626732
Muslo Entero;9;57;63;4;0.0
Pechuga Completa;9;57;58;4;0.0
Pechuga Completa;9;57;59;4;0.0
Pechuga Completa;9;57;60;4;0.0
Pechuga Completa;9;57;61;4;11.804513102857527
Pechuga Completa;9;57;62;4;0.0
Pechuga Completa;9;57;63;4;0.0
Ala Completa;9;57;58;4;0.0
Ala Completa;9;57;59;4;0.0
Ala Completa;9;57;60;4;0.0
Ala Completa;9;57;61;4;0.0
Ala Completa;9;57;62;4;25.675109571970097
Ala Completa;9;57;63;4;0.013675567379948461
Media Pechuga;9;57;58;4;0.0
Media Pechuga;9;57;59;4;0.0
Media Pechuga;9;57;60;4;0.0
Media Pechuga;9;57;61;4;0.0
Media Pechuga;9;57;62;4;0.0
Media Pechuga;9;57;63;4;578.7607034783191
Blanqueta;9;57;58;4;0.0
Blanqueta;9;57;59;4;0.0
Blanqueta;9;57;60;4;0.0
Blanqueta;9;57;61;4;0.0
Blanqueta;9;57;62;4;0.0
Blanqueta;9;57;63;4;0.0
Alón;9;57;58;4;0.0
Alón;9;57;59;4;0.0
Alón;9;57;60;4;0.0
Alón;9;57;61;4;0.0
Alón;9;57;62;4;0.0
Alón;9;57;63;4;0.0
Punta;9;57;58;4;0.0
Punta;9;57;59;4;0.0
Punta;9;57;60;4;0.0
Punta;9;57;61;4;0.0
Punta;9;57;62;4;0.0
Punta;9;57;63;4;0.0
Jamoncito;9;57;58;4;0.0
Jamoncito;9;57;59;4;0.0
Jamoncito;9;57;60;4;0.0
Jamoncito;9;57;61;4;0.0
Jamoncito;9;57;62;4;30.52180981027368
Jamoncito;9;57;63;4;0.0
Medio Muslo;9;57;58;4;0.0
Medio Muslo;9;57;59;4;0.0
Medio Muslo;9;57;60;4;0.0
Medio Muslo;9;57;61;4;0.0
Medio Muslo;9;57;62;4;0.0
Medio Muslo;9;57;63;4;0.0
Entero;9;58;59;4;0.0
Entero;9;58;60;4;0.0
Entero;9;58;61;4;0.0
Entero;9;58;62;4;0.0
Entero;9;58;63;4;0.0
Entero;9;58;64;4;0.0
Medio Pollo;9;58;59;4;0.0
Medio Pollo;9;58;60;4;0.0
Medio Pollo;9;58;61;4;0.0
Medio Pollo;9;58;62;4;0.0
Medio Pollo;9;58;63;4;0.0
Medio Pollo;9;58;64;4;0.062153778915671865
Medio Pollo Superior;9;58;59;4;0.0
Medio Pollo Superior;9;58;60;4;0.0
Medio Pollo Superior;9;58;61;4;0.0
Medio Pollo Superior;9;58;62;4;0.0
Medio Pollo Superior;9;58;63;4;273.75219684542753
Medio Pollo Superior;9;58;64;4;0.0
Medio Pollo Inferior;9;58;59;4;0.0
Medio Pollo Inferior;9;58;60;4;0.0
Medio Pollo Inferior;9;58;61;4;0.0
Medio Pollo Inferior;9;58;62;4;0.0
Medio Pollo Inferior;9;58;63;4;0.0
Medio Pollo Inferior;9;58;64;4;0.0
Cuarto de Pollo Superior;9;58;59;4;0.0
Cuarto de Pollo Superior;9;58;60;4;0.0
Cuarto de Pollo Superior;9;58;61;4;0.0
Cuarto de Pollo Superior;9;58;62;4;0.0
Cuarto de Pollo Superior;9;58;63;4;0.0
Cuarto de Pollo Superior;9;58;64;4;0.0
Muslo Entero;9;58;59;4;0.0
Muslo Entero;9;58;60;4;0.0
Muslo Entero;9;58;61;4;0.0
Muslo Entero;9;58;62;4;0.0
Muslo Entero;9;58;63;4;0.0
Muslo Entero;9;58;64;4;40.93833341553727
Pechuga Completa;9;58;59;4;0.0
Pechuga Completa;9;58;60;4;0.0
Pechuga Completa;9;58;61;4;11.804513102857527
Pechuga Completa;9;58;62;4;0.0
Pechuga Completa;9;58;63;4;0.0
Pechuga Completa;9;58;64;4;417.3649179476523
Ala Completa;9;58;59;4;0.0
Ala Completa;9;58;60;4;0.0
Ala Completa;9;58;61;4;0.0
Ala Completa;9;58;62;4;0.0
Ala Completa;9;58;63;4;0.013675567379948461
Ala Completa;9;58;64;4;0.0
Media Pechuga;9;58;59;4;0.0
Media Pechuga;9;58;60;4;0.0
Media Pechuga;9;58;61;4;0.0
Media Pechuga;9;58;62;4;0.0
Media Pechuga;9;58;63;4;0.09882394654365449
Media Pechuga;9;58;64;4;0.0
Blanqueta;9;58;59;4;0.0
Blanqueta;9;58;60;4;0.0
Blanqueta;9;58;61;4;0.0
Blanqueta;9;58;62;4;0.0
Blanqueta;9;58;63;4;0.0
Blanqueta;9;58;64;4;0.0
Alón;9;58;59;4;0.0
Alón;9;58;60;4;0.0
Alón;9;58;61;4;0.0
Alón;9;58;62;4;0.0
Alón;9;58;63;4;0.0
Alón;9;58;64;4;0.0
Punta;9;58;59;4;0.0
Punta;9;58;60;4;0.0
Punta;9;58;61;4;0.0
Punta;9;58;62;4;0.0
Punta;9;58;63;4;0.0
Punta;9;58;64;4;0.0
Jamoncito;9;58;59;4;0.0
Jamoncito;9;58;60;4;0.0
Jamoncito;9;58;61;4;0.0
Jamoncito;9;58;62;4;9.84362637537788
Jamoncito;9;58;63;4;0.0
Jamoncito;9;58;64;4;0.0
Medio Muslo;9;58;59;4;0.0
Medio Muslo;9;58;60;4;0.0
Medio Muslo;9;58;61;4;0.0
Medio Muslo;9;58;62;4;0.0
Medio Muslo;9;58;63;4;0.0
Medio Muslo;9;58;64;4;0.0
Entero;9;59;60;4;0.0
Entero;9;59;61;4;0.0
Entero;9;59;62;4;0.0
Entero;9;59;63;4;0.0
Entero;9;59;64;4;0.0
Entero;9;59;65;4;0.0
Medio Pollo;9;59;60;4;0.0
Medio Pollo;9;59;61;4;0.0
Medio Pollo;9;59;62;4;0.0
Medio Pollo;9;59;63;4;0.0
Medio Pollo;9;59;64;4;0.0
Medio Pollo;9;59;65;4;0.0
Medio Pollo Superior;9;59;60;4;0.0
Medio Pollo Superior;9;59;61;4;0.0
Medio Pollo Superior;9;59;62;4;0.0
Medio Pollo Superior;9;59;63;4;0.0
Medio Pollo Superior;9;59;64;4;0.0
Medio Pollo Superior;9;59;65;4;0.0
Medio Pollo Inferior;9;59;60;4;0.0
Medio Pollo Inferior;9;59;61;4;0.0
Medio Pollo Inferior;9;59;62;4;0.0
Medio Pollo Inferior;9;59;63;4;0.0
Medio Pollo Inferior;9;59;64;4;0.0
Medio Pollo Inferior;9;59;65;4;0.0
Cuarto de Pollo Superior;9;59;60;4;0.0
Cuarto de Pollo Superior;9;59;61;4;0.0
Cuarto de Pollo Superior;9;59;62;4;0.0
Cuarto de Pollo Superior;9;59;63;4;0.0
Cuarto de Pollo Superior;9;59;64;4;0.0
Cuarto de Pollo Superior;9;59;65;4;18.87858075557824
Muslo Entero;9;59;60;4;0.0
Muslo Entero;9;59;61;4;0.0
Muslo Entero;9;59;62;4;0.0
Muslo Entero;9;59;63;4;0.0
Muslo Entero;9;59;64;4;0.0
Muslo Entero;9;59;65;4;0.0
Pechuga Completa;9;59;60;4;0.0
Pechuga Completa;9;59;61;4;0.0
Pechuga Completa;9;59;62;4;0.0
Pechuga Completa;9;59;63;4;0.0
Pechuga Completa;9;59;64;4;306.13918064953504
Pechuga Completa;9;59;65;4;0.0
Ala Completa;9;59;60;4;0.0
Ala Completa;9;59;61;4;0.0
Ala Completa;9;59;62;4;0.0
Ala Completa;9;59;63;4;0.0
Ala Completa;9;59;64;4;0.0
Ala Completa;9;59;65;4;1.6765536392094873
Media Pechuga;9;59;60;4;0.0
Media Pechuga;9;59;61;4;0.0
Media Pechuga;9;59;62;4;0.0
Media Pechuga;9;59;63;4;0.0
Media Pechuga;9;59;64;4;0.0
Media Pechuga;9;59;65;4;23.512781574758403
Blanqueta;9;59;60;4;0.0
Blanqueta;9;59;61;4;0.0
Blanqueta;9;59;62;4;0.0
Blanqueta;9;59;63;4;0.0
Blanqueta;9;59;64;4;0.0
Blanqueta;9;59;65;4;0.0
Alón;9;59;60;4;0.0
Alón;9;59;61;4;0.0
Alón;9;59;62;4;0.0
Alón;9;59;63;4;0.0
Alón;9;59;64;4;0.0
Alón;9;59;65;4;0.0
Punta;9;59;60;4;0.0
Punta;9;59;61;4;0.0
Punta;9;59;62;4;0.0
Punta;9;59;63;4;0.0
Punta;9;59;64;4;0.0
Punta;9;59;65;4;0.0
Jamoncito;9;59;60;4;0.0
Jamoncito;9;59;61;4;0.0
Jamoncito;9;59;62;4;0.0
Jamoncito;9;59;63;4;0.0
Jamoncito;9;59;64;4;0.0
Jamoncito;9;59;65;4;0.0
Medio Muslo;9;59;60;4;0.0
Medio Muslo;9;59;61;4;0.0
Medio Muslo;9;59;62;4;0.0
Medio Muslo;9;59;63;4;0.0
Medio Muslo;9;59;64;4;0.0
Medio Muslo;9;59;65;4;0.0
Entero;9;60;61;4;0.0
Entero;9;60;62;4;0.0
Entero;9;60;63;4;0.0
Entero;9;60;64;4;0.0
Entero;9;60;65;4;0.0
Entero;9;60;66;4;0.0
Medio Pollo;9;60;61;4;0.0
Medio Pollo;9;60;62;4;0.0
Medio Pollo;9;60;63;4;0.0
Medio Pollo;9;60;64;4;0.0
Medio Pollo;9;60;65;4;0.0
Medio Pollo;9;60;66;4;0.0
Medio Pollo Superior;9;60;61;4;0.0
Medio Pollo Superior;9;60;62;4;0.0
Medio Pollo Superior;9;60;63;4;0.0
Medio Pollo Superior;9;60;64;4;0.0
Medio Pollo Superior;9;60;65;4;0.0
Medio Pollo Superior;9;60;66;4;0.0
Medio Pollo Inferior;9;60;61;4;0.0
Medio Pollo Inferior;9;60;62;4;0.0
Medio Pollo Inferior;9;60;63;4;0.0
Medio Pollo Inferior;9;60;64;4;0.0
Medio Pollo Inferior;9;60;65;4;0.0
Medio Pollo Inferior;9;60;66;4;0.0
Cuarto de Pollo Superior;9;60;61;4;0.0
Cuarto de Pollo Superior;9;60;62;4;0.0
Cuarto de Pollo Superior;9;60;63;4;0.0
Cuarto de Pollo Superior;9;60;64;4;0.0
Cuarto de Pollo Superior;9;60;65;4;0.0
Cuarto de Pollo Superior;9;60;66;4;0.0
Muslo Entero;9;60;61;4;0.0
Muslo Entero;9;60;62;4;0.0
Muslo Entero;9;60;63;4;0.0
Muslo Entero;9;60;64;4;0.0
Muslo Entero;9;60;65;4;0.0
Muslo Entero;9;60;66;4;0.0
Pechuga Completa;9;60;61;4;0.0
Pechuga Completa;9;60;62;4;0.0
Pechuga Completa;9;60;63;4;0.0
Pechuga Completa;9;60;64;4;0.29440706122128074
Pechuga Completa;9;60;65;4;0.0
Pechuga Completa;9;60;66;4;0.0
Ala Completa;9;60;61;4;0.0
Ala Completa;9;60;62;4;0.0
Ala Completa;9;60;63;4;0.0
Ala Completa;9;60;64;4;0.0
Ala Completa;9;60;65;4;0.0
Ala Completa;9;60;66;4;0.0
Media Pechuga;9;60;61;4;0.0
Media Pechuga;9;60;62;4;0.0
Media Pechuga;9;60;63;4;0.0
Media Pechuga;9;60;64;4;0.0
Media Pechuga;9;60;65;4;23.512781574758403
Media Pechuga;9;60;66;4;114.52205285272301
Blanqueta;9;60;61;4;0.0
Blanqueta;9;60;62;4;0.0
Blanqueta;9;60;63;4;0.0
Blanqueta;9;60;64;4;0.0
Blanqueta;9;60;65;4;0.0
Blanqueta;9;60;66;4;0.0
Alón;9;60;61;4;0.0
Alón;9;60;62;4;0.0
Alón;9;60;63;4;0.0
Alón;9;60;64;4;0.0
Alón;9;60;65;4;0.0
Alón;9;60;66;4;0.0
Punta;9;60;61;4;0.0
Punta;9;60;62;4;0.0
Punta;9;60;63;4;0.0
Punta;9;60;64;4;0.0
Punta;9;60;65;4;0.0
Punta;9;60;66;4;0.0
Jamoncito;9;60;61;4;0.0
Jamoncito;9;60;62;4;0.0
Jamoncito;9;60;63;4;0.0
Jamoncito;9;60;64;4;0.0
Jamoncito;9;60;65;4;0.0
Jamoncito;9;60;66;4;0.0
Medio Muslo;9;60;61;4;0.0
Medio Muslo;9;60;62;4;0.0
Medio Muslo;9;60;63;4;0.0
Medio Muslo;9;60;64;4;0.0
Medio Muslo;9;60;65;4;0.0
Medio Muslo;9;60;66;4;0.0
Entero;9;61;62;4;0.0
Entero;9;61;63;4;0.0
Entero;9;61;64;4;0.0
Entero;9;61;65;4;0.0
Entero;9;61;66;4;0.0
Entero;9;61;67;4;0.0
Medio Pollo;9;61;62;4;0.0
Medio Pollo;9;61;63;4;0.0
Medio Pollo;9;61;64;4;0.0
Medio Pollo;9;61;65;4;0.0
Medio Pollo;9;61;66;4;0.0
Medio Pollo;9;61;67;4;0.0
Medio Pollo Superior;9;61;62;4;0.0
Medio Pollo Superior;9;61;63;4;0.0
Medio Pollo Superior;9;61;64;4;0.0
Medio Pollo Superior;9;61;65;4;0.0
Medio Pollo Superior;9;61;66;4;0.0
Medio Pollo Superior;9;61;67;4;0.0
Medio Pollo Inferior;9;61;62;4;0.0
Medio Pollo Inferior;9;61;63;4;0.0
Medio Pollo Inferior;9;61;64;4;0.0
Medio Pollo Inferior;9;61;65;4;0.0
Medio Pollo Inferior;9;61;66;4;0.0
Medio Pollo Inferior;9;61;67;4;0.0
Cuarto de Pollo Superior;9;61;62;4;0.0
Cuarto de Pollo Superior;9;61;63;4;0.0
Cuarto de Pollo Superior;9;61;64;4;0.0
Cuarto de Pollo Superior;9;61;65;4;0.0
Cuarto de Pollo Superior;9;61;66;4;0.0
Cuarto de Pollo Superior;9;61;67;4;0.0
Muslo Entero;9;61;62;4;0.0
Muslo Entero;9;61;63;4;0.0
Muslo Entero;9;61;64;4;0.0
Muslo Entero;9;61;65;4;0.0
Muslo Entero;9;61;66;4;0.0
Muslo Entero;9;61;67;4;0.0
Pechuga Completa;9;61;62;4;0.0
Pechuga Completa;9;61;63;4;0.0
Pechuga Completa;9;61;64;4;0.0
Pechuga Completa;9;61;65;4;0.0
Pechuga Completa;9;61;66;4;0.0
Pechuga Completa;9;61;67;4;0.344787704925011
Ala Completa;9;61;62;4;0.0
Ala Completa;9;61;63;4;0.0
Ala Completa;9;61;64;4;0.0
Ala Completa;9;61;65;4;0.0
Ala Completa;9;61;66;4;0.0
Ala Completa;9;61;67;4;0.0
Media Pechuga;9;61;62;4;0.0
Media Pechuga;9;61;63;4;0.0
Media Pechuga;9;61;64;4;0.0
Media Pechuga;9;61;65;4;23.512781574758403
Media Pechuga;9;61;66;4;0.07155576866314746
Media Pechuga;9;61;67;4;0.0
Blanqueta;9;61;62;4;0.0
Blanqueta;9;61;63;4;0.0
Blanqueta;9;61;64;4;0.0
Blanqueta;9;61;65;4;0.0
Blanqueta;9;61;66;4;0.0
Blanqueta;9;61;67;4;0.0
Alón;9;61;62;4;0.0
Alón;9;61;63;4;0.0
Alón;9;61;64;4;0.0
Alón;9;61;65;4;0.0
Alón;9;61;66;4;0.0
Alón;9;61;67;4;0.0
Punta;9;61;62;4;0.0
Punta;9;61;63;4;0.0
Punta;9;61;64;4;0.0
Punta;9;61;65;4;0.0
Punta;9;61;66;4;0.0
Punta;9;61;67;4;0.0
Jamoncito;9;61;62;4;0.0
Jamoncito;9;61;63;4;0.0
Jamoncito;9;61;64;4;0.0
Jamoncito;9;61;65;4;0.0
Jamoncito;9;61;66;4;0.0
Jamoncito;9;61;67;4;0.0
Medio Muslo;9;61;62;4;0.0
Medio Muslo;9;61;63;4;0.0
Medio Muslo;9;61;64;4;0.0
Medio Muslo;9;61;65;4;0.0
Medio Muslo;9;61;66;4;0.0
Medio Muslo;9;61;67;4;0.0
Entero;9;62;63;4;0.0
Entero;9;62;64;4;0.0
Entero;9;62;65;4;0.0
Entero;9;62;66;4;0.0
Entero;9;62;67;4;0.0
Entero;9;62;68;4;0.0
Medio Pollo;9;62;63;4;0.0
Medio Pollo;9;62;64;4;0.0
Medio Pollo;9;62;65;4;0.0
Medio Pollo;9;62;66;4;0.0
Medio Pollo;9;62;67;4;0.0
Medio Pollo;9;62;68;4;0.0
Medio Pollo Superior;9;62;63;4;0.0
Medio Pollo Superior;9;62;64;4;0.0
Medio Pollo Superior;9;62;65;4;0.0
Medio Pollo Superior;9;62;66;4;0.0
Medio Pollo Superior;9;62;67;4;0.0
Medio Pollo Superior;9;62;68;4;0.0
Medio Pollo Inferior;9;62;63;4;0.0
Medio Pollo Inferior;9;62;64;4;0.0
Medio Pollo Inferior;9;62;65;4;0.0
Medio Pollo Inferior;9;62;66;4;0.0
Medio Pollo Inferior;9;62;67;4;0.0
Medio Pollo Inferior;9;62;68;4;0.0
Cuarto de Pollo Superior;9;62;63;4;0.0
Cuarto de Pollo Superior;9;62;64;4;0.0
Cuarto de Pollo Superior;9;62;65;4;0.0
Cuarto de Pollo Superior;9;62;66;4;0.0
Cuarto de Pollo Superior;9;62;67;4;0.0
Cuarto de Pollo Superior;9;62;68;4;0.0
Muslo Entero;9;62;63;4;0.0
Muslo Entero;9;62;64;4;0.0
Muslo Entero;9;62;65;4;0.0
Muslo Entero;9;62;66;4;0.0
Muslo Entero;9;62;67;4;0.0
Muslo Entero;9;62;68;4;0.0
Pechuga Completa;9;62;63;4;0.0
Pechuga Completa;9;62;64;4;0.0
Pechuga Completa;9;62;65;4;0.0
Pechuga Completa;9;62;66;4;0.0
Pechuga Completa;9;62;67;4;-6.821210263296962e-13
Pechuga Completa;9;62;68;4;0.0
Ala Completa;9;62;63;4;0.0
Ala Completa;9;62;64;4;0.0
Ala Completa;9;62;65;4;0.0
Ala Completa;9;62;66;4;0.0
Ala Completa;9;62;67;4;0.0
Ala Completa;9;62;68;4;0.0
Media Pechuga;9;62;63;4;0.0
Media Pechuga;9;62;64;4;0.0
Media Pechuga;9;62;65;4;0.0
Media Pechuga;9;62;66;4;0.0
Media Pechuga;9;62;67;4;0.0
Media Pechuga;9;62;68;4;0.0
Blanqueta;9;62;63;4;0.0
Blanqueta;9;62;64;4;0.0
Blanqueta;9;62;65;4;0.0
Blanqueta;9;62;66;4;0.0
Blanqueta;9;62;67;4;0.0
Blanqueta;9;62;68;4;0.0
Alón;9;62;63;4;0.0
Alón;9;62;64;4;0.0
Alón;9;62;65;4;0.0
Alón;9;62;66;4;0.0
Alón;9;62;67;4;0.0
Alón;9;62;68;4;0.0
Punta;9;62;63;4;0.0
Punta;9;62;64;4;0.0
Punta;9;62;65;4;0.0
Punta;9;62;66;4;0.0
Punta;9;62;67;4;0.0
Punta;9;62;68;4;0.0
Jamoncito;9;62;63;4;0.0
Jamoncito;9;62;64;4;0.0
Jamoncito;9;62;65;4;0.0
Jamoncito;9;62;66;4;0.0
Jamoncito;9;62;67;4;0.0
Jamoncito;9;62;68;4;0.0
Medio Muslo;9;62;63;4;0.0
Medio Muslo;9;62;64;4;0.0
Medio Muslo;9;62;65;4;0.0
Medio Muslo;9;62;66;4;0.0
Medio Muslo;9;62;67;4;0.0
Medio Muslo;9;62;68;4;0.0
Entero;9;63;64;4;0.0
Entero;9;63;65;4;0.0
Entero;9;63;66;4;0.0
Entero;9;63;67;4;0.0
Entero;9;63;68;4;0.0
Entero;9;63;69;4;0.0
Medio Pollo;9;63;64;4;0.0
Medio Pollo;9;63;65;4;0.0
Medio Pollo;9;63;66;4;0.0
Medio Pollo;9;63;67;4;0.0
Medio Pollo;9;63;68;4;0.0
Medio Pollo;9;63;69;4;0.0
Medio Pollo Superior;9;63;64;4;0.0
Medio Pollo Superior;9;63;65;4;0.0
Medio Pollo Superior;9;63;66;4;0.0
Medio Pollo Superior;9;63;67;4;0.0
Medio Pollo Superior;9;63;68;4;0.0
Medio Pollo Superior;9;63;69;4;0.0
Medio Pollo Inferior;9;63;64;4;0.0
Medio Pollo Inferior;9;63;65;4;0.0
Medio Pollo Inferior;9;63;66;4;0.0
Medio Pollo Inferior;9;63;67;4;0.0
Medio Pollo Inferior;9;63;68;4;0.0
Medio Pollo Inferior;9;63;69;4;0.0
Cuarto de Pollo Superior;9;63;64;4;0.0
Cuarto de Pollo Superior;9;63;65;4;0.0
Cuarto de Pollo Superior;9;63;66;4;0.0
Cuarto de Pollo Superior;9;63;67;4;0.0
