t;r;value
1;1;313888.555352479
2;1;403022.644191491
3;1;392617.71279158106
4;1;387773.3261474845
5;1;391056.44563942734
6;1;443742.1467745769
7;1;296007.7303160022
8;1;466795.56515540567
9;1;515306.36549607
10;1;411888.1464946465
11;1;353886.95868936693
12;1;390636.001711492
13;1;487962.9974982231
14;1;385160.3119276256
15;1;467172.6914206382
16;1;545349.8471736907
17;1;409218.1365819365
18;1;431103.12248727574
19;1;401432.5425194309
20;1;425949.0420693706
21;1;409134.8863579557
22;1;450079.198744218
23;1;434255.58066899894
24;1;451688.11736907065
25;1;328786.62898710155
26;1;420912.79453078273
27;1;343216.27163606667
28;1;435704.8788695917
29;1;449909.23713695304
30;1;459289.5371590198
31;1;460323.10426708375
32;1;365699.6439737084
33;1;373579.17411658383
34;1;480448.3480220163
35;1;412857.17825518927
36;1;527427.0710066798
37;1;439413.85672472673
38;1;444605.4648552913
39;1;439115.73827591573
40;1;453455.9276543626
41;1;353214.86713273294
42;1;439602.59761622176
43;1;438653.14524217765
44;1;439796.1022978476
45;1;472409.75506992015
46;1;460619.53912071977
47;1;367533.2391360805
48;1;422617.2856318439
49;1;349726.6936465802
50;1;511085.392842606
51;1;398128.269197033
52;1;424168.78320577985
53;1;429610.16836797935
54;1;398227.2584693173
55;1;434121.8504684864
56;1;447405.33155668783
57;1;441483.32684331335
58;1;463349.30000967486
59;1;436734.71578270546
60;1;388085.20708194823
61;1;428293.8093177241
62;1;342095.6191847564
63;1;442360.1101243841
64;1;485419.5094740116
65;1;498460.10313065094
66;1;396784.2437939988
67;1;395040.7552060389
68;1;447524.95071851433
69;1;369446.04993876413
70;1;443479.0573376052
71;1;383898.1703114915
72;1;420864.7661627213
73;1;419854.37252914766
74;1;433440.50497473485
75;1;431287.5405094964
76;1;381696.683891379
77;1;450649.06959665904
78;1;493972.2256199347
79;1;413089.6591769831
80;1;513448.85136549524
81;1;421023.3969673703
82;1;360484.3987791552
83;1;406577.3407424982
84;1;420765.6450579163
85;1;405674.1463279083
86;1;427237.59738404857
87;1;433693.2100934319
88;1;383320.3433395907
89;1;376482.0281219595
90;1;402306.9949393008
91;1;413482.561492154
92;1;580372.2067664976
93;1;526856.5072979089
94;1;412951.27522571076
95;1;472215.5917934375
96;1;394918.00593699666
97;1;425479.525244009
98;1;411228.42186972994
99;1;454579.1613343517
100;1;389762.51655881625
101;1;423221.21663872676
102;1;442045.22424086684
103;1;424463.87606740627
104;1;446012.5936701294
105;1;430674.9211022173
106;1;440899.02442255826
107;1;434485.8960389402
108;1;388249.2546324859
109;1;446317.45135087596
110;1;379177.6763017144
111;1;417818.59324639215
112;1;298802.6595194317
113;1;514129.2777850415
114;1;456956.2342998674
115;1;389499.1133704574
116;1;418515.90939896065
117;1;341298.4002852763
118;1;469428.47139182716
119;1;340413.3675499071
120;1;476552.6964451412
121;1;520399.6738024662
122;1;482184.29280961584
123;1;372523.9642760705
124;1;408355.13731960603
125;1;465530.91214104893
126;1;343008.3339358729
127;1;495937.5180219763
128;1;461124.228029369
129;1;347302.2165574541
130;1;488588.64490919455
131;1;429429.92183217185
132;1;302770.1833771197
133;1;439478.844894839
134;1;549906.4436278467
135;1;443588.17191091715
136;1;367427.46995004284
137;1;470066.5037020672
138;1;426395.974557394
139;1;444201.21415303636
140;1;365244.2297643235
141;1;449102.8154190777
142;1;474592.06136673375
143;1;424258.31277491315
144;1;388796.1771379023
145;1;400625.4391310851
146;1;395256.9545774324
147;1;446292.739489562
148;1;477337.49292943714
149;1;453537.88506029354
150;1;404642.07567929855
151;1;413910.37281485414
152;1;486199.71070531325
153;1;363855.91036662617
154;1;401274.52707977017
155;1;444705.5156882055
156;1;487034.3750746343
157;1;471811.8752758993
158;1;431881.97828044335
159;1;410791.194540218
160;1;417894.87346304563
161;1;441550.1092868273
162;1;447649.6385497595
163;1;394472.7459666227
164;1;374138.19887239014
165;1;442307.67952044023
166;1;412627.0460467778
167;1;438947.5610696101
168;1;404879.22627083777
1;2;369583.196027253
2;2;425655.954731974
3;2;374061.97710044816
4;2;359931.00408941443
5;2;337387.31370401406
6;2;412145.7915751163
7;2;401351.65795321256
8;2;492251.49829602736
9;2;428055.9160501984
10;2;414378.75191014004
11;2;516765.58951461484
12;2;379154.7048539863
13;2;393048.07650699595
14;2;462421.48919283034
15;2;435871.1909244728
16;2;487094.32627302787
17;2;464529.3171833783
18;2;401682.0741264785
19;2;413365.3626600973
20;2;456424.59158951347
21;2;422315.4223266437
22;2;479280.7652456448
23;2;411274.8775560926
24;2;440472.7504879763
25;2;346342.2622723798
26;2;430397.59663617
27;2;496494.6335175528
28;2;367294.2683806494
29;2;414848.55096655036
30;2;416606.12936041254
31;2;476130.6781768389
32;2;387202.06323173456
33;2;400395.3794760679
34;2;418141.01243120007
35;2;456350.7647622485
36;2;470774.9895655414
37;2;398107.98788809264
38;2;430961.4986663456
39;2;447011.3304860357
40;2;408173.1301980269
41;2;375881.3667068586
