t;r;value
1;1;805155.4965764667
2;1;1000140.5945333634
3;1;977511.8238959018
4;1;968531.4721631506
5;1;959552.296739992
6;1;1066838.555152864
7;1;797869.0656054722
8;1;929687.4654487862
9;1;1030082.535810267
10;1;937869.1988078267
11;1;838105.9110944713
12;1;906585.5438738107
13;1;1077701.255725774
14;1;933093.4570890926
15;1;907669.3763511511
16;1;1092615.8376012128
17;1;1014276.1298307723
18;1;985571.2501793602
19;1;910066.0013997515
20;1;993184.6281578718
21;1;962323.8027517251
22;1;981424.9087177143
23;1;1035441.067409083
24;1;1087070.423278859
25;1;889873.5214784422
26;1;1085132.1916547995
27;1;902051.0872774378
28;1;1126144.269930954
29;1;1046213.1913412665
30;1;1073895.4554649882
31;1;1211140.3905359176
32;1;921947.7844568408
33;1;890031.0046611808
34;1;1198991.4242878945
35;1;1077743.4749116295
36;1;1188702.2471432346
37;1;1039491.9077687354
38;1;1108896.6157179524
39;1;1034502.0858353883
40;1;1127366.244550164
41;1;1016802.2768264338
42;1;1151660.528176372
43;1;983610.5992209686
44;1;957687.1750257714
45;1;1160812.6675680508
46;1;1171255.378140298
47;1;1029164.2081568863
48;1;1011729.3621486293
49;1;974530.8290322915
50;1;1104107.269963989
51;1;927193.2000197383
52;1;1036617.9076274465
53;1;1184752.06489671
54;1;963121.0925048051
55;1;1102831.0814169843
56;1;1118341.1583606976
57;1;897255.5377829071
58;1;1085880.9142219382
59;1;1068215.1292395077
60;1;1019525.9222486591
61;1;1034509.7264032902
62;1;828030.5284267727
63;1;1070992.2442921714
64;1;1035590.2606169614
65;1;1109610.2022218222
66;1;971311.9268927196
67;1;996449.2112187819
68;1;1151552.6634311134
69;1;969418.6110713179
70;1;1143933.1172249182
71;1;888318.9419900051
72;1;940532.3066480935
73;1;950236.8200618962
74;1;1072492.9436121066
75;1;1076489.5110335117
76;1;1014787.9079970673
77;1;1155717.2965996158
78;1;1056005.7132876902
79;1;951392.6080896802
80;1;1148405.9442250552
81;1;1072191.6936378044
82;1;901229.1548403864
83;1;1070917.8587173382
84;1;1086387.8169964831
85;1;968801.4210729756
86;1;966600.0021232807
87;1;1071277.4163102685
88;1;972133.6129217584
89;1;981319.8419515311
90;1;991910.9170181905
91;1;947783.2176569145
92;1;1151030.0258892516
93;1;1141790.0057012222
94;1;1102769.7876820825
95;1;1080486.8213897226
96;1;1016334.2336866758
97;1;1105509.132361783
98;1;1048925.0423383191
99;1;1020896.3739667266
100;1;948424.0179364195
101;1;1085707.342044922
102;1;1151569.3354912184
103;1;1134757.273506394
104;1;1212863.3051674343
105;1;1092462.9158285358
106;1;948689.1128570836
107;1;1097846.9911711777
108;1;951715.5693406572
109;1;1039680.9527523489
110;1;1035737.5545126917
111;1;1001554.9291901621
112;1;813999.253797415
113;1;1102131.083723342
114;1;1024195.4939213062
115;1;1016931.3547276038
116;1;966456.2624550629
117;1;835454.1872413999
118;1;1168392.47009696
119;1;916597.1678394655
120;1;916042.0862829484
121;1;1090298.151271373
122;1;1193549.438763364
123;1;891609.5616860107
124;1;1031746.5223556397
125;1;1202593.494502819
126;1;870249.5921552231
127;1;1090407.7307707241
128;1;1071846.604229798
129;1;834194.6404058156
130;1;1192604.741047984
131;1;1111664.0056193378
132;1;818886.0951795157
133;1;1093317.0865711446
134;1;1117110.7329767875
135;1;1003327.6983354893
136;1;882740.0061862352
137;1;1192032.642894648
138;1;1042438.9264797681
139;1;1079108.0602007813
140;1;973226.9886894915
141;1;1027926.010092965
142;1;1142548.651268744
143;1;970717.0947927204
144;1;992323.1475502286
145;1;1000641.8941534195
146;1;1027750.6995333347
147;1;1124639.7548001076
148;1;1061379.9713946811
149;1;1059096.0061380959
150;1;1004707.3367098577
151;1;1076080.9410976013
152;1;1221835.831622585
153;1;800486.0771664066
154;1;1034161.4425959538
155;1;961036.1332268248
156;1;1089162.9311750885
157;1;1150928.1199040997
158;1;1114519.0041401521
159;1;1046147.8508365097
160;1;1095273.8416283457
161;1;1189099.8896381634
162;1;1211402.028332415
163;1;1068476.9897266484
164;1;957156.1379824855
165;1;1064662.4526024098
166;1;1062625.6242973018
167;1;1172448.9496009895
168;1;1075797.1321916585
1;2;893349.4879578903
2;2;1059059.6695160947
3;2;955636.9809126678
4;2;895544.8695006545
5;2;858229.2852196018
6;2;1015583.1994091363
7;2;1023692.5802553251
8;2;998842.5856081817
9;2;952572.3069912434
10;2;916098.8897192443
11;2;1126629.4514725867
12;2;904202.8412264821
13;2;905100.3262775879
14;2;1132858.8361882307
15;2;961584.1392943461
16;2;1059451.1957242126
17;2;1134567.7101545215
18;2;1010127.1139752469
19;2;979048.4621934842
20;2;1148464.2033161107
21;2;1071346.3259889712
22;2;1085918.0761188834
23;2;1001838.807217188
24;2;1046035.6398069117
25;2;952987.5017599526
26;2;1029401.6012925055
27;2;1234575.5101517746
28;2;960289.36783185
29;2;946145.7088902505
30;2;1035855.87816588
31;2;1234963.8291314708
32;2;961253.8322711065
33;2;1108494.7921160327
