f;t;r;value
Entero;1;1;1423.9999999999836
Medio Pollo;1;1;1516.0
Medio Pollo Superior;1;1;1401.983272402314
Medio Pollo Inferior;1;1;1571.7419354838728
Cuarto de Pollo Superior;1;1;1540.5286338855901
Muslo Entero;1;1;1281.3255841907628
Pechuga Completa;1;1;1750.5979975021608
Ala Completa;1;1;574.1232245554918
Media Pechuga;1;1;2421.7850222392212
Blanqueta;1;1;85.75268817204311
Alón;1;1;42.096774193548434
Punta;1;1;8.86904089845322
Jamoncito;1;1;1376.8172043010754
Medio Muslo;1;1;1517.1413650612287
Entero;2;1;1453.9999999999773
Medio Pollo;2;1;1558.999999999999
Medio Pollo Superior;2;1;2187.6618888880093
Medio Pollo Inferior;2;1;1080.580489337447
Cuarto de Pollo Superior;2;1;2347.165589877288
Muslo Entero;2;1;1277.5137296228531
Pechuga Completa;2;1;2464.1506809753246
Ala Completa;2;1;657.1791822852779
Media Pechuga;2;1;1840.2273149471268
Blanqueta;2;1;88.75268817204295
Alón;2;1;34.9489398703057
Punta;2;1;11.995374620351187
Jamoncito;2;1;1416.8172043010754
Medio Muslo;2;1;3434.6270153803007
Entero;3;1;1103.6871255060023
Medio Pollo;3;1;1558.999999999999
Medio Pollo Superior;3;1;1823.322580645162
Medio Pollo Inferior;3;1;2089.5807726590783
Cuarto de Pollo Superior;3;1;1364.4906661230605
Muslo Entero;3;1;2112.0717910259555
Pechuga Completa;3;1;1586.243034779863
Ala Completa;3;1;950.5584841134201
Media Pechuga;3;1;2554.45357078976
Blanqueta;3;1;52.29778236470409
Alón;3;1;30.50542409492984
Punta;3;1;10.508865568586245
Jamoncito;3;1;1416.8172043010761
Medio Muslo;3;1;2514.0380711713756
Entero;4;1;1213.728160845244
Medio Pollo;4;1;1207.625926052794
Medio Pollo Superior;4;1;1823.322580645162
Medio Pollo Inferior;4;1;1695.0645444550962
Cuarto de Pollo Superior;4;1;2582.708753448238
Muslo Entero;4;1;1863.4181734460137
Pechuga Completa;4;1;2455.4750216931666
Ala Completa;4;1;706.4866391833646
Media Pechuga;4;1;2567.899200181068
Blanqueta;4;1;86.88203068168797
Alón;4;1;28.086442638625822
Punta;4;1;8.340456000958325
Jamoncito;4;1;1416.8172043010754
Medio Muslo;4;1;1619.9028086516862
Entero;5;1;1426.0547075563577
Medio Pollo;5;1;994.6618557482154
Medio Pollo Superior;5;1;1823.322580645162
Medio Pollo Inferior;5;1;1621.7419354838692
Cuarto de Pollo Superior;5;1;2205.654743762625
Muslo Entero;5;1;1738.3557629984555
Pechuga Completa;5;1;2210.653946380459
Ala Completa;5;1;619.2648757199686
Media Pechuga;5;1;2057.306665365508
Blanqueta;5;1;112.9562591624372
Alón;5;1;44.609263259860555
Punta;5;1;9.62181030909589
Jamoncito;5;1;1289.9443985932244
Medio Muslo;5;1;3010.116977831597
Entero;6;1;1174.300730605718
Medio Pollo;6;1;2080.727802931853
Medio Pollo Superior;6;1;1327.9673947468148
Medio Pollo Inferior;6;1;1549.6657753368183
Cuarto de Pollo Superior;6;1;2021.7096774193603
Muslo Entero;6;1;1211.9246545030267
Pechuga Completa;6;1;3343.1302036012385
Ala Completa;6;1;782.7092980247274
Media Pechuga;6;1;2956.872527949442
Blanqueta;6;1;67.90166235762399
Alón;6;1;36.65610353179339
Punta;6;1;12.947589227850752
Jamoncito;6;1;1480.0334174750467
Medio Muslo;6;1;2770.555282333118
Entero;7;1;1387.0144661729191
Medio Pollo;7;1;1371.1040232779703
Medio Pollo Superior;7;1;2314.5490491498517
Medio Pollo Inferior;7;1;1537.2439601280385
Cuarto de Pollo Superior;7;1;1921.8636640019322
Muslo Entero;7;1;1201.8973870525228
Pechuga Completa;7;1;1763.0775919003788
Ala Completa;7;1;570.7922880715089
Media Pechuga;7;1;1830.5340501282276
Blanqueta;7;1;60.1601188559973
Alón;7;1;36.019231889323855
Punta;7;1;11.856757293048437
Jamoncito;7;1;980.394140707009
Medio Muslo;7;1;1766.6563603732
Entero;8;1;1625.2148093136625
Medio Pollo;8;1;1131.1842292478086
Medio Pollo Superior;8;1;2217.168457890343
Medio Pollo Inferior;8;1;1544.813197396602
Cuarto de Pollo Superior;8;1;1786.2670151424597
Muslo Entero;8;1;1689.5478699062107
Pechuga Completa;8;1;1707.2487833620241
Ala Completa;8;1;1199.6439734325072
Media Pechuga;8;1;1957.0769412253167
Blanqueta;8;1;160.95268421195982
Alón;8;1;70.57462282215155
Punta;8;1;32.95993819392755
Jamoncito;8;1;1565.2586823481083
Medio Muslo;8;1;2951.0481407028756
Entero;9;1;1190.9288300236046
Medio Pollo;9;1;2133.0983623013035
Medio Pollo Superior;9;1;1213.4100415098264
Medio Pollo Inferior;9;1;1230.2920282404039
Cuarto de Pollo Superior;9;1;2581.0493147512275
Muslo Entero;9;1;1362.8588167302194
Pechuga Completa;9;1;3086.322356659011
Ala Completa;9;1;948.5893784411926
Media Pechuga;9;1;3902.3128482218585
Blanqueta;9;1;220.04717320141376
Alón;9;1;110.15687576627144
Punta;9;1;29.77358359586401
Jamoncito;9;1;1204.1800875185525
Medio Muslo;9;1;2665.430107526882
Entero;10;1;2059.071169976395
Medio Pollo;10;1;1919.5978004400513
Medio Pollo Superior;10;1;2573.697985008039
Medio Pollo Inferior;10;1;1352.8646133246298
Cuarto de Pollo Superior;10;1;1313.6991141415303
Muslo Entero;10;1;1534.1219337586647
Pechuga Completa;10;1;2486.592845479569
Ala Completa;10;1;670.35298958793
Media Pechuga;10;1;2779.370132320582
Blanqueta;10;1;133.04705180575988
Alón;10;1;107.70028324847456
Punta;10;1;24.3225358886595
Jamoncito;10;1;1224.808781631422
Medio Muslo;10;1;2322.4193548387098
Entero;11;1;1625.0
Medio Pollo;11;1;2176.3594043110675
Medio Pollo Superior;11;1;1830.559480811983
Medio Pollo Inferior;11;1;1146.024507523214
Cuarto de Pollo Superior;11;1;1681.6157762444998
Muslo Entero;11;1;1809.6016408169512
Pechuga Completa;11;1;1876.1422607287636
Ala Completa;11;1;893.3208705532065
Media Pechuga;11;1;2101.7658044520977
Blanqueta;11;1;180.91470458665592
Alón;11;1;57.79385621190781
Punta;11;1;30.86175286549556
Jamoncito;11;1;1146.88328939585
Medio Muslo;11;1;2273.9528197707514
Entero;12;1;1090.1476116644694
Medio Pollo;12;1;1225.0114116811153
Medio Pollo Superior;12;1;1603.332485501345
Medio Pollo Inferior;12;1;2135.237695577773
Cuarto de Pollo Superior;12;1;2989.117552050389
Muslo Entero;12;1;1234.3363744827343
Pechuga Completa;12;1;3062.762928545031
Ala Completa;12;1;754.2619371758461
Media Pechuga;12;1;2346.9079977196857
Blanqueta;12;1;120.2704698820405
Alón;12;1;89.44020236324978
Punta;12;1;17.888148723028376
Jamoncito;12;1;1561.8936849877723
Medio Muslo;12;1;1670.1656235505056
Entero;13;1;1119.47625942495
Medio Pollo;13;1;1782.6291840078172
Medio Pollo Superior;13;1;1276.232360289746
