t;r;value
1;1;1100086.3665828388
2;1;1354793.6301378515
3;1;1317268.3919059343
4;1;1311207.8426477031
5;1;1305769.8850853469
6;1;1430231.5524175456
7;1;1088331.7009609265
8;1;1316577.566067744
9;1;1490393.5842943508
10;1;1336049.8555534687
11;1;1180768.0412219586
12;1;1276247.3593834196
13;1;1475565.4033614532
14;1;1286953.4047237511
15;1;1320156.325109436
16;1;1541842.7684571363
17;1;1417767.099328192
18;1;1367918.861119797
19;1;1245324.38804305
20;1;1333594.9060133323
21;1;1338440.7480318092
22;1;1346661.489409825
23;1;1453611.2820989576
24;1;1386830.9064325735
25;1;1196687.5720646498
26;1;1442343.154202582
27;1;1245496.6299241746
28;1;1468054.2487555824
29;1;1314293.2701900676
30;1;1375850.0418693675
31;1;1504683.9227285637
32;1;1188145.258960919
33;1;1172784.2861789982
34;1;1547698.6151874755
35;1;1348390.7575706644
36;1;1554994.2308508444
37;1;1333643.7074633574
38;1;1427549.0604486177
39;1;1366504.9987078176
40;1;1458421.8660319056
41;1;1258541.500243087
42;1;1481052.9599292309
43;1;1330990.6918640975
44;1;1292972.585895708
45;1;1540692.7359836563
46;1;1530684.653536961
47;1;1363527.4207436675
48;1;1410648.223704855
49;1;1256803.9464845073
50;1;1523631.40680216
51;1;1275934.3627376836
52;1;1281426.8713040566
53;1;1531108.269413404
54;1;1286308.757858938
55;1;1415310.1703900425
56;1;1431969.9330787815
57;1;1293141.524249227
58;1;1458474.440344884
59;1;1411550.0463734395
60;1;1422925.3149257842
61;1;1421303.7606140282
62;1;1137992.9948610482
63;1;1358625.623620563
64;1;1409107.5374502835
65;1;1454452.7644901962
66;1;1368024.2518883161
67;1;1339183.4560076399
68;1;1541882.3690613792
69;1;1290972.8306573476
70;1;1478864.8764315948
71;1;1205335.868248164
72;1;1302720.3874192464
73;1;1270246.970503346
74;1;1441567.5340702059
75;1;1392931.243697573
76;1;1272456.2854411716
77;1;1523692.1322041117
78;1;1449557.8728095056
79;1;1291663.989572114
80;1;1501759.4058066863
81;1;1436139.8342318065
82;1;1196710.186203878
83;1;1367041.719913449
84;1;1444551.2197566587
85;1;1297446.181138599
86;1;1339536.2854203228
87;1;1457733.6947862264
88;1;1303144.3618076998
89;1;1241896.3715387704
90;1;1316455.6233358167
91;1;1313067.5418170502
92;1;1576697.749388015
93;1;1562511.7744079584
94;1;1402314.8127672584
95;1;1548915.2262890395
96;1;1378273.592955937
97;1;1264532.1878588367
98;1;1363466.7980781833
99;1;1416928.1583271497
100;1;1251317.6005273608
101;1;1450963.744342244
102;1;1594580.1827466267
103;1;1419377.6631085197
104;1;1503747.4891375462
105;1;1391125.253360514
106;1;1358472.7497154188
107;1;1382967.4514809658
108;1;1303361.7138149077
109;1;1349176.6396194065
110;1;1380903.4658715283
111;1;1337376.0417510238
112;1;1060043.2183850284
113;1;1493977.6174059608
114;1;1391249.1956751428
115;1;1361062.680999183
116;1;1318571.1502493713
117;1;1152358.6353166546
118;1;1607850.5257825302
119;1;1226597.4587231642
120;1;1274084.615121218
121;1;1542073.740336502
122;1;1618877.0944968925
123;1;1206201.5756189697
124;1;1396613.5808888732
125;1;1578677.3961985162
126;1;1170838.6230427462
127;1;1446715.7114254064
128;1;1293784.6869411354
129;1;1111949.2584544073
130;1;1582611.5864227896
131;1;1451184.2486160547
132;1;1075642.5964989671
133;1;1410445.5858841324
134;1;1566234.4929731982
135;1;1403589.4447094179
136;1;1203036.600334761
137;1;1517467.2620077084
138;1;1362980.016595028
139;1;1510952.280532035
140;1;1292452.3579995004
141;1;1406940.9304073984
142;1;1402352.403008062
143;1;1328904.9376393077
144;1;1326462.772138918
145;1;1296231.0990480906
146;1;1384796.344644438
147;1;1494794.1206222773
148;1;1427993.4547344332
149;1;1437890.5629755831
150;1;1355641.165613592
151;1;1413243.195133331
152;1;1570666.4230382429
153;1;1172002.9006738134
154;1;1356578.926805861
155;1;1265994.8860271787
156;1;1484542.3420226302
157;1;1574776.5568151323
158;1;1555427.9292880062
159;1;1279364.3773222887
160;1;1427977.0934306893
161;1;1521511.935228633
162;1;1459746.432757838
163;1;1294273.5541087752
164;1;1237231.840605786
165;1;1436959.5124449474
166;1;1356580.2541835136
167;1;1469651.2586637423
168;1;1362807.6252873861
1;2;1199320.997821274
2;2;1433416.9670337471
3;2;1301545.3716793281
4;2;1200252.3429693629
5;2;1163840.6342071327
6;2;1368944.4345152727
7;2;1399279.4879748833
8;2;1377844.981734745
9;2;1372371.0548881
10;2;1288352.2260643695
11;2;1546255.898318508
12;2;1255441.298980496
13;2;1242952.5799356033
14;2;1547651.2021186575
15;2;1328640.0653167183
16;2;1477738.2847274642
17;2;1522986.7132682276
18;2;1339873.1631987619
19;2;1319313.8320914367
20;2;1452936.6500291259
21;2;1411545.2158120656
22;2;1456442.8559196703
23;2;1373749.02951998
24;2;1400324.4870684897
25;2;1255737.5388704569
26;2;1366228.5619774298
27;2;1628146.3930741316
28;2;1269335.4020051968
29;2;1243182.6686401595
30;2;1393552.846168915
31;2;1531021.9714523624
32;2;1288234.5360894278
33;2;1384313.8953919483
34;2;1342394.7317456498
35;2;1514561.1317550868
36;2;1395782.2481032892
37;2;1290332.6952449863
38;2;1384424.8129895316
39;2;1401622.21625636
40;2;1462684.756918339
41;2;1330131.8892092458
42;2;1324152.075355344
43;2;1599239.7883010334
44;2;1267021.2596240542
45;2;1267330.3435072496
46;2;1412048.3062187072
47;2;1213302.4688488296
48;2;1549844.2661221933
49;2;1391460.9530275443
50;2;1264988.5463446542
51;2;1300493.701664901
52;2;1345622.3627740995
53;2;1486762.3113934242
54;2;1447832.0020496394
55;2;1258459.2806625972
56;2;1484194.8779654258
57;2;1424109.644853716
58;2;1463879.662050435
59;2;1414525.7838343687
60;2;1228844.4549850307
61;2;1210406.2162716463
62;2;1457640.703042164
63;2;1301448.3484262251
64;2;1334110.37173102
65;2;1317699.7406994107
66;2;1523539.7738778053
67;2;1406423.97165591
68;2;1275851.8112812294
69;2;1324547.9990754211
70;2;1532817.0874789981
71;2;1307003.7544622498
72;2;1327085.3669471662
73;2;1424254.9780084863
74;2;1092783.0678641861
75;2;1445468.2811898133
76;2;1437959.9185139542
77;2;1262086.6206478826
78;2;1424568.3544658143
79;2;1302610.820814758
80;2;1346594.6678628784
81;2;1464836.277737634
82;2;1414775.0361372787
83;2;1523501.2593972427
84;2;1266568.0937093073
85;2;1418684.152357999
86;2;1404750.945855945
87;2;1184210.1353839645
88;2;1341741.4249290102
89;2;1394482.1480697372
90;2;1318151.6131423584
91;2;1296391.2979047333
92;2;1297926.6264859533
93;2;1419038.8844576809
94;2;1407233.757083984
95;2;1613295.2940035863
96;2;1344295.1558491827
97;2;1499171.2547491828
98;2;1324898.0018372424
99;2;1365317.6761539706
100;2;1377567.8788407862
101;2;1363791.13090855
102;2;1299380.0910492975
103;2;1480724.3264561535
104;2;1187057.064799975
105;2;1239162.1233867933
106;2;1310742.2783138156
107;2;1413551.6439094204
108;2;1378237.1554705012
109;2;1337897.9661051286
110;2;1510541.4180506542
111;2;1607785.408012661
112;2;1310663.296709298
113;2;1276435.0911015668
114;2;1302236.5698373048
115;2;1374249.351263058
116;2;1235861.3539591257
117;2;1364668.597129772
118;2;1353594.4850083392
119;2;1143913.4432600322
120;2;1520684.943239646
121;2;1413728.369830684
122;2;1295863.3780496828
123;2;1422036.7466055187
124;2;1274326.4018565633
125;2;1536846.9898586364
126;2;1258648.667027968
127;2;1327148.6252853812
128;2;1451334.039833445
129;2;1480190.416481847
130;2;1460713.33712885
131;2;1376634.2249720932
132;2;1518168.1397390552
133;2;1204930.9392639543
134;2;1429611.1876315363
135;2;1556102.7835432144
136;2;1391934.895327172
137;2;1352764.8202838576
138;2;1194454.8898703682
139;2;1417708.5500210067
140;2;1400319.801836168
141;2;1386279.4835076686
142;2;1456354.1843162323
143;2;1430150.6979468302
144;2;1445286.7868579433
145;2;1232000.8232919434
146;2;1297425.7716184745
147;2;1266482.5915452046
148;2;1496927.4440143392
149;2;1425783.7861080416
150;2;1245148.5920203107
151;2;1238253.6836676062
152;2;1403123.2775581826
153;2;1573958.6334761581
154;2;1312549.5041731212
155;2;1493009.685123261
156;2;1475766.2777489687
157;2;1337953.3171780787
158;2;1235621.2991715795
159;2;1359529.9645195566
160;2;1387324.9014325477
161;2;1432660.885710326
162;2;1491663.9133676193
163;2;1381313.7934576839
164;2;1449403.3623406105
165;2;1321784.1496363857
166;2;1155189.0549437546
167;2;1326807.9051550021
168;2;1570493.8535524462
1;3;1222966.557633202
2;3;1352861.1733088605
3;3;1534538.9892108687
4;3;1292053.2870857625
5;3;1406557.7102649745
6;3;1292064.5337659484
7;3;1245647.0410277357
8;3;1326254.349951535
9;3;1382943.8660022547
10;3;1440798.8715717702
11;3;1221204.370549916
12;3;1133519.2786490284
13;3;1386405.8065223137
14;3;1346759.877948339
15;3;1389183.3266904934
16;3;1487845.1075230935
17;3;1221156.3630533735
18;3;1388007.745075385
19;3;1251864.163069427
20;3;1281093.9882863602
21;3;1447821.165541473
22;3;1183328.3786269813
23;3;1386736.7982885053
24;3;1367315.8959009917
25;3;1350900.0231913584
26;3;1367150.1769197204
27;3;1507522.1649357167
28;3;1239263.4519142567
29;3;1433235.223471677
30;3;1080421.9605896703
31;3;1398563.739246228
32;3;1196003.3608223766
33;3;1150957.8569478563
34;3;1175796.6356700242
35;3;1293908.5654239664
36;3;1388810.6301736147
37;3;1554809.7955307777
38;3;1318598.176946797
39;3;1497915.1439186956
40;3;1562314.5921265418
41;3;1381890.9045469128
42;3;1328718.5767242599
43;3;1260449.9957696686
44;3;1394670.967654951
45;3;1314444.844972995
46;3;1447599.194668228
47;3;1352919.6795009784
48;3;1414131.9724931766
49;3;1513679.3965369072
50;3;1581322.603634329
51;3;1306940.6519753635
52;3;1562698.7220891237
53;3;1228234.774899555
54;3;1244504.3136639898
55;3;1380299.2054108793
56;3;1111153.215798975
57;3;1502363.367533856
58;3;1493627.3688121843
59;3;1604509.2770710362
60;3;1287367.4978792917
61;3;1302350.0595195212
62;3;1425996.9470939084
63;3;1486288.3716583713
64;3;1482622.8903755085
65;3;1408218.9777187547
66;3;1276031.8903542229
67;3;1358588.4281106987
68;3;1221506.9900736548
69;3;1460191.5500437878
70;3;1340674.016283102
71;3;1455793.055566252
72;3;1303279.413087496
73;3;1573799.8880738562
74;3;1400107.1976017007
75;3;1366865.1502573993
76;3;1425230.3192727133
77;3;1157140.7821975297
78;3;1401669.491150786
79;3;1484379.4784177449
80;3;1502261.825101394
81;3;1284112.3839529713
82;3;1190305.7066466522
83;3;1402838.722104441
84;3;1268456.4275363348
85;3;1156270.6852305229
86;3;1295889.6075202276
87;3;1557973.42349744
88;3;1302778.8262353828
89;3;1473406.9389619054
90;3;1284508.8888615062
91;3;1218744.4949273856
92;3;1484300.9818271222
93;3;1530127.923991174
94;3;1403345.7134697465
95;3;1414023.4182883606
96;3;1310462.3429059682
97;3;1206746.2049064508
98;3;1387362.9584617051
99;3;1533538.7179991715
100;3;1335811.7562825778
101;3;1425399.1824995494
102;3;1399886.5027779813
103;3;1353265.337045179
104;3;1372084.385382393
105;3;1340728.9712723491
106;3;1399074.5568090666
107;3;1291886.11814397
108;3;1404082.9370039364
109;3;1235329.4068879136
110;3;1374417.9741332573
111;3;1147812.554657843
112;3;1291547.2262914605
113;3;1382514.2376816012
114;3;1442796.7739028428
115;3;1243747.639612515
116;3;1442748.3601547517
117;3;1494414.484277861
118;3;1410425.2979633848
119;3;1373030.4709776982
120;3;1481796.0836148905
121;3;1405931.2761730966
122;3;1459317.8382018604
123;3;1524855.9420948082
124;3;1246561.2958125272
125;3;1283225.3979440574
126;3;1418441.6291775461
127;3;1175750.8036537792
128;3;1405165.69691294
129;3;1280046.3799979035
130;3;1328879.693174777
131;3;1383099.434204097
132;3;1418123.14719073
133;3;1381887.963620806
134;3;1525088.8337663042
135;3;1438404.7042190258
136;3;1370486.172329926
137;3;1446029.298021217
138;3;1446551.400007977
139;3;1149746.2749533798
140;3;1390378.8449049904
141;3;1244863.378525435
142;3;1434241.5175463068
143;3;1553409.4053060564
144;3;1453194.9513277062
145;3;1456264.9074661063
146;3;1350894.5481899895
147;3;1193388.690371004
148;3;1624284.4153231708
149;3;1382910.8482432885
150;3;1433499.2214066675
151;3;1199266.5328985422
152;3;1133829.9232495243
153;3;1070621.5940869467
154;3;1334317.1675772052
155;3;1467228.2261040593
156;3;1610123.2518826635
157;3;1332689.5891117444
158;3;1280580.8351448984
159;3;1236215.4050185862
160;3;1486453.5787098636
161;3;1377448.6600440617
162;3;1305648.3938970566
163;3;1279210.6235128618
164;3;1288835.2460062653
165;3;1601675.0462788227
166;3;1498410.9965930688
167;3;1408927.5271496265
168;3;1265757.6550613034
1;4;1265215.6977570388
2;4;1128279.058275002
3;4;1388756.5552294273
4;4;1282245.198491238
5;4;1571259.490985522
6;4;1490272.3833785274
7;4;1341951.3840383736
8;4;1555950.5293207252
9;4;1174383.8913912917
10;4;1217150.7026834174
11;4;1086453.1142017127
12;4;1270720.541827325
13;4;1286907.1997818067
14;4;1553645.2061895728
15;4;1356656.7866772655
16;4;1475551.2506313447
17;4;1119547.7417808915
18;4;1263324.6145278122
19;4;1352156.0386334616
20;4;1458323.744710779
21;4;1435150.0044255815
22;4;1444252.4171613122
23;4;1459981.1414412907
24;4;1419351.5158288125
25;4;1369981.0120187635
26;4;1296508.9252692256
27;4;1167595.1467881927
28;4;1433029.5046218252
29;4;1412495.5742593533
30;4;1318367.9833575778
31;4;1356940.5257767038
32;4;1476993.1336531453
33;4;1456422.023970001
34;4;1346977.0005786559
35;4;1134850.3534044325
36;4;1240414.8530959059
37;4;1368018.7398295
38;4;1344762.328696908
39;4;1287072.7795722857
40;4;1435474.1726113507
41;4;1537899.5366467657
42;4;1238505.484056465
43;4;1384650.8336497582
44;4;1139701.9654637005
45;4;1432371.8585781057
46;4;1377789.052858531
47;4;1304084.5887983306
48;4;1415860.053672268
49;4;1335143.1075646288
50;4;1358500.626954645
51;4;1361175.6313303006
52;4;1556718.5069611655
53;4;1479539.1501300004
54;4;1323403.2575596657
55;4;1395814.223913937
56;4;1308721.251224592
57;4;1396111.709512682
58;4;1301331.4310355098
59;4;1402800.452347599
60;4;1507698.9191622739
61;4;1403501.503277574
62;4;1150936.8391033998
63;4;1236682.0924797428
64;4;1216324.7575104027
