t;r;value
1;1;584649.1780969311
2;1;732324.4713522409
3;1;715249.0830842109
4;1;709152.200752683
5;1;704856.1608335773
6;1;788405.0412808724
7;1;573321.0715365424
8;1;682728.9066631895
9;1;769177.846825598
10;1;675768.9599501747
11;1;604675.0245863101
12;1;666255.9125880012
13;1;810336.343145092
14;1;686327.8825461144
15;1;715060.6617191002
16;1;854444.6930095779
17;1;790829.1438840763
18;1;727669.1405575795
19;1;710162.6027328222
20;1;779768.8576349678
21;1;758423.248152392
22;1;695320.2313329842
23;1;750316.2938157226
24;1;800130.017156595
25;1;617368.0416793154
26;1;793291.2686457112
27;1;665071.7682226761
28;1;820074.1359015793
29;1;737372.2681503543
30;1;788162.8659815616
31;1;840660.723715032
32;1;666432.1421669064
33;1;678144.1543852014
34;1;881706.6969347901
35;1;792599.567895222
36;1;885354.2360238961
37;1;777681.0447327943
38;1;811505.2916464298
39;1;714562.3966668718
40;1;831721.1024922768
41;1;742164.1684572641
42;1;851776.276965946
43;1;725764.4274746088
44;1;723223.6678707539
45;1;846469.1677559037
46;1;874441.4167043279
47;1;762609.0121987116
48;1;755377.7745699139
49;1;694852.2783096211
50;1;843921.8396687766
51;1;691175.4842282232
52;1;773596.629946745
53;1;862077.5764412998
54;1;761295.2956364246
55;1;787043.3225457047
56;1;737180.7193978184
57;1;706691.3654297447
58;1;794871.8702121675
59;1;783771.966236455
60;1;778779.9863166453
61;1;775545.790458756
62;1;654399.3423091217
63;1;810242.9184011217
64;1;752858.3615976503
65;1;831431.9209565985
66;1;717057.4240796396
67;1;723828.2865880425
68;1;842900.9849937259
69;1;703163.9659889971
70;1;802940.0144113395
71;1;645364.7896109734
72;1;712549.3491168534
73;1;710619.0132174232
74;1;784703.2039694142
75;1;802968.081947609
76;1;707912.88941531
77;1;844092.2714132611
78;1;739062.9768143566
79;1;694808.1873104526
80;1;853075.6363422531
81;1;812486.1571359358
82;1;659813.9773317603
83;1;777760.1352067759
84;1;816914.0865259244
85;1;705099.2734770075
86;1;701847.7875045087
87;1;813144.1403783741
88;1;714872.9761514757
89;1;738046.8945911542
90;1;717231.3109900753
91;1;745825.0907536309
