t;r;value
1;1;1100090.5158598241
2;1;1354790.8863566208
3;1;1317269.2022138387
4;1;1311200.1847461257
5;1;1305786.3525877276
6;1;1430228.3798878524
7;1;1088341.6986396909
8;1;1299515.6625291705
9;1;1416154.1255295677
10;1;1262460.300649538
11;1;1143238.1938653262
12;1;1243548.9354862187
13;1;1463370.666098255
14;1;1262657.3097194924
15;1;1267333.6257393514
16;1;1487215.2465373895
17;1;1315908.2194694714
18;1;1278824.257452938
19;1;1217751.3421465517
20;1;1307031.303082836
21;1;1330579.9641923774
22;1;1313825.8986912575
23;1;1358032.4598275411
24;1;1422942.4304868148
25;1;1183188.425261556
26;1;1419860.6802641996
27;1;1279880.0392468101
28;1;1476304.1646236521
29;1;1365878.291673266
30;1;1449257.021052678
31;1;1513523.4333841302
32;1;1130222.321468973
33;1;1204736.1686832434
34;1;1526096.54582744
35;1;1358370.4909492396
36;1;1518004.3651405307
37;1;1377271.8550176467
38;1;1397685.1826946058
39;1;1368890.4425393809
40;1;1430418.381567215
41;1;1243797.8457102305
42;1;1534082.3077368808
43;1;1339940.2671415324
44;1;1247149.9869564194
45;1;1478837.7144995793
46;1;1643677.005465798
47;1;1345537.096321743
48;1;1422467.4510632213
49;1;1311482.1075506953
50;1;1497466.7356166812
51;1;1328059.0756916576
52;1;1251528.5249857826
53;1;1510451.8184923124
54;1;1410712.9845160516
55;1;1545034.074099365
56;1;1349964.689421393
57;1;1239223.5935860833
58;1;1467373.1309250423
59;1;1440026.9381728515
60;1;1434283.5233974182
61;1;1411924.9306250266
62;1;1205777.6225510132
63;1;1330604.2542598217
64;1;1376214.5031601987
65;1;1450374.0568844646
66;1;1344672.0873793901
67;1;1267799.8206438972
68;1;1568959.1163793611
69;1;1304391.4649972105
70;1;1526922.772486881
71;1;1190645.8373878757
72;1;1279613.328493617
73;1;1258626.4867759715
74;1;1427674.6159292038
75;1;1431149.904062104
76;1;1358694.7715486332
77;1;1542185.209701285
78;1;1400715.8393076747
79;1;1299266.6870764205
80;1;1456404.0035842992
81;1;1420399.9698369312
82;1;1205848.2422302216
83;1;1360646.9542406795
84;1;1538854.9112022514
85;1;1331414.2508704262
86;1;1391225.774662579
87;1;1474533.6396706249
88;1;1237744.5588685842
89;1;1338966.0791080152
90;1;1199451.023304922
91;1;1262485.987385899
92;1;1546848.0708235553
93;1;1442214.3535268425
94;1;1408533.275895355
95;1;1414340.6988752936
96;1;1381010.056788838
97;1;1493785.5565381125
98;1;1418176.4857154847
99;1;1399838.495023706
100;1;1221301.7715898398
101;1;1458641.7727134621
102;1;1630659.3589412617
103;1;1446741.539931002
104;1;1660475.6261984543
105;1;1250570.235749906
106;1;1352638.4546082183
107;1;1452353.1814795248
108;1;1322023.5043438603
109;1;1346587.226563782
110;1;1352349.9041279329
111;1;1375538.8703540727
112;1;1072491.1956220064
113;1;1503224.800967463
114;1;1417168.2644918591
115;1;1218055.082167597
116;1;1273743.017928171
117;1;1181616.533395038
118;1;1624326.4946438798
119;1;1206965.6191990774
120;1;1239461.8385019824
121;1;1467010.874036076
122;1;1623156.038696873
123;1;1193792.7962786786
124;1;1415355.5973696678
125;1;1698713.0866830586
126;1;1077922.5376348402
127;1;1409082.7123768553
128;1;1310746.207633439
129;1;1085636.77619172
130;1;1555377.603786836
131;1;1519839.71700182
132;1;1097680.438818673
133;1;1409497.0211039563
134;1;1519155.8498571382
135;1;1341719.3123274376
136;1;1153031.3515820166
137;1;1562364.1899506503
138;1;1414638.2229066158
139;1;1511777.1667008495
140;1;1325258.6509181603
141;1;1370942.6977902586
142;1;1433462.8204424253
143;1;1335890.6810935808
144;1;1328651.7641279707
145;1;1263843.3807204575
146;1;1385588.6913278522
147;1;1548538.9834579937
148;1;1376927.4621627026
149;1;1393000.8336077568
150;1;1310755.6802803539
151;1;1446315.5487774392
152;1;1487538.639598379
153;1;1194830.672453116
154;1;1412033.1037056546
155;1;1318243.3972664839
156;1;1434307.4024574063
157;1;1505295.9640985113
158;1;1505832.206333328
159;1;1441906.9764917588
160;1;1503814.0007378333
161;1;1521047.5409326034
162;1;1556292.5026032028
163;1;1399469.4958569175
164;1;1157561.8168574562
165;1;1576261.9946466077
166;1;1329517.826410369
167;1;1482154.4303065483
168;1;1392654.9204769034
1;2;1199313.0107823317
2;2;1433430.953949526
3;2;1301538.8437604064
4;2;1200248.0228771924
5;2;1163848.5899088604
6;2;1368949.6805710136
7;2;1399286.918392593
8;2;1321255.3638912826
9;2;1331720.4688462752
10;2;1243115.4439238487
11;2;1525888.9650011056
12;2;1217667.3407363005
13;2;1241785.6424993104
14;2;1540224.260553704
15;2;1283631.1433279342
16;2;1397060.0924389858
17;2;1519049.1236020895
18;2;1361199.1287100709
19;2;1321715.228296885
20;2;1539615.8441839125
21;2;1473169.7311074836
22;2;1404538.0943400199
23;2;1345693.2058554424
24;2;1374190.925163158
25;2;1249766.3623352805
26;2;1353127.9569105483
27;2;1635493.7092149763
28;2;1311074.4605217013
29;2;1221888.9339427606
30;2;1373248.4230912875
31;2;1583676.1209157447
32;2;1295540.308564281
33;2;1406729.9778984773
34;2;1360681.955858377
35;2;1572865.259162554
36;2;1370165.190558266
37;2;1327594.9474159176
38;2;1372954.1814236308
39;2;1389217.6745179868
40;2;1439910.2828231056
41;2;1342707.455434898
42;2;1304804.6324560102
43;2;1584070.5256124923
44;2;1277411.1544863852
45;2;1307391.8805939835
46;2;1373239.5923565077
47;2;1225740.4825831018
48;2;1559201.0017354297
49;2;1422349.0845972206
50;2;1272856.7927514943
51;2;1225387.5074918645
52;2;1334863.6752241428
53;2;1487534.5769194174
54;2;1413082.485811895
55;2;1271069.1937730818
56;2;1512149.9452775242
57;2;1410240.9811480104
58;2;1437560.9494221094
59;2;1359953.4353333635
60;2;1238894.0589079843
61;2;1212080.1338526057
62;2;1397850.5434962353
63;2;1321076.7109456048
64;2;1332883.6746640727
65;2;1318599.7093150096
66;2;1610236.5308428018
67;2;1253766.5821715319
68;2;1327921.3050942468
69;2;1372251.1092958036
70;2;1554031.5476560807
71;2;1260445.6123880988
72;2;1357479.398899667
73;2;1541175.3819391797
74;2;1117349.4490536037
75;2;1418209.8594044372
76;2;1495952.0097471883
77;2;1267367.8443947518
78;2;1369795.3957795089
79;2;1313320.1273636464
80;2;1254793.7745653328
81;2;1435340.753990174
82;2;1447835.2114652207
83;2;1538829.2524622215
84;2;1287830.6961628043
85;2;1490490.2515112276
86;2;1437175.0104664748
87;2;1158034.0094043973
88;2;1350764.4297239762
89;2;1375984.0325917448
