k;t;r;value
p1;1;1;6387.702
p2;1;1;0.0
p3;1;1;16294.278000000002
p4;1;1;0.0
p5;1;1;0.0
p6;1;1;0.0
p7;1;1;13213.858
p8;1;1;9.5
p9;1;1;0.0
p10;1;1;0.0
p11;1;1;1676.09
p12;1;1;0.0
p13;1;1;0.0
p14;1;1;0.0
p15;1;1;25849.533000000003
p16;1;1;0.0
p17;1;1;20720.111
p18;1;1;0.0
p19;1;1;0.0
p20;1;1;0.0
p21;1;1;18867.798000000003
p22;1;1;0.0
p23;1;1;-0.0
p24;1;1;37769.327999999994
p25;1;1;0.0
p26;1;1;0.0
p27;1;1;4007.4990000000003
p28;1;1;0.0
p1;2;1;7045.459000000001
p2;2;1;0.0
p3;2;1;18508.086000000003
p4;2;1;0.0
p5;2;1;0.0
p6;2;1;0.0
p7;2;1;8512.265
p8;2;1;0.0
p9;2;1;0.0
p10;2;1;0.0
p11;2;1;9669.75
p12;2;1;12582.750000000002
p13;2;1;0.0
p14;2;1;0.0
p15;2;1;27760.440000000006
p16;2;1;0.0
p17;2;1;16973.565000000002
p18;2;1;0.0
p19;2;1;0.0
p20;2;1;0.0
p21;2;1;17170.389
p22;2;1;0.0
p23;2;1;-0.0
p24;2;1;31496.183999999994
p25;2;1;0.0
p26;2;1;0.0
p27;2;1;0.0
p28;2;1;0.0
p1;3;1;7201.4220000000005
p2;3;1;0.0
p3;3;1;26297.109000000004
p4;3;1;0.0
p5;3;1;0.0
p6;3;1;0.0
p7;3;1;10091.224
p8;3;1;0.0
p9;3;1;0.0
p10;3;1;0.0
p11;3;1;4744.624
p12;3;1;19009.500000000004
p13;3;1;0.0
p14;3;1;0.0
p15;3;1;14346.063000000002
p16;3;1;0.0
p17;3;1;24029.243000000002
p18;3;1;0.0
p19;3;1;0.0
p20;3;1;0.0
p21;3;1;0.0
p22;3;1;0.0
p23;3;1;-0.0
p24;3;1;41585.399999999994
p25;3;1;0.0
p26;3;1;0.0
p27;3;1;0.0
p28;3;1;0.0
p1;4;1;7276.013000000001
p2;4;1;-0.0
p3;4;1;13665.381000000001
p4;4;1;-0.0
p5;4;1;-0.0
p6;4;1;-0.0
p7;4;1;8918.030999999999
p8;4;1;-0.0
p9;4;1;-0.0
p10;4;1;-0.0
p11;4;1;3494.0029999999997
p12;4;1;-0.0
p13;4;1;-0.0
p14;4;1;-0.0
p15;4;1;27237.555000000004
p16;4;1;-0.0
p17;4;1;22041.862
p18;4;1;-0.0
p19;4;1;-0.0
p20;4;1;-0.0
p21;4;1;38786.373
p22;4;1;-0.0
p23;4;1;-0.0
p24;4;1;21961.439999999995
p25;4;1;-0.0
p26;4;1;-0.0
p27;4;1;3845.676
p28;4;1;-0.0
p1;5;1;4129.629
p2;5;1;-0.0
p3;5;1;12875.898000000001
p4;5;1;-0.0
p5;5;1;-0.0
p6;5;1;-0.0
p7;5;1;18030.124
p8;5;1;-0.0
p9;5;1;-0.0
p10;5;1;-0.0
p11;5;1;4667.266
p12;5;1;14349.750000000002
p13;5;1;-0.0
p14;5;1;-0.0
p15;5;1;28254.804000000004
p16;5;1;-0.0
p17;5;1;23820.045000000002
p18;5;1;-0.0
p19;5;1;-0.0
p20;5;1;-0.0
p21;5;1;-0.0
p22;5;1;-0.0
p23;5;1;-0.0
p24;5;1;42607.367999999995
p25;5;1;-0.0
p26;5;1;-0.0
p27;5;1;-0.0
p28;5;1;-0.0
p1;6;1;5248.494000000001
p2;6;1;0.0
p3;6;1;10295.835000000001
p4;6;1;0.0
p5;6;1;0.0
p6;6;1;0.0
p7;6;1;19776.682
p8;6;1;0.0
p9;6;1;0.0
p10;6;1;23.072
p11;6;1;7336.116999999999
p12;6;1;17627.250000000004
p13;6;1;0.0
p14;6;1;0.0
p15;6;1;28197.762000000006
p16;6;1;0.0
p17;6;1;22897.672000000002
p18;6;1;0.0
p19;6;1;0.0
p20;6;1;0.0
p21;6;1;0.0
p22;6;1;0.0
p23;6;1;-0.0
p24;6;1;38454.263999999996
p25;6;1;0.0
p26;6;1;0.0
p27;6;1;0.0
p28;6;1;0.0
p1;7;1;5275.618
p2;7;1;0.0
p3;7;1;19671.963000000003
p4;7;1;0.0
p5;7;1;0.0
p6;7;1;0.0
p7;7;1;15436.75
p8;7;1;0.0
p9;7;1;0.0
p10;7;1;0.0
p11;7;1;0.0
p12;7;1;24538.500000000004
p13;7;1;0.0
p14;7;1;0.0
p15;7;1;23273.136000000002
p16;7;1;0.0
p17;7;1;14681.896
p18;7;1;0.0
p19;7;1;0.0
p20;7;1;0.0
p21;7;1;0.0
p22;7;1;0.0
p23;7;1;-0.0
p24;7;1;47195.35199999999
p25;7;1;0.0
p26;7;1;0.0
p27;7;1;0.0
p28;7;1;0.0
p1;8;1;6679.285000000001
p2;8;1;0.0
p3;8;1;15846.633000000002
p4;8;1;0.0
p5;8;1;0.0
p6;8;1;0.0
p7;8;1;13310.889
p8;8;1;0.0
p9;8;1;0.0
p10;8;1;0.0
p11;8;1;4473.870999999999
p12;8;1;20719.500000000004
p13;8;1;0.0
p14;8;1;0.0
p15;8;1;24309.399000000005
p16;8;1;0.0
p17;8;1;24533.22
p18;8;1;0.0
p19;8;1;0.0
p20;8;1;0.0
p21;8;1;0.0
p22;8;1;0.0
p23;8;1;-0.0
p24;8;1;39367.511999999995
p25;8;1;0.0
p26;8;1;0.0
p27;8;1;0.0
p28;8;1;0.0
p1;9;1;7540.472000000001
p2;9;1;0.0
p3;9;1;20518.419
p4;9;1;0.0
p5;9;1;0.0
p6;9;1;0.0
p7;9;1;6342.299
p8;9;1;0.0
p9;9;1;2035.8000000000004
p10;9;1;0.0
p11;9;1;0.0
p12;9;1;0.0
p13;9;1;0.0
p14;9;1;0.0
p15;9;1;46213.52700000001
p16;9;1;0.0
p17;9;1;24751.927
p18;9;1;0.0
p19;9;1;0.0
p20;9;1;0.0
p21;9;1;0.0
p22;9;1;0.0
p23;9;1;-0.0
p24;9;1;32442.047999999995
p25;9;1;0.0
p26;9;1;0.0
p27;9;1;0.0
p28;9;1;0.0
p1;10;1;4929.787
p2;10;1;0.0
p3;10;1;13999.080000000002
p4;10;1;0.0
p5;10;1;0.0
p6;10;1;0.0
p7;10;1;18224.185999999998
p8;10;1;0.0
p9;10;1;0.0
p10;10;1;0.0
p11;10;1;0.0
p12;10;1;10972.500000000002
p13;10;1;0.0
p14;10;1;0.0
p15;10;1;0.0
p16;10;1;0.0
p17;10;1;11686.561
p18;10;1;0.0
p19;10;1;0.0
p20;10;1;0.0
p21;10;1;0.0
p22;10;1;0.0
p23;10;1;-0.0
p24;10;1;92281.53599999998
p25;10;1;0.0
p26;10;1;0.0
p27;10;1;0.0
p28;10;1;0.0
p1;11;1;7974.456000000001
p2;11;1;0.0
p3;11;1;20697.477000000003
p4;11;1;0.0
p5;11;1;0.0
p6;11;1;0.0
p7;11;1;2117.04
p8;11;1;0.0
p9;11;1;0.0
p10;11;1;0.0
p11;11;1;18256.487999999998
p12;11;1;6996.750000000001
p13;11;1;0.0
p14;11;1;0.0
p15;11;1;18966.465000000004
p16;11;1;0.0
p17;11;1;67884.751
p18;11;1;0.0
p19;11;1;0.0
p20;11;1;0.0
p21;11;1;0.0
p22;11;1;0.0
p23;11;1;-0.0
p24;11;1;0.0
p25;11;1;0.0
p26;11;1;0.0
p27;11;1;0.0
p28;11;1;0.0
p1;12;1;16064.189000000002
p2;12;1;0.0
p3;12;1;33386.17800000001
p4;12;1;0.0
p5;12;1;0.0
p6;12;1;0.0
p7;12;1;0.0
p8;12;1;0.0
p9;12;1;0.0
p10;12;1;0.0
p11;12;1;11294.267999999998
p12;12;1;0.0
p13;12;1;0.0
p14;12;1;0.0
p15;12;1;9602.070000000002
p16;12;1;0.0
p17;12;1;1321.751
p18;12;1;0.0
p19;12;1;0.0
p20;12;1;0.0
p21;12;1;0.0
p22;12;1;0.0
