t;r;value
1;1;584649.1780969311
2;1;732324.4713522409
3;1;715249.0830842109
4;1;709152.200752683
5;1;704856.1608335773
6;1;788405.0412808724
7;1;573321.0715365424
8;1;682728.9066631895
9;1;769177.846825598
10;1;675768.9599501747
11;1;604675.0245863101
12;1;666255.9125880012
13;1;810336.343145092
14;1;686327.8825461144
15;1;666013.6167429112
16;1;819792.3940262358
17;1;747906.2024435095
18;1;727472.065263381
19;1;677906.3336933369
20;1;743095.3619822838
21;1;712221.9927353193
22;1;741913.3454950413
23;1;745974.805631899
24;1;803390.3919693714
25;1;651245.0216180668
26;1;801195.4159837763
27;1;662796.9270946918
28;1;830027.7625218799
29;1;754527.0922874507
30;1;783944.5785945882
31;1;874010.7847060035
32;1;676642.6083723638
33;1;674416.51470271
34;1;888275.4275614747
35;1;798482.2991856429
36;1;874253.3909876425
37;1;783538.9417816311
38;1;828017.0903292036
39;1;759977.6996913293
40;1;842102.8937908116
41;1;744234.0282024704
42;1;851076.836159915
43;1;730730.2894138531
44;1;722173.9064732606
45;1;856072.9496619616
46;1;880505.6458511883
47;1;746051.2554932928
48;1;781057.5079332073
49;1;695914.1535027702
50;1;845812.0175750441
51;1;726297.3290043265
52;1;768463.9846055968
53;1;843130.0970187869
54;1;763854.8844563151
55;1;830543.1229438732
56;1;747384.1019765933
57;1;693372.8049487681
58;1;791943.0146893415
59;1;748887.688296602
60;1;771738.0984333914
61;1;768356.3752127436
62;1;637507.5620710797
63;1;781263.6522651664
64;1;767873.8365472368
65;1;831511.5732484928
66;1;701096.0039853911
67;1;717045.8919609305
68;1;843956.4770463454
69;1;709972.0848946848
70;1;855963.5238166167
71;1;647839.2228708053
72;1;707955.9944245713
73;1;705614.3375809051
74;1;792723.5259475334
75;1;804737.4557235258
76;1;759491.6175319261
77;1;856879.2421955285
78;1;782737.4057616577
79;1;690777.2166116453
80;1;855981.1227075076
81;1;819513.7563797532
82;1;664434.1973349634
83;1;776543.2497593279
84;1;789578.1647732942
85;1;682454.011574489
86;1;742458.5522288639
87;1;779991.3032426947
88;1;714911.0289831584
89;1;718239.0997688139
90;1;724629.6725551113
91;1;741001.3571754461
