t;r;value
1;1;977993.9926760935
2;1;1208002.96315792
3;1;1176232.8746370932
4;1;1169915.63531145
5;1;1161989.6832823872
6;1;1280366.8879926568
7;1;969514.3028783437
8;1;1119636.1694997381
9;1;1236714.9436508368
10;1;1141992.8607522838
11;1;1017338.867799479
12;1;1091222.6205840725
13;1;1284668.1655255342
14;1;1122267.1721096702
15;1;1090310.1489154217
16;1;1305713.246868687
17;1;1216081.5673231503
18;1;1188205.0458352324
19;1;1086930.9714473183
20;1;1185967.859630457
21;1;1153430.0998096731
22;1;1282766.8196267197
23;1;1405774.4382907914
24;1;1370999.3232959334
25;1;1139159.0047478562
26;1;1364762.4622073036
27;1;1163518.0375424821
28;1;1389669.403669948
29;1;1286322.4844626084
30;1;1291574.3609621874
31;1;1408023.2626003134
32;1;1052944.414232524
33;1;1045057.514126376
34;1;1389462.5459256074
35;1;1229148.8041361263
36;1;1349651.8697017292
37;1;1184366.5367958613
38;1;1262366.2806580705
39;1;1177500.4867948464
40;1;1270971.151957507
41;1;1149864.4775865695
42;1;1318601.7823412525
43;1;1287247.894408179
44;1;1208637.1728074406
45;1;1461326.700321777
46;1;1451964.532747836
47;1;1316510.06076584
48;1;1282956.2599317986
49;1;1118499.0086301693
50;1;1310683.0903196624
51;1;1120333.8154076035
52;1;1187488.3837715348
53;1;1375597.6807357233
54;1;1150183.8388155384
55;1;1266709.5619446205
56;1;1261234.5732431642
57;1;1083500.8339044296
58;1;1243108.3250081122
59;1;1206514.0464541186
60;1;1242147.4088935405
61;1;1250675.4017566475
62;1;998593.7157236282
63;1;1250256.6010242233
64;1;1350918.7561043617
65;1;1411915.295553646
66;1;1275653.606353075
67;1;1243706.6465841727
68;1;1415276.134596611
69;1;1201055.2052316375
70;1;1327432.2389651418
71;1;1072811.0322569902
72;1;1160374.2901684828
73;1;1125811.9080264273
74;1;1266912.64203012
75;1;1269340.032638757
76;1;1156517.7577630715
77;1;1353682.401610326
78;1;1223193.7626797874
79;1;1114724.5109546098
80;1;1319427.8182016306
81;1;1250142.0754938917
82;1;1048016.9514187556
83;1;1233304.5623603452
84;1;1295540.0071482034
85;1;1245984.6590645073
86;1;1306716.0807527467
87;1;1401071.2694695392
88;1;1183958.2582636953
89;1;1184318.5489298862
90;1;1231135.6209486763
91;1;1193325.7716478102
92;1;1360277.3457797866
93;1;1366179.4080482507
