t;r;value
1;1;1100085.0246997084
2;1;1354832.9706943114
3;1;1317263.521621983
4;1;1311160.4840051904
5;1;1305796.5944385885
6;1;1430245.9912692748
7;1;1088324.342593952
8;1;1349412.8628440872
9;1;1480257.47340602
10;1;1341751.0011706196
11;1;1183015.814765423
12;1;1283129.2534000364
13;1;1478570.4299982921
14;1;1291356.0132948235
15;1;1312844.9135066085
16;1;1554276.0388326244
17;1;1402216.4757502067
18;1;1322881.878381887
19;1;1284805.6345047024
20;1;1370585.8420249121
21;1;1343705.8478940162
22;1;1349144.9109837464
23;1;1430195.093291163
24;1;1456761.8036608936
25;1;1210683.4722453859
26;1;1423923.3559361175
27;1;1209228.4456893476
28;1;1467140.0543780483
29;1;1407519.4443025116
30;1;1399407.301266348
31;1;1467439.5253450994
32;1;1190569.795147682
33;1;1174873.1069594023
34;1;1552221.6785038668
35;1;1353226.3494444033
36;1;1514430.3378922497
37;1;1341143.7138119224
38;1;1414514.6151137496
39;1;1369525.3069814607
40;1;1447106.7386165163
41;1;1248389.8003248696
42;1;1473333.4452653786
43;1;1361479.846773819
44;1;1298418.6846204065
45;1;1567749.6474034097
46;1;1504247.74809753
47;1;1304894.0101491292
48;1;1375835.0224607014
49;1;1262479.1165437722
50;1;1517118.1370910332
51;1;1204822.1244174386
52;1;1300055.465364181
53;1;1527011.3555020783
54;1;1309984.0850320992
55;1;1418704.9442667256
56;1;1425365.277254562
57;1;1298603.5422067263
58;1;1450907.2204887106
59;1;1417405.6086248427
60;1;1413316.6428699046
61;1;1391485.9332246778
62;1;1132390.0194639731
63;1;1407110.923786077
64;1;1459077.8625467455
65;1;1445788.7268396022
66;1;1350906.9553057442
67;1;1369108.6717822114
68;1;1519182.598104346
69;1;1291332.914185804
70;1;1459992.366128392
71;1;1205790.6278114112
72;1;1303546.551544523
73;1;1269587.2968919547
74;1;1441947.1963375164
75;1;1390649.1323146424
76;1;1271616.7863584836
77;1;1517298.9048723916
78;1;1444449.427138253
79;1;1298732.2037163223
80;1;1521550.351700502
81;1;1427421.380244623
82;1;1179591.239250923
83;1;1392803.9436550345
84;1;1403585.7107773244
85;1;1273593.1116372815
86;1;1362868.3689162652
87;1;1487476.5776515652
88;1;1304274.3039098002
89;1;1244778.0298169432
90;1;1318034.3201016032
91;1;1309206.4267405793
92;1;1579920.4261889616
93;1;1556874.486984387
94;1;1447242.5720814667
95;1;1519194.7842372176
96;1;1368313.2907763184
97;1;1334141.460889086
98;1;1350000.5557160424
99;1;1390907.6971582528
100;1;1275441.3888343573
101;1;1454377.8995279896
102;1;1487932.4083056794
103;1;1436628.1660703942
104;1;1504198.757518257
105;1;1405594.1051505846
106;1;1293191.4376562634
107;1;1392173.5726257365
108;1;1339940.2544125477
109;1;1352522.5696380304
110;1;1356982.6064120797
111;1;1337275.6057171226
112;1;1060157.9309217217
113;1;1548158.8246864835
114;1;1432188.5340693078
115;1;1329861.812853715
116;1;1295333.040964783
117;1;1218960.2520274809
118;1;1540382.9708296177
119;1;1206264.5299131377
120;1;1269171.1588816047
121;1;1544034.9933609688
122;1;1613651.4774706895
123;1;1215462.0983774848
124;1;1373275.3398102056
125;1;1565138.003696612
126;1;1170431.5275788982
127;1;1483996.2822425214
128;1;1416427.5882269249
129;1;1120711.70142083
130;1;1487586.8479781451
131;1;1389799.6693472955
132;1;1075118.7355740552
133;1;1379820.42410888
134;1;1572942.3543833157
135;1;1387253.1438897043
136;1;1194686.4267791072
137;1;1541176.3860381548
138;1;1423452.063240792
139;1;1444779.7120855586
140;1;1292727.8544650122
141;1;1360886.4483973775
142;1;1420180.1004019598
143;1;1348153.0244788653
144;1;1348601.3543795876
145;1;1272221.307319149
146;1;1378381.0978686227
147;1;1491158.7828276407
148;1;1473988.502303262
149;1;1371834.380910092
150;1;1392051.5201986833
151;1;1430398.2326788763
152;1;1528722.061992422
153;1;1171887.3295086874
154;1;1357279.33765988
155;1;1291694.7242331305
156;1;1485323.2063080329
157;1;1594038.9328011859
158;1;1504452.5849392638
159;1;1324797.2184494613
160;1;1370992.2816568098
161;1;1507541.4431600499
162;1;1479550.2948313905
163;1;1334647.9987240287
164;1;1238031.4348456324
165;1;1384601.890422153
166;1;1359520.0525446557
167;1;1469652.6150157938
168;1;1355776.5705470257
1;2;1199321.0145968972
2;2;1433490.9848681598
3;2;1301446.0935245473
4;2;1200254.1622281838
5;2;1163851.9376979966
