t;r;value
1;1;805196.8335436877
2;1;1000108.5364707417
3;1;977570.6703466608
4;1;968578.8183463773
5;1;959582.1216699379
6;1;1066889.8764218986
7;1;797905.8811210466
8;1;1003518.1066976123
9;1;1120592.9376203017
10;1;989785.7192637121
11;1;907076.0954511886
12;1;971455.8114012372
13;1;1146978.5079414921
14;1;1015229.6678682133
15;1;985348.6565944811
16;1;1156809.6625458857
17;1;1031094.8217555858
18;1;1031489.0718076153
19;1;1006879.3829737228
20;1;1053136.8507124227
21;1;1054075.8766514203
22;1;996597.7975374036
23;1;1052022.5998340114
24;1;1051727.0606478276
25;1;888649.2804675028
26;1;1080617.49987811
27;1;948661.4544816772
28;1;1137179.9049375467
29;1;1051360.2635047121
30;1;1043982.7829198679
31;1;1119546.4365238731
32;1;895863.7064570482
33;1;915027.3654197222
34;1;1205887.649970489
35;1;1057018.999457348
36;1;1159057.8431787754
37;1;1008560.9556643323
38;1;1051544.3421436297
39;1;1036238.9412896514
40;1;1075265.4760467983
41;1;956069.7276387517
42;1;1130123.3177577413
43;1;972003.1743925773
44;1;969394.8156023931
45;1;1133531.622432912
46;1;1151853.9246448025
47;1;990500.7861515874
48;1;1032383.0232169097
49;1;946538.0940514167
50;1;1142112.2041851026
51;1;952111.4947082675
52;1;985180.1695274645
53;1;1113407.7919790638
54;1;1000757.0287823898
55;1;1078368.4161649984
56;1;1069468.094678028
57;1;957781.715565305
58;1;1070444.9765797604
59;1;1047082.1075060295
60;1;1009597.5491010123
61;1;1078299.6981907769
62;1;871664.7885623024
63;1;1088639.648139005
64;1;1061792.4907931858
65;1;1084699.9714584998
66;1;1008162.2805931726
67;1;1017694.5227375363
68;1;1137028.2351907378
69;1;975424.6116116415
70;1;1117689.3349226594
71;1;886422.0629528437
72;1;969963.4236007807
73;1;957256.6636196396
74;1;1074311.964447285
75;1;1086980.3718949019
76;1;946655.5322154224
77;1;1149152.9650228603
78;1;1043139.3657344759
79;1;961243.5781669298
80;1;1176424.2071438448
81;1;1091821.9629737593
82;1;902840.1138464067
83;1;1046290.503444721
84;1;1088410.779425302
85;1;907050.3155639056
86;1;995104.0432604612
87;1;1101315.1611448647
88;1;986490.9157330362
89;1;955930.6041543023
90;1;1014211.8136206106
91;1;1011259.3543986203
92;1;1191242.0246201204
93;1;1128014.9911121482
94;1;1035582.8010356822
95;1;1090272.2450892106
96;1;1055644.8687829801
97;1;1096616.3623165707
98;1;1061504.7918810784
99;1;1030524.0004901369
100;1;949467.2012730271
101;1;1065191.7024954278
102;1;1148895.880960876
103;1;1098879.1096388963
104;1;1118610.4863730152
105;1;1056203.0333010762
106;1;980349.8481983506
107;1;1031116.0097930616
108;1;976206.0242592813
109;1;1015762.1080060296
110;1;1012398.583672618
111;1;1015791.8976080581
112;1;798631.0303264194
113;1;1147721.7191225449
114;1;991964.7110143926
115;1;1050207.2299480715
116;1;959338.6746434777
117;1;933130.8680138083
118;1;1187297.0815264555
119;1;937925.6443783931
120;1;954606.9822154859
121;1;1146165.9577659217
122;1;1222276.2234323588
123;1;886201.9414471869
124;1;1059182.4995393392
125;1;1221489.5460939896
126;1;912563.2860230205
127;1;1069917.7182141715
128;1;1000146.3497518125
129;1;829056.5543086289
130;1;1149414.009403266
131;1;1074929.0214689095
132;1;813830.9698594334
133;1;1088297.8981581274
134;1;1173810.9957238964
135;1;980038.9840779423
136;1;917733.7088472003
137;1;1192986.020077461
138;1;1034672.3130276251
139;1;1158837.1499692737
140;1;1004676.0545448186
141;1;1004487.3001572898
142;1;1072352.2335387575
143;1;1001342.9879314848
144;1;986980.6573512012
145;1;983025.2688935741
146;1;1033743.6113028314
147;1;1129471.4958577466
148;1;1078285.8821725943
149;1;1071917.7605471702
150;1;995612.0038534163
151;1;1054188.1780865474
152;1;1175008.2248674456
153;1;906237.7973340587
154;1;1028744.4179830756
155;1;1008755.4132667094
156;1;1043831.8859868795
157;1;1179306.358006983
158;1;1155184.8662099475
159;1;1055775.977509973
160;1;993913.5567296667
161;1;1123129.9531417044
162;1;1069991.8582459441
163;1;998534.4012219803
164;1;907287.2662492106
165;1;1072954.0373363465
166;1;1001688.4880177234
167;1;1095478.2525956875
168;1;1013338.9605095976
1;2;893383.3110523365
2;2;1059095.983414246
3;2;955627.4264286705
4;2;895588.7089440562
5;2;858266.0173737388
6;2;1015631.4481422199
7;2;1023750.1459923877
8;2;1028683.2623644619
9;2;1011102.8639466725
10;2;979025.4630322405
11;2;1196382.9225063792
12;2;965364.6483704633
13;2;964893.9413375692
14;2;1200337.920006514
15;2;965505.8079994188
16;2;1113978.4408373237
17;2;1126112.545236209
18;2;1045611.5206585415
19;2;989138.9812922055
20;2;1084590.493768809
21;2;1054880.7425372275
22;2;1052025.9823503902
23;2;987752.1426421858
24;2;1043626.4107287927
25;2;948506.4151588185
26;2;1033557.9646661317
27;2;1242518.7018356095
28;2;943208.4099844488
29;2;903791.082771594
30;2;1034205.5990845613
31;2;1144998.4632462896
32;2;982980.2479683807
33;2;1088906.1193092775
34;2;1023630.348869229
35;2;1138101.9468291327
36;2;1053361.6507772743
