t;r;value
1;1;977992.3438193381
2;1;1208001.3642667043
3;1;1176231.7952624294
4;1;1169912.9646234524
5;1;1161981.0982659815
6;1;1280364.0506500478
7;1;969510.1688778644
8;1;1158662.6440664052
9;1;1240406.9684055347
10;1;1149165.6574729364
11;1;1004158.2346072289
12;1;1115581.9891070835
13;1;1322380.790635653
14;1;1145352.833063445
15;1;1125504.8157191877
16;1;1338925.9655377076
17;1;1206506.4753943607
18;1;1177260.63103014
19;1;1173327.3525947605
20;1;1244169.9429490555
21;1;1183410.7380697092
22;1;1138008.9323691807
23;1;1226674.314231135
24;1;1278682.4752436
25;1;1070666.9056996228
26;1;1259727.2256986971
27;1;1141835.9971570096
28;1;1302370.922144431
29;1;1204593.6795307933
30;1;1278670.3032517629
31;1;1338970.0615777285
32;1;1021099.9570318721
33;1;1024727.2044766403
34;1;1438926.6694862652
35;1;1224856.1527810604
36;1;1389154.4786786705
37;1;1197069.9539549479
38;1;1327989.1409127158
39;1;1138394.9762829593
40;1;1334634.587103243
41;1;1164901.007957302
42;1;1377807.637338825
43;1;1186938.2148529987
44;1;1127754.6359577877
45;1;1404856.965954833
46;1;1442187.3042553666
47;1;1210877.6864686743
48;1;1280070.0039840206
49;1;1220311.6485538667
50;1;1339822.776083147
51;1;1168598.2835955305
52;1;1180666.140130274
53;1;1289308.32416809
54;1;1193884.626150225
55;1;1389126.2437609574
56;1;1285614.9042273005
57;1;1127465.1810775842
58;1;1288499.225472756
59;1;1267405.2852576978
60;1;1293503.057418151
61;1;1315517.6178046146
62;1;1061286.294212968
63;1;1317612.2868014188
64;1;1255895.6409041882
65;1;1352661.0190270185
66;1;1158488.4251211465
67;1;1168916.2325663615
68;1;1350030.083626542
69;1;1187304.5773891162
70;1;1315629.9760370045
71;1;1068823.046152512
72;1;1160979.7180637638
73;1;1139768.5318669993
74;1;1271909.2132991422
75;1;1270165.027664434
76;1;1236092.1485069247
77;1;1382923.0469317837
78;1;1225129.0320690055
79;1;1154918.1550628801
80;1;1342461.1834655814
81;1;1277471.795719933
82;1;1060454.902108639
83;1;1228615.831387181
84;1;1358698.7911685847
85;1;1190664.5923395823
86;1;1197153.391315657
87;1;1221870.6869818363
88;1;1163192.6956700087
89;1;1187405.727283795
90;1;1195980.69737479
91;1;1186486.768819523
92;1;1368341.5357675618
93;1;1380587.4261526815
94;1;1315319.6827079214
95;1;1423141.0423481287
96;1;1196961.1328151317
97;1;1250073.5589753967
98;1;1165853.6754056592
99;1;1192486.5932603166
100;1;1147912.7787924486
101;1;1315679.4486501417
102;1;1407944.1183264244
103;1;1351690.7572051864
104;1;1425874.1741996356
105;1;1234742.902470225
106;1;1252415.770341818
107;1;1236351.5779416955
108;1;1227070.8609796693
109;1;1233169.9592929792
110;1;1274696.3456653925
111;1;1219451.494767576
112;1;974129.7804165703
113;1;1340156.7590725056
114;1;1252003.5394450012
115;1;1239777.9210003559
116;1;1171753.363798563
117;1;1074840.9524466335
118;1;1335612.6909697219
119;1;1082288.1673014842
120;1;1136417.7648567301
121;1;1332879.924784598
122;1;1424458.690956368
123;1;1093052.7670483436
124;1;1279809.9239943828
125;1;1433860.582637586
126;1;1036506.872195141
127;1;1288544.2098426763
128;1;1273087.087548578
129;1;991038.6349772019
130;1;1335431.2196482948
131;1;1353413.394481923
132;1;985683.4428584306
133;1;1292165.5030202388
134;1;1396079.6029011374
135;1;1187832.4800762292
136;1;1065612.953456544
137;1;1361144.9739563307
138;1;1234877.8556007522
139;1;1279431.9760158416
140;1;1150052.7122339564
141;1;1176016.500289097
142;1;1356701.6793958484
143;1;1199128.3182824007
144;1;1199111.9600447835
145;1;1117510.364022234
146;1;1279465.5172882602
147;1;1340691.827223015
148;1;1255362.7723707366
149;1;1256302.8196965808
150;1;1223921.61222141
151;1;1290510.1426340146
152;1;1438597.3164532932
153;1;1088482.2670486628
154;1;1211861.7106961191
155;1;1191593.3079738251
156;1;1290414.139371359
157;1;1398923.1717012108
158;1;1415011.0676570495
159;1;1228298.5651285583
160;1;1340814.6151101906
161;1;1364131.866744743
162;1;1406831.7512809352
163;1;1256970.2698163802
164;1;1092574.4874930764
165;1;1218465.1763561775
166;1;1229421.5254709972
167;1;1330599.0895303148
168;1;1303810.0343852965
1;2;1073282.0754295734
2;2;1278451.2300724685
3;2;1158266.2956954583
4;2;1074828.5549039645
5;2;1037662.0181128152
6;2;1222822.372100294
7;2;1241821.271368178
8;2;1220621.5958141976
9;2;1172376.213063657
10;2;1142050.7675754162
11;2;1359119.0651990147
12;2;1100761.8494239831
13;2;1113759.4114378165
14;2;1378723.5144455095
15;2;1138685.9428034534
16;2;1314584.723297564
17;2;1352780.5965926468
18;2;1230979.41974589
19;2;1207957.8788376956
20;2;1412688.5231512708
21;2;1240468.1917413417
22;2;1246590.7468706325
23;2;1217867.0881476537
24;2;1215902.0577658173
25;2;1141381.9485507663
26;2;1228781.7802273517
27;2;1479759.2030957043
28;2;1134075.8298391176
29;2;1098638.5765067893
30;2;1225120.0382203816
31;2;1388847.4940959332
32;2;1154880.6759873268
33;2;1222591.6536015817
34;2;1217377.4614407069
35;2;1346837.0150680307
36;2;1260319.4930369218
37;2;1139428.1221206738
38;2;1251048.041140417
39;2;1233486.9815065311
40;2;1334532.4950043361
41;2;1146692.170618381
42;2;1245410.805076848
43;2;1395280.666997691
44;2;1149878.275328513
45;2;1161108.8606657845
46;2;1245880.2322402974
47;2;1082594.5611998695
48;2;1408881.5374204936
49;2;1237710.275039262
50;2;1107434.8767492098
51;2;1115540.8557218371
52;2;1216620.3857851657
53;2;1323042.8462205273
54;2;1324050.5141724946
55;2;1122219.9203015491
56;2;1362205.7680674042
57;2;1267531.915795307
58;2;1312892.5390362956
59;2;1222334.6673640932
60;2;1054570.3845606393
61;2;1078047.1473658143
62;2;1322689.483650439
63;2;1201937.4138280135
64;2;1149230.2773835144
65;2;1246614.8414772819
66;2;1360885.7799332682
67;2;1178931.5502587364
68;2;1204060.3535967316
69;2;1180588.2584230173
70;2;1356448.184250388
71;2;1142952.6031692089
72;2;1243596.0692550542
73;2;1318759.5386687017
74;2;1004655.8188318973
75;2;1371726.2775056828
76;2;1143575.1227611252
77;2;1172413.5339196916
78;2;1245119.127364054
79;2;1178756.6899793842
80;2;1164724.25171747
81;2;1293639.4051083648
82;2;1261770.9277368789
83;2;1382946.1304674267
84;2;1226905.1114118092
85;2;1369018.0821471044
86;2;1280872.6577697482
87;2;1017032.4037061519
88;2;1211987.115168925
89;2;1246312.688836638
90;2;1231436.5429387516
91;2;1182714.9847980002
92;2;1177752.5028079657
93;2;1281015.2232415006
94;2;1275980.355783549
95;2;1353167.8805659742
96;2;1261678.2476351575
97;2;1308959.066539069
98;2;1188836.2316513874
99;2;1231558.7619399813
100;2;1183853.047322349
101;2;1207084.969811989
102;2;1147818.5953835002
103;2;1364139.9780908718
104;2;1051212.1765192708
105;2;1157164.0531932407
106;2;1135825.0273161603
107;2;1294535.236571828
108;2;1176163.7149644978
109;2;1182078.8149057883
110;2;1295277.8159671638
111;2;1444039.3543589942
112;2;1223459.1976913367
113;2;1192395.6402674494
114;2;1151925.457628286
115;2;1233941.2029878916
116;2;1151788.6142819906
117;2;1279197.3981338812
118;2;1243171.09075886
119;2;1016849.8096244119
120;2;1381961.0918416297
121;2;1258279.5873436185
122;2;1245722.252205968
123;2;1308383.0102049932
124;2;1012429.1125760067
125;2;1364995.3143462432
126;2;1124240.263088279
127;2;1203137.121932378
128;2;1338240.6756630635
129;2;1274527.6660622703
130;2;1323408.3011659095
131;2;1218757.2370729903
132;2;1377160.9021972546
133;2;1089843.9437301746
134;2;1311643.827344506
135;2;1428141.889154463
136;2;1297529.2142026506
137;2;1292917.8350348026
138;2;1015395.9317545119
139;2;1325114.9481571713
140;2;1355251.7154502955
141;2;1218450.9910802646
142;2;1298755.6682539582
143;2;1279743.051952335
144;2;1296494.7688666533
145;2;1145518.283615425
