k;t;r;value
p1;1;1;9656.143999999982
p2;1;1;-0.0
p3;1;1;24677.448000000004
p4;1;1;-0.0
p5;1;1;-0.0
p6;1;1;-0.0
p7;1;1;16292.387000000024
p8;1;1;-0.0
p9;1;1;-0.0
p10;1;1;-0.0
p11;1;1;10353.079
p12;1;1;9219.750000000002
p13;1;1;-0.0
p14;1;1;-0.0
p15;1;1;35632.236000000004
p16;1;1;-0.0
p17;1;1;28926.378000000164
p18;1;1;-0.0
p19;1;1;-0.0
p20;1;1;-0.0
p21;1;1;4815.099
p22;1;1;-0.0
p23;1;1;-0.0
p24;1;1;54794.879999999794
p25;1;1;-0.0
p26;1;1;-0.0
p27;1;1;-0.0
p28;1;1;-0.0
p1;2;1;9656.143999999982
p2;2;1;-0.0
p3;2;1;24677.448000000004
p4;2;1;-0.0
p5;2;1;-0.0
p6;2;1;-0.0
p7;2;1;16292.387000000062
p8;2;1;-0.0
p9;2;1;-0.0
p10;2;1;-0.0
p11;2;1;10353.079
p12;2;1;9219.750000000002
p13;2;1;-0.0
p14;2;1;-0.0
p15;2;1;35632.236000000004
p16;2;1;-0.0
p17;2;1;28926.377999999968
p18;2;1;-0.0
p19;2;1;-0.0
p20;2;1;-0.0
p21;2;1;4815.099
p22;2;1;-0.0
p23;2;1;-0.0
p24;2;1;54794.87999999998
p25;2;1;-0.0
p26;2;1;-0.0
p27;2;1;-0.0
p28;2;1;-0.0
p1;3;1;9656.143999999982
p2;3;1;-0.0
p3;3;1;24677.448000000004
p4;3;1;-0.0
p5;3;1;-0.0
p6;3;1;-0.0
p7;3;1;16292.387000000024
p8;3;1;-0.0
p9;3;1;-0.0
p10;3;1;-0.0
p11;3;1;10353.079
p12;3;1;9219.750000000002
p13;3;1;-0.0
p14;3;1;-0.0
p15;3;1;35632.236000000004
p16;3;1;-0.0
p17;3;1;28926.37800000007
p18;3;1;-0.0
p19;3;1;-0.0
p20;3;1;-0.0
p21;3;1;4815.099
p22;3;1;-0.0
p23;3;1;-0.0
p24;3;1;54794.8799999999
p25;3;1;-0.0
p26;3;1;-0.0
p27;3;1;-0.0
p28;3;1;-0.0
