f;t;r;value
Entero;1;1;3289.1024561809727
Medio Pollo;1;1;3336.9122631547493
Medio Pollo Superior;1;1;2284.8936941775837
Medio Pollo Inferior;1;1;3015.401209341457
Cuarto de Pollo Superior;1;1;2394.7281693854966
Muslo Entero;1;1;1942.2386610424453
Pechuga Completa;1;1;2601.1039977954993
Ala Completa;1;1;829.6865276950867
Media Pechuga;1;1;3440.465115842437
Blanqueta;1;1;615.10454381765
Alón;1;1;420.539813350891
Punta;1;1;158.7153369939779
Jamoncito;1;1;2132.905339071993
Medio Muslo;1;1;2125.8087407843627
Entero;2;1;2925.748342154821
Medio Pollo;2;1;3391.0925043256907
Medio Pollo Superior;2;1;3680.035572862043
Medio Pollo Inferior;2;1;1698.0635032756702
Cuarto de Pollo Superior;2;1;3616.895085915622
Muslo Entero;2;1;1917.4024614937464
Pechuga Completa;2;1;3635.3249465927797
Ala Completa;2;1;931.187600896503
Media Pechuga;2;1;2597.4761652452526
Blanqueta;2;1;675.0253733055209
Alón;2;1;292.2077056515261
Punta;2;1;191.33284902205432
Jamoncito;2;1;2137.2180915305003
Medio Muslo;2;1;4777.496017254698
Entero;3;1;1889.116847857002
Medio Pollo;3;1;3138.179041139529
Medio Pollo Superior;3;1;3152.4470667811665
Medio Pollo Inferior;3;1;2696.2127067377114
Cuarto de Pollo Superior;3;1;2084.1791338189687
Muslo Entero;3;1;3138.47070699093
Pechuga Completa;3;1;2323.4223926107275
Ala Completa;3;1;1320.0936984225673
Media Pechuga;3;1;3582.2711191018157
Blanqueta;3;1;290.8012455787462
Alón;3;1;237.27733300258896
Punta;3;1;147.1837062707648
Jamoncito;3;1;2637.644782402732
Medio Muslo;3;1;4522.72359049423
Entero;4;1;2053.6717172200224
Medio Pollo;4;1;1981.4491806469248
Medio Pollo Superior;4;1;3518.639196268732
Medio Pollo Inferior;4;1;3333.6427830840817
Cuarto de Pollo Superior;4;1;3910.0126743535416
Muslo Entero;4;1;2741.180633834298
Pechuga Completa;4;1;3570.704323262276
Ala Completa;4;1;961.2213511406445
Media Pechuga;4;1;3577.670367189759
Blanqueta;4;1;457.96196244393207
Alón;4;1;202.0935749780183
Punta;4;1;100.5924748254624
