k;t;r;value
p1;1;1;13060.205999972975
p2;1;1;-0.0
p3;1;1;32718.780000000006
p4;1;1;-0.0
p5;1;1;-0.0
p6;1;1;-0.0
p7;1;1;19432.663
p8;1;1;-0.0
p9;1;1;-0.0
p10;1;1;-0.0
p11;1;1;12983.251000000595
p12;1;1;28115.250000000004
p13;1;1;-0.0
p14;1;1;-0.0
p15;1;1;35698.785000050506
p16;1;1;8027.075999999999
p17;1;1;27015.069000001913
p18;1;1;-0.0
p19;1;1;-0.0
p20;1;1;-0.0
p21;1;1;-0.0
p22;1;1;-0.0
p23;1;1;-0.0
p24;1;1;67417.27199998287
p25;1;1;-0.0
p26;1;1;-0.0
p27;1;1;-0.0
p28;1;1;-0.0
p1;2;1;13060.20599997297
p2;2;1;-0.0
p3;2;1;32718.780000000006
p4;2;1;-0.0
p5;2;1;-0.0
p6;2;1;-0.0
p7;2;1;19432.663
p8;2;1;-0.0
p9;2;1;-0.0
p10;2;1;-0.0
p11;2;1;12983.250999999998
p12;2;1;28115.250000000004
p13;2;1;-0.0
p14;2;1;-0.0
p15;2;1;35698.78500004097
p16;2;1;8027.075999999999
p17;2;1;27015.069000001913
p18;2;1;-0.0
p19;2;1;-0.0
p20;2;1;-0.0
p21;2;1;-0.0
p22;2;1;-0.0
p23;2;1;-0.0
p24;2;1;67417.27199999431
p25;2;1;-0.0
p26;2;1;-0.0
p27;2;1;-0.0
p28;2;1;-0.0
p1;3;1;13060.205999972988
p2;3;1;-0.0
p3;3;1;32718.780000000006
p4;3;1;-0.0
p5;3;1;-0.0
p6;3;1;-0.0
p7;3;1;19432.663
p8;3;1;-0.0
p9;3;1;-0.0
p10;3;1;-0.0
p11;3;1;12983.251000007553
p12;3;1;28115.250000000004
p13;3;1;-0.0
p14;3;1;-0.0
p15;3;1;35698.78500003539
p16;3;1;8027.075999999999
p17;3;1;27015.069000001913
p18;3;1;-0.0
p19;3;1;-0.0
p20;3;1;-0.0
p21;3;1;-0.0
p22;3;1;-0.0
p23;3;1;-0.0
p24;3;1;67417.27199999428
p25;3;1;-0.0
p26;3;1;-0.0
p27;3;1;-0.0
p28;3;1;-0.0
p1;4;1;13060.205999972988
p2;4;1;-0.0
p3;4;1;32718.780000000006
p4;4;1;-0.0
p5;4;1;-0.0
p6;4;1;-0.0
p7;4;1;19432.663
p8;4;1;-0.0
p9;4;1;-0.0
p10;4;1;-0.0
p11;4;1;12983.251000001172
p12;4;1;28115.250000000004
p13;4;1;-0.0
p14;4;1;-0.0
p15;4;1;35698.785000040094
p16;4;1;8027.075999999999
p17;4;1;27015.069000001913
p18;4;1;-0.0
p19;4;1;-0.0
p20;4;1;-0.0
p21;4;1;-0.0
p22;4;1;-0.0
p23;4;1;-0.0
p24;4;1;67417.27199999428
p25;4;1;-0.0
p26;4;1;-0.0
p27;4;1;-0.0
p28;4;1;-0.0
p1;5;1;13060.205999972995
p2;5;1;-0.0
p3;5;1;16326.834000000003
p4;5;1;-0.0
p5;5;1;20492.45000000004
p6;5;1;-0.0
p7;5;1;28315.41
p8;5;1;-0.0
