t;r;value
1;1;1100090.5158598241
2;1;1354790.8863566208
3;1;1317269.2022138387
4;1;1311200.1847461257
5;1;1305786.3525877276
6;1;1430228.3798878524
7;1;1088341.6986396909
8;1;1254941.2244033995
9;1;1383483.7049432057
10;1;1285827.9130491875
11;1;1144133.064685029
12;1;1220694.431570555
13;1;1428888.6007563174
14;1;1254453.6945775165
15;1;1219154.8187364284
16;1;1456666.4911180625
17;1;1357888.4374722862
18;1;1330789.9694592806
19;1;1212113.0057303195
20;1;1321276.2287843723
21;1;1286563.204731109
22;1;1280355.522254526
23;1;1372006.150913897
24;1;1453463.3260223945
25;1;1187237.582639059
26;1;1412746.9911562908
27;1;1252295.446994476
28;1;1481403.432849836
29;1;1404623.3306167459
30;1;1402703.9005309741
31;1;1620823.074530241
32;1;1172138.2493669293
33;1;1173883.951208622
34;1;1586600.8343878346
35;1;1419780.0161602113
36;1;1527184.712609402
37;1;1394495.5311568708
38;1;1471286.201838215
39;1;1375231.098615585
40;1;1488838.2304963632
41;1;1356081.432400446
42;1;1524246.220202593
43;1;1329980.602182718
44;1;1271770.1735324871
45;1;1489098.4347538468
46;1;1601994.1278209097
47;1;1367766.1247960937
48;1;1427809.411087317
49;1;1223487.5400993833
50;1;1497409.648365475
51;1;1317686.278474041
52;1;1350436.086044334
53;1;1599693.7108501173
54;1;1328263.7985918336
55;1;1424255.5655266498
56;1;1384928.711919418
57;1;1267441.6302260014
58;1;1356470.9754472678
59;1;1384009.706154238
60;1;1422904.0543915995
61;1;1392700.7424352837
62;1;1136311.7071999256
63;1;1391907.5485788826
64;1;1388534.2375704201
65;1;1484426.1792424791
66;1;1278179.5302319438
67;1;1305939.9343032304
68;1;1550671.0802560647
69;1;1292019.3626023582
70;1;1556366.9439277565
71;1;1126156.6435275744
72;1;1310208.8603414134
73;1;1282610.1454467971
74;1;1442246.7697851195
75;1;1430906.5694855908
76;1;1314339.6028707775
77;1;1549696.2992580596
78;1;1388249.0218131703
79;1;1296916.9448040111
80;1;1481804.3537563942
81;1;1457696.0275641354
82;1;1211858.5526257611
83;1;1421625.4243354893
84;1;1491586.2622921912
85;1;1332241.9315021774
86;1;1178544.1788115443
87;1;1469421.2613732817
88;1;1256012.5240766532
89;1;1322028.3396864017
90;1;1279582.6237994358
91;1;1321206.648815096
92;1;1540961.5124146165
93;1;1528949.1224572852
94;1;1419971.008035235
95;1;1589581.9364130353
96;1;1393463.9113153077
97;1;1357707.0182375906
98;1;1355609.4709119557
99;1;1358732.2371310014
100;1;1300952.1207207993
101;1;1446938.003999894
102;1;1599129.9871954413
103;1;1508309.152555517
104;1;1596291.108342215
105;1;1443283.7090250377
106;1;1253799.7636375977
107;1;1458947.7957576744
108;1;1283418.5404769483
109;1;1396334.9225574078
110;1;1399839.4938926348
111;1;1375248.0917557196
112;1;1069931.3532139938
113;1;1468630.7453098134
114;1;1327804.9160590935
115;1;1386957.7382213857
116;1;1333610.9184741993
117;1;1132803.193744691
118;1;1553933.62571369
119;1;1195066.5627721548
120;1;1210375.3470564904
121;1;1470003.381602664
122;1;1626096.6535928026
123;1;1194872.1959607147
124;1;1402579.9299657678
125;1;1636392.3108132726
126;1;1159763.0631488157
127;1;1471175.2702179237
128;1;1426746.2674938568
129;1;1080179.691720116
130;1;1524436.2199508732
131;1;1533655.834470236
132;1;1071360.8941082715
133;1;1427036.9882974215
134;1;1545214.446984264
135;1;1501785.7387176966
136;1;1183531.6695237767
137;1;1560742.036202873
138;1;1402957.8746903571
139;1;1317048.0804752333
140;1;1277976.4951420433
141;1;1394235.920040578
142;1;1473914.124179812
143;1;1330393.456285891
144;1;1309968.0693437983
145;1;1276923.150445503
146;1;1382941.3530013561
147;1;1544241.0235519214
148;1;1411129.89427459
149;1;1419571.766196268
150;1;1308110.038911527
151;1;1446939.2007764424
152;1;1579492.6337902327
153;1;1204739.312652431
154;1;1272940.4033864904
155;1;1302173.3705864765
156;1;1428684.5519895114
157;1;1554736.4767263718
158;1;1540585.3120501933
159;1;1266723.6670183463
160;1;1485407.7786890839
161;1;1569456.3750727826
162;1;1644461.6441123597
163;1;1360346.8185175206
164;1;1293999.907223258
165;1;1510483.8834386836
166;1;1412541.3709487165
167;1;1577672.836681582
168;1;1445013.6312074866
1;2;1199313.0107823317
2;2;1433430.953949526
3;2;1301538.8437604064
4;2;1200248.0228771924
5;2;1163848.5899088604
6;2;1368949.6805710136
7;2;1399286.918392593
8;2;1340664.1522451094
9;2;1309278.0046081368
10;2;1236418.4188879398
11;2;1497356.3738061383
12;2;1214895.4932284122
13;2;1209836.3889777074
14;2;1521800.8790294582
15;2;1298546.1044528026
16;2;1432242.0535768722
17;2;1519930.817382541
18;2;1350698.7475277132
19;2;1310109.7336414852
20;2;1532996.856639211
21;2;1439268.1033965168
22;2;1428305.0031311933
23;2;1338007.0025542995
24;2;1388826.8128058503
25;2;1287744.0999662075
26;2;1342940.9338213173
27;2;1671897.0421307252
28;2;1312631.0316730498
29;2;1243389.7571695657
30;2;1388813.492597906
31;2;1605208.015542019
32;2;1313418.9152532015
33;2;1478346.7058635543
34;2;1360800.5992902545
35;2;1540942.0369791281
36;2;1395534.644584756
37;2;1311094.047695621
38;2;1413995.1147141594
39;2;1383936.7340145777
40;2;1470055.4707172667
41;2;1347540.2690960178
42;2;1347689.0061110505
43;2;1540989.1964565767
44;2;1268159.6404171078
45;2;1253996.95078146
46;2;1439426.582255144
47;2;1209073.738644605
48;2;1533594.0851031474
49;2;1363965.6758094835
50;2;1267748.4042375414
51;2;1249484.0860756314
52;2;1346979.6585598406
53;2;1472048.3486178438
54;2;1450260.8929444142
55;2;1260095.9692357234
56;2;1491582.8891169406
57;2;1397667.5157369394
58;2;1426750.4192056637
59;2;1364900.448971853
60;2;1235097.6782701123
61;2;1206745.6200480745
62;2;1463158.1710287598
63;2;1308002.8857669993
64;2;1244289.2482095524
65;2;1370607.4829090245
66;2;1520455.7085611706
67;2;1403078.479469506
68;2;1272799.5191504678
69;2;1314468.007329766
70;2;1565436.0672461947
71;2;1302637.6871685374
72;2;1308824.209243123
73;2;1532479.1723144222
74;2;1086638.8922617822
75;2;1394116.4698560662
76;2;1518500.0359234104
77;2;1290600.216576441
78;2;1338586.232042625
79;2;1318029.29242997
80;2;1298147.238035362
81;2;1450205.8590839733
82;2;1387000.8081225567
83;2;1552423.3508711078
84;2;1313380.256589993
85;2;1408346.4655648354
86;2;1428326.2759924633
87;2;1145341.3172722908
88;2;1342256.6493577333
89;2;1404274.6463378016
