t;r;value
1;1;1378122.7421935475
2;1;1569140.516947591
3;1;1650428.5234667244
4;1;1586262.2600750427
5;1;1553775.9711348813
6;1;1610943.2011294912
7;1;961764.9299564676
8;1;1121136.8764393665
9;1;1366176.5125933816
10;1;1236727.4653638434
11;1;1077620.6231213629
12;1;1136330.952207077
13;1;1286230.1518171448
14;1;1143700.497183016
15;1;1100975.0910762434
16;1;1281914.8255756192
17;1;1179703.9921556024
18;1;1096720.5885560492
19;1;1048361.105172146
20;1;1086941.5165118931
21;1;978673.6557285258
22;1;1043503.125820749
23;1;1097882.835150095
24;1;1116140.6061565415
25;1;923045.4637011156
26;1;1058041.8025869117
27;1;915142.6023279979
28;1;1105834.4319393102
29;1;1004869.5188359248
30;1;1009487.862707663
31;1;1074944.5132304153
32;1;842807.9051847105
33;1;851857.920394436
34;1;1124753.1119795735
35;1;989171.8566276471
36;1;1102149.0847150073
37;1;992256.570814851
38;1;1034261.2654893412
39;1;972520.762892144
40;1;1054868.2297037146
41;1;942012.8047581692
42;1;1057234.6790428446
43;1;1017980.0277257033
44;1;1003907.0671051779
45;1;1150181.2130729782
46;1;1111393.49241183
47;1;1001932.5615058508
48;1;1058595.1681389299
49;1;930134.7480576793
50;1;1101368.0453992193
51;1;851655.9669799788
52;1;947372.297878754
53;1;1116312.4887655673
54;1;954513.2399357527
55;1;994547.4591733501
56;1;1009016.7835625687
57;1;904437.1095188352
58;1;1029489.2737918961
59;1;992762.2329368953
60;1;1022276.0174769172
61;1;1032883.4555201334
62;1;830576.8607575917
63;1;1039076.44004001
64;1;1100774.2035283209
65;1;1164120.2889677808
66;1;1014803.2941237686
67;1;1025612.3462659939
68;1;1120441.8850388806
69;1;932477.4155374826
70;1;1099545.7177757456
71;1;859565.5176871548
72;1;932201.9319219978
73;1;920491.0442821439
74;1;1038979.9397571791
75;1;1024359.7646737047
76;1;911284.9715451482
77;1;1091548.7789401007
78;1;982985.1947649481
79;1;920072.5994739935
80;1;1077009.7991401288
81;1;1031872.9616627255
82;1;871027.2251628872
83;1;1002881.3024663688
84;1;1043205.4662350316
85;1;1031333.2395233212
86;1;1039653.7377650233
87;1;1125418.2397388362
88;1;984246.9175121989
89;1;927520.6484030926
90;1;1003736.0719378084
91;1;974591.9657383577
92;1;1109899.551522453
93;1;1089378.5390560748
94;1;951337.356507163
95;1;1052127.771266324
96;1;968342.0060465644
97;1;1022320.6446173509
98;1;990151.782441415
99;1;991200.3020084795
100;1;917914.441511884
101;1;1031452.1446483218
102;1;1109803.3582857316
103;1;1068850.6526806615
104;1;1172179.984071706
105;1;1027511.2364772625
106;1;1033384.1299206365
107;1;1024539.4251484267
108;1;965257.6154064446
109;1;1040637.8111823297
110;1;986167.3211010701
111;1;988458.6919114239
112;1;787664.1420121838
113;1;1079457.315918838
114;1;998592.0952166725
115;1;941678.3601326398
116;1;927310.9440236645
117;1;849446.5622112609
118;1;1109142.2558866912
119;1;876168.2545318091
120;1;896159.7392320167
121;1;1076307.4988332093
122;1;1151692.500929522
123;1;869314.4107043629
124;1;1005026.366751813
125;1;1137246.4154753792
126;1;851297.5147104157
127;1;1207218.6761135007
128;1;1154515.4034966854
129;1;868706.9711026286
130;1;1206719.1405761733
131;1;997275.2423414078
132;1;807226.5881192922
133;1;1026763.7847279123
134;1;1122771.248188329
135;1;979224.8818662844
136;1;849628.3122103466
137;1;1081730.686227265
138;1;998589.5481110293
139;1;1037473.8565295109
140;1;922577.9884606383
141;1;996305.3742390504
142;1;1052760.3683060638
143;1;926677.3765444263
144;1;952218.8144367249
145;1;939910.5144731533
146;1;989901.2640488793
147;1;1089333.2569082098
148;1;1111359.0562487943
149;1;1117052.383351184
150;1;1078896.2805502696
151;1;1078628.9002688434
152;1;1126116.8743459154
153;1;851999.2777475514
154;1;1007763.8296497851
155;1;944726.135995639
156;1;1046616.483601728
157;1;1067606.8979353828
158;1;1069877.1405873976
159;1;967808.748049468
160;1;1005349.9796896154
161;1;1115775.3387809687
162;1;1115424.5448452693
163;1;989428.5087892376
164;1;900648.2767709254
165;1;1045659.0517283625
166;1;1016888.6893790492
167;1;1109888.6392828128
168;1;983243.4563888168
169;1;966993.3964416347
170;1;993260.2425448549
171;1;1039483.0488262218
172;1;899556.3551930364
173;1;876408.6090933789
174;1;913291.8457912446
175;1;947036.2398824298
176;1;923350.3850093572
177;1;1019884.4758323655
178;1;1142778.548121438
179;1;1030295.365144812
180;1;1097064.568636548
181;1;940549.0528700842
182;1;944699.9060740551
183;1;917886.7436102517
184;1;1005385.9269575798
185;1;963374.1651133463
186;1;1042482.9756191103
187;1;1046323.424135803
188;1;931285.1249174825
189;1;881981.4176059184
190;1;1348080.5842180073
191;1;1222363.8327608793
192;1;1020683.0504663908
193;1;1023734.1437595233
194;1;920046.4897265565
195;1;928421.9110742043
196;1;1165417.0613525063
197;1;964994.652176513
198;1;949665.239501427
199;1;946909.6622410777
200;1;935491.1609184296
201;1;1043804.4214710294
202;1;959949.325086176
203;1;1064682.1676079435
204;1;1050727.1700916453
205;1;1055999.0489480193
206;1;972908.9164096526
207;1;1067955.2311921674
208;1;878568.9436602745
209;1;1087380.5538052686
210;1;953690.8536895824
1;2;1570875.254891148
2;2;1635185.6840566995
3;2;1633231.0380192318
4;2;1356107.1459313666
5;2;1408194.5161586057
6;2;1497751.2434943928
7;2;1258035.1906620185
8;2;1249416.5153703985
9;2;1247829.5750940982
10;2;1198896.3861566756
11;2;1355797.617429153
12;2;1143984.1620351057
13;2;1019946.9936371167
14;2;1367418.0710332785
15;2;1167127.7351915778
16;2;1266035.282916958
17;2;1233884.1652697166
18;2;1128304.6818527703
19;2;1142217.8961901288
20;2;1265102.0782389524
21;2;1010425.6766206062
22;2;1156729.627337704
23;2;1024706.593582056
24;2;1053628.2411146124
25;2;916213.394179542
26;2;1037752.8624817671
27;2;1196287.9770789535
28;2;931176.4614893186
29;2;895722.8755627268
30;2;971540.4687652795
31;2;1114613.1037881018
32;2;941199.5603632663
33;2;1023562.4462141158
34;2;980562.5683327034
35;2;1099757.1299251795
36;2;999939.0079435117
37;2;915386.9967666814
38;2;1000945.1363132184
39;2;997850.1087309279
40;2;1055879.5841554836
41;2;935393.8474998677
42;2;957034.9364453619
43;2;1216034.4773284814
44;2;928259.147312991
45;2;967915.5941240177
46;2;1093437.0589855865
47;2;929879.3277576354
48;2;1091245.9237963762
49;2;1012331.2588046257
50;2;904589.5071808887
51;2;918241.8960709847
52;2;979261.6862516216
53;2;1072475.2946473558
54;2;1065300.692571809
55;2;911194.874838813
56;2;1038204.6752104954
57;2;991738.9388752915
