f;t;r;value
Entero;1;1;922.0000000000327
Medio Pollo;1;1;1021.4999999999832
Medio Pollo Superior;1;1;999.1780849994135
Medio Pollo Inferior;1;1;1118.4193548387098
Cuarto de Pollo Superior;1;1;1150.9956194340366
Muslo Entero;1;1;957.0836889662967
Pechuga Completa;1;1;1347.6825853786468
Ala Completa;1;1;522.1683472002792
Media Pechuga;1;1;1938.7835519597816
Blanqueta;1;1;0.2682602395198034
Alón;1;1;0.10161290322531796
Punta;1;1;0.019223536924774208
Jamoncito;1;1;1095.4623655913979
Medio Muslo;1;1;1207.1110554942652
Entero;2;1;943.0
Medio Pollo;2;1;1051.5
Medio Pollo Superior;2;1;1555.4993343554254
Medio Pollo Inferior;2;1;768.9189341149863
Cuarto de Pollo Superior;2;1;1753.66900206264
Muslo Entero;2;1;954.2364315036572
Pechuga Completa;2;1;1897.004889322273
Ala Completa;2;1;597.7082144587005
Media Pechuga;2;1;1473.2118736070781
Blanqueta;2;1;0.30895744386934576
Alón;2;1;0.07575139676606621
Punta;2;1;0.025999826764303423
Jamoncito;2;1;1128.4623655913979
Medio Muslo;2;1;2732.755389342053
Entero;3;1;714.6064113178261
Medio Pollo;3;1;1051.5
Medio Pollo Superior;3;1;1295.8387096774195
Medio Pollo Inferior;3;1;1486.9028603740014
Cuarto de Pollo Superior;3;1;1019.4700344550107
Muslo Entero;3;1;1577.6079757226057
Pechuga Completa;3;1;1221.1553521717985
Ala Completa;3;1;864.5383627373756
Media Pechuga;3;1;2044.992648733506
Blanqueta;3;1;0.1400265166744936
Alón;3;1;0.06612013104567836
Punta;3;1;0.022777836701243104
Jamoncito;3;1;1128.4623655913979
Medio Muslo;3;1;2000.6819422604553
Entero;4;1;785.8548906596701
Medio Pollo;4;1;813.7136434452052
Medio Pollo Superior;4;1;1295.8387096774195
Medio Pollo Inferior;4;1;1204.4362700271415
Cuarto de Pollo Superior;4;1;1929.653494330073
Muslo Entero;4;1;1391.8766327099509
Pechuga Completa;4;1;1890.3260087637861
Ala Completa;4;1;642.5536277287473
Media Pechuga;4;1;2055.7566781044998
Blanqueta;4;1;0.23262531541433673
Alón;4;1;0.06087701852935472
Punta;4;1;0.01807783566778364
Jamoncito;4;1;1128.4623655913979
Medio Muslo;4;1;1288.8730306755203
Entero;5;1;923.3303654262827
Medio Pollo;5;1;670.2157557036962
Medio Pollo Superior;5;1;1295.8387096774195
Medio Pollo Inferior;5;1;1153.4193548387098
Cuarto de Pollo Superior;5;1;1650.1473335892078
Muslo Entero;5;1;1298.4615049555468
Pechuga Completa;5;1;1701.852641261146
Ala Completa;5;1;563.2249363962595
Media Pechuga;5;1;1646.9968587302114
Blanqueta;5;1;0.302438665505638
Alón;5;1;0.09669002874421205
Punta;5;1;0.0208551553505511
Jamoncito;5;1;1026.3421592568222
Medio Muslo;5;1;2394.9946695473986
Entero;6;1;760.326737091661
Medio Pollo;6;1;1402.0207458409573
Medio Pollo Superior;6;1;946.4277816604516
Medio Pollo Inferior;6;1;1102.7104116390851
Cuarto de Pollo Superior;6;1;1510.8709677419356
Muslo Entero;6;1;905.2447975691667
Pechuga Completa;6;1;2573.6796011850793
Ala Completa;6;1;711.8785706749602
Media Pechuga;6;1;2367.1530585029127
Blanqueta;6;1;0.18180566797634076
Alón;6;1;0.07945165297829658
Punta;6;1;0.028063740199355695
Jamoncito;6;1;1177.5861774508985
Medio Muslo;6;1;2204.3877968005772
Entero;7;1;898.052905766499
Medio Pollo;7;1;923.8672557905335
Medio Pollo Superior;7;1;1645.2496376943875
Medio Pollo Inferior;7;1;1093.8713024710453
Cuarto de Pollo Superior;7;1;1435.907525351425
Muslo Entero;7;1;897.7549493680626
Pechuga Completa;7;1;1357.289892177276
Ala Completa;7;1;519.1388414703601
Media Pechuga;7;1;1465.4518361871192
Blanqueta;7;1;0.1610778030226323
Alón;7;1;0.07807124153643889
Punta;7;1;0.02569937541447332
Jamoncito;7;1;780.0490008664887
Medio Muslo;7;1;1405.6372550224974
Entero;8;1;1039.5729444438314
Medio Pollo;8;1;714.7381717690201
Medio Pollo Superior;8;1;1348.0967741935485
Medio Pollo Inferior;8;1;1048.5040136757873
Cuarto de Pollo Superior;8;1;1255.890239227968
Muslo Entero;8;1;1208.9847101638595
Pechuga Completa;8;1;1242.5007934427422
Ala Completa;8;1;1054.4386254406506
Media Pechuga;8;1;1490.687405092543
Blanqueta;8;1;16.94876388499977
Alón;8;1;7.135236310969759
Punta;8;1;2.3984424779236075
Jamoncito;8;1;1199.8510342723484
Medio Muslo;8;1;2518.0964952658337
Entero;9;1;721.2474072476931
Medio Pollo;9;1;1347.7970999370502
Medio Pollo Superior;9;1;808.9931383686529
Medio Pollo Inferior;9;1;835.0304954523339
Cuarto de Pollo Superior;9;1;1814.68650200854
Muslo Entero;9;1;975.2168026054861
Pechuga Completa;9;1;2246.162372081029
Ala Completa;9;1;833.7717710106987
Media Pechuga;9;1;2972.3556039309606
Blanqueta;9;1;22.980976483854345
Alón;9;1;11.137081693673338
Punta;9;1;2.924809033319093
Jamoncito;9;1;923.0657780424159
Medio Muslo;9;1;1573.3655913978494
Entero;10;1;1198.0083380465367
Medio Pollo;10;1;1221.6473275135374
Medio Pollo Superior;10;1;1715.9113068769427
Medio Pollo Inferior;10;1;918.2236269222182
Cuarto de Pollo Superior;10;1;923.6367691653295
Muslo Entero;10;1;1097.7670384350838
Pechuga Completa;10;1;1809.6914835066875
Ala Completa;10;1;589.2132170502633
Media Pechuga;10;1;2117.020523345733
Blanqueta;10;1;9.959883731199422
Alón;10;1;5.977172138660084
Punta;10;1;1.8665888161432722
Jamoncito;10;1;938.8787297584123
Medio Muslo;10;1;1823.8064641182673
Entero;11;1;986.0
Medio Pollo;11;1;1094.5
Medio Pollo Superior;11;1;1220.4531104010855
Medio Pollo Inferior;11;1;777.8359855637718
Cuarto de Pollo Superior;11;1;1182.3119509088626
Muslo Entero;11;1;1294.8912275309374
Pechuga Completa;11;1;1365.4180165683758
Ala Completa;11;1;785.1929836552996
Media Pechuga;11;1;1600.8955739825608
Blanqueta;11;1;18.894114890009792
Alón;11;1;5.843075101277573
Punta;11;1;3.031705379854592
Jamoncito;11;1;879.1448445486069
Medio Muslo;11;1;1745.7475434654923
Entero;12;1;660.2125321079677
Medio Pollo;12;1;774.0228285920855
Medio Pollo Superior;12;1;1068.958501184154
Medio Pollo Inferior;12;1;1449.240139673899
Cuarto de Pollo Superior;12;1;2101.5914897950993
Muslo Entero;12;1;883.2503834481837
Pechuga Completa;12;1;2229.0163015083303
Ala Completa;12;1;662.965794745142
Media Pechuga;12;1;1787.6181152700594
Blanqueta;12;1;12.560637793476218
Alón;12;1;9.042584346089281
Punta;12;1;1.757242919921015
Jamoncito;12;1;1197.271591264842
Medio Muslo;12;1;1282.2110947700985
Entero;13;1;677.9744760814865
Medio Pollo;13;1;1192.1238984704264
Medio Pollo Superior;13;1;850.8774339412573
Medio Pollo Inferior;13;1;900.160311161366
Cuarto de Pollo Superior;13;1;1251.8621031894781
Muslo Entero;13;1;1258.4522422280882
Pechuga Completa;13;1;2592.40293404059
Ala Completa;13;1;520.7060744536668
Media Pechuga;13;1;2988.5644479896105
Blanqueta;13;1;13.646094913961047
Alón;13;1;6.538618773312233
Punta;13;1;2.8987323808699994
Jamoncito;13;1;1278.1408860646407
Medio Muslo;13;1;2703.1891634176172
Entero;14;1;1107.1525132515092
Medio Pollo;14;1;684.8545390499426
Medio Pollo Superior;14;1;1770.0591568654827
Medio Pollo Inferior;14;1;723.3643681961586
Cuarto de Pollo Superior;14;1;1617.4764148215781
Muslo Entero;14;1;969.3830366948893
Pechuga Completa;14;1;1550.307988977829
Ala Completa;14;1;640.1005461314098
Media Pechuga;14;1;2249.118497551739
Blanqueta;14;1;13.01905997859432
Alón;14;1;7.709758614724819
Punta;14;1;1.8994160935479418
Jamoncito;14;1;1170.1714368544374
Medio Muslo;14;1;1989.1821256968283
Entero;15;1;785.1106072763326
Medio Pollo;15;1;775.8053186528283
Medio Pollo Superior;15;1;1353.2155371482945
Medio Pollo Inferior;15;1;1190.297735136597
Cuarto de Pollo Superior;15;1;1623.228871148126
Muslo Entero;15;1;1328.2409237649351
Pechuga Completa;15;1;1933.4413234113676
Ala Completa;15;1;1048.0995720246196
Media Pechuga;15;1;1810.589447745915
Blanqueta;15;1;20.59551823686561
Alón;15;1;17.186330652108136
Punta;15;1;3.5314838885768642
Jamoncito;15;1;1212.041118092064
Medio Muslo;15;1;1261.580042461124
Entero;16;1;616.7854155711345
Medio Pollo;16;1;1010.4520550415626
Medio Pollo Superior;16;1;1107.0346821537635
Medio Pollo Inferior;16;1;1068.6478219549758
Cuarto de Pollo Superior;16;1;1487.1086921386393
Muslo Entero;16;1;1506.559978020633
Pechuga Completa;16;1;2152.8420097514313
Ala Completa;16;1;783.0854241343228
Media Pechuga;16;1;3069.959445428049
Blanqueta;16;1;30.557163964046175
Alón;16;1;17.45813628448391
Punta;16;1;3.2290926285008856
Jamoncito;16;1;1412.5321744374376
Medio Muslo;16;1;2203.5966273370154
Entero;17;1;716.8839260741665
Medio Pollo;17;1;1460.7537592799463
Medio Pollo Superior;17;1;1099.1407186062947
Medio Pollo Inferior;17;1;1138.408456218097
Cuarto de Pollo Superior;17;1;1780.718797083664
Muslo Entero;17;1;913.2169896599389
Pechuga Completa;17;1;1990.3722050599013
Ala Completa;17;1;764.4720750141462
Media Pechuga;17;1;2083.7154015796486
Blanqueta;17;1;20.635452497496342
Alón;17;1;8.590213543177505
Punta;17;1;2.560427965110893
Jamoncito;17;1;1590.9366226289367
Medio Muslo;17;1;1339.0673983020147
Entero;18;1;864.5421193900708
Medio Pollo;18;1;658.8582340682211
Medio Pollo Superior;18;1;1671.2598380568832
Medio Pollo Inferior;18;1;1075.075620333191
Cuarto de Pollo Superior;18;1;1883.6062795578025
Muslo Entero;18;1;1227.8627436971244
Pechuga Completa;18;1;2051.0401911514095
Ala Completa;18;1;562.7087323254391
Media Pechuga;18;1;1581.2262086167618
Blanqueta;18;1;30.393270283332907
Alón;18;1;17.869428713648574
Punta;18;1;2.4754589285304704
Jamoncito;18;1;654.0314572143376
Medio Muslo;18;1;2512.496455452315
Entero;19;1;665.4323712493193
Medio Pollo;19;1;1000.9706325809118
Medio Pollo Superior;19;1;1065.973544597193
Medio Pollo Inferior;19;1;1023.3425370614717
Cuarto de Pollo Superior;19;1;973.7252305754757
Muslo Entero;19;1;1290.0148405867178
Pechuga Completa;19;1;2150.4516137506585
Ala Completa;19;1;975.2774118476439
Media Pechuga;19;1;2202.5303624982935
Blanqueta;19;1;36.31657371487516
Alón;19;1;10.302888370509416
Punta;19;1;2.7212310694266324
Jamoncito;19;1;1499.2801352238778
Medio Muslo;19;1;1750.282694085001
Entero;20;1;616.1266101800207
Medio Pollo;20;1;740.3214709878602
