t;r;value
1;1;1378122.7421935475
2;1;1569140.516947591
3;1;1650428.5234667244
4;1;1586262.2600750427
5;1;1553775.9711348813
6;1;1610943.2011294912
7;1;961764.9299564676
8;1;1121136.8764393665
9;1;1366176.5125933816
10;1;1236727.4653638434
11;1;1077620.6231213629
12;1;1136330.952207077
13;1;1286230.1518171448
14;1;1143700.497183016
15;1;1110676.147918328
16;1;1262784.8715838594
17;1;1130940.718135521
18;1;1084435.26743518
19;1;1050572.0342712444
20;1;1054217.0976949162
21;1;1081270.3320274693
22;1;1028966.6677220801
23;1;1069125.9575596317
24;1;1044162.8835000048
25;1;879630.5805821761
26;1;1069659.8287164648
27;1;891956.9118221306
28;1;1089217.3335885098
29;1;1093440.3144273716
30;1;1091332.5265690493
31;1;1211756.726979575
32;1;846529.7869904736
33;1;913217.8271786815
34;1;1165425.5003805347
35;1;1030929.4885070745
36;1;1090931.5271986295
37;1;975737.4776191345
38;1;1006944.0379071392
39;1;964761.7438008729
40;1;1053936.5893904935
41;1;898514.6961480835
42;1;1059175.2195799386
43;1;1015483.4352819251
44;1;993913.110581956
45;1;1128886.9173063224
46;1;1094798.688933137
47;1;983213.4213738698
48;1;1029731.4724541759
49;1;919270.6650872265
50;1;1045360.616303901
51;1;856193.80663794
52;1;951542.1164349569
53;1;1121913.6099914876
54;1;956858.3509341093
55;1;999232.1353010567
56;1;1011841.5267052968
57;1;993594.6834835953
58;1;1133843.412945822
59;1;1058179.2614926284
60;1;1011901.3975969184
61;1;1028009.6550023257
62;1;846276.2686552948
63;1;1044030.7754516626
64;1;979679.7925083085
65;1;1057746.2375909078
66;1;945894.5290515454
67;1;959695.6731536773
68;1;1086240.0021915957
69;1;923757.7842046804
70;1;1072656.2219932252
71;1;931312.02650562
72;1;980349.6889013512
73;1;976699.2398622604
74;1;1089235.134794445
75;1;1034594.5050540485
76;1;916892.3275239344
77;1;1075071.1978629683
78;1;986200.1599936128
79;1;922530.3074971766
80;1;1078365.0305555866
81;1;1032831.4030155141
82;1;872009.7780395572
83;1;1006624.6684485996
84;1;1044243.4410686172
85;1;1022088.5600799567
86;1;1028771.7551561125
87;1;1053145.385154965
88;1;992460.1613448287
89;1;924707.8466677086
90;1;992055.3443879527
91;1;977962.4798704033
92;1;1105100.9497331309
93;1;1082051.5458710007
94;1;962683.9610499125
95;1;1052069.6593540958
96;1;968263.2255463641
97;1;1021772.0505330487
98;1;990141.4202897756
99;1;1041394.8022578647
100;1;990301.4624814282
101;1;1088208.5656475974
102;1;1147930.6137104046
103;1;1062300.534085576
104;1;1095920.6692062314
105;1;1006473.7352026512
106;1;924974.3356796169
107;1;983089.7989635217
108;1;971360.8065660027
109;1;1019305.780089893
110;1;972040.7665175422
111;1;986202.9869604993
112;1;784257.5365482006
113;1;1171132.8960709865
114;1;999699.7481920114
115;1;1032888.6332909083
116;1;1004726.8996303161
117;1;817427.8767500949
118;1;1166711.381769713
119;1;886522.1025159432
120;1;907062.5979551077
121;1;1077332.0211688753
122;1;1122556.4621605272
123;1;866011.6317966966
124;1;992350.4058559359
125;1;1141878.201785625
126;1;854210.8151782753
127;1;1176773.79926748
128;1;998054.7457698581
129;1;852855.4563110617
130;1;1195987.9492688277
131;1;978702.393771823
132;1;799069.240983437
133;1;1011753.6714568834
134;1;1088361.598410312
135;1;989973.5834721088
136;1;848569.0606506659
137;1;1126233.6177444356
138;1;998704.1419983759
139;1;1038223.0420969722
140;1;922713.9969387043
141;1;1089446.826437223
142;1;1094312.7345091389
143;1;1022523.5346104084
144;1;992038.22684309
145;1;981830.5668833066
146;1;1026008.0703959442
147;1;1052287.1164998298
148;1;988336.5242109811
149;1;993859.387771812
150;1;900675.9804594109
151;1;998599.3685803027
152;1;1109955.1680707543
153;1;852333.1097399762
154;1;1007342.1396194606
155;1;1059346.2921116122
156;1;1085622.9868048017
157;1;1187041.7004892405
158;1;1095694.1456523319
159;1;945809.5089805946
160;1;1019081.472826656
161;1;1078200.9271429484
162;1;1058061.2092458503
163;1;963058.8439133584
164;1;893114.8087134367
165;1;1038286.861209597
166;1;1010380.5550576642
167;1;1067993.2458542632
168;1;981116.8081573232
169;1;961781.9758050587
170;1;992848.6892240036
171;1;1075711.9315277357
172;1;907552.3124210773
173;1;862257.1626273278
174;1;913246.9470114113
175;1;947828.3357995923
176;1;923578.0202756918
177;1;1020113.0830698397
178;1;1143006.1923513967
179;1;1030523.0093747706
180;1;1097292.2128665068
181;1;940796.5118536204
182;1;944916.0596458896
183;1;1030350.8033165202
184;1;1104965.561767791
185;1;997700.2375072656
186;1;1075376.9414493253
187;1;1074565.1493660277
188;1;930608.8198283736
189;1;902900.3295203387
190;1;1146392.7704001407
191;1;1114128.621528898
192;1;945265.450265155
193;1;1002139.5930529565
194;1;875751.6383816922
195;1;901155.560951751
196;1;1119610.473177103
197;1;1002939.326796001
198;1;1005175.4194634528
199;1;970331.6947898115
200;1;930105.6788807373
201;1;1073775.1161421947
202;1;964746.6879058401
203;1;1077675.607275233
204;1;1059360.709943766
205;1;1062600.7660605735
206;1;973109.722469672
207;1;1069141.4507169432
208;1;878732.7571035048
209;1;1106144.147393748
210;1;954059.793011918
1;2;1570875.254891148
2;2;1635185.6840566995
3;2;1633231.0380192318
4;2;1356107.1459313666
5;2;1408194.5161586057
6;2;1497751.2434943928
7;2;1258035.1906620185
8;2;1249416.5153703985
9;2;1247829.5750940982
10;2;1198896.3861566756
11;2;1355797.617429153
12;2;1143984.1620351057
13;2;1019946.9936371167
14;2;1367418.0710332785
15;2;1150562.6944594719
16;2;1256727.458628557
17;2;1284101.6861818985
18;2;1094274.513487897
19;2;1099947.655251992
20;2;1254282.3576947749
21;2;1126369.8449889247
22;2;1132610.0446028826
23;2;1041396.9696104527
24;2;971730.1593572382
25;2;870441.0384376392
26;2;990954.7064126974
27;2;1127513.213874292
28;2;941820.7746786133
29;2;987345.7252186597
30;2;1021105.4004036204
31;2;1180697.0686268038
32;2;958359.1457867895
33;2;1001629.351009098
34;2;981387.1236208706
35;2;1078929.2717346747
36;2;1000470.6838971458
37;2;908245.1614377386
38;2;994606.4823354647
39;2;998138.6631685937
40;2;1056182.2033807873
41;2;935689.6952265223
42;2;957317.2618792393
43;2;1227317.526587342
44;2;910583.0465633234
45;2;941259.9005523914
46;2;1082603.2420230878
47;2;927269.9070422667
48;2;1111575.8324711418
49;2;1011839.3537765669
50;2;902174.2513210936
51;2;917977.217834289
52;2;979290.6742722107
53;2;1072499.465776776
54;2;1065318.565242611
55;2;911241.6812035511
56;2;1038065.796743735
57;2;1068766.8822994828
58;2;1083468.0690342137
