t;r;value
1;1;977993.9926760935
2;1;1208002.96315792
3;1;1176234.238015625
4;1;1169915.67380519
5;1;1161983.84539871
6;1;1280366.8671922414
7;1;969510.3516614484
8;1;1119636.090744736
9;1;1236714.8648958346
10;1;1141992.7819972816
11;1;1017339.0846837063
12;1;1091216.6819014437
13;1;1284651.8674183714
14;1;1122262.528133138
15;1;1245535.5978923456
16;1;1445641.4641901017
17;1;1322163.7889801676
18;1;1278985.0531750754
19;1;1176452.5188191184
20;1;1274594.8758291975
21;1;1242551.886347547
22;1;1184270.8509387225
23;1;1237245.9392585172
24;1;1214108.475378232
25;1;1035400.8153939572
26;1;1262073.9604157472
27;1;1055499.3366757247
28;1;1271556.1641259713
29;1;1347317.6142695057
30;1;1282719.7729130923
31;1;1426754.1489392933
32;1;1108000.757824859
33;1;1110710.0052386827
34;1;1442918.6625577793
35;1;1252117.823137142
36;1;1382044.963654621
37;1;1222180.7525398233
38;1;1248583.2327103638
39;1;1197477.8229083368
40;1;1294067.3733874438
41;1;1147185.0292159196
42;1;1308637.0049049093
43;1;1261194.3728378103
44;1;1183810.6901176698
45;1;1434001.6865585926
46;1;1428211.6711220958
47;1;1219466.6222675839
48;1;1285402.2305551479
49;1;1134452.9887803555
50;1;1325640.8502364615
51;1;1095899.7664019503
52;1;1140583.8875711686
53;1;1354973.8506858256
54;1;1153388.2704825548
55;1;1274281.6505891779
56;1;1262946.3765317607
57;1;1196251.2781041376
58;1;1343536.4221832564
59;1;1322297.3367866257
60;1;1299584.6645822113
61;1;1295223.3399985717
62;1;1039680.032695865
63;1;1279399.2998367685
64;1;1190406.0607302194
65;1;1253291.0724256274
66;1;1162002.7804111794
67;1;1157471.000985829
68;1;1326401.7922070834
69;1;1124156.1621076316
70;1;1329775.2341525669
71;1;1129380.9019898213
72;1;1219103.766436437
73;1;1199501.8264524376
74;1;1334896.1886669777
75;1;1320235.6384697333
76;1;1212319.4602830159
77;1;1383896.184582669
78;1;1211244.7538830352
79;1;1102332.8913451652
80;1;1302566.1336520375
81;1;1238509.5682291698
82;1;1053537.7736339504
83;1;1236137.477582079
84;1;1298528.9922074764
85;1;1240253.9956735016
86;1;1252301.4511937592
87;1;1346520.8937839598
88;1;1207951.1837764117
89;1;1209002.6887837867
90;1;1217584.5403114574
91;1;1192535.8597256476
92;1;1330749.340832706
93;1;1353608.3057147
