f;n;t;r;value
Entero;1;1;1;922.0
Medio Pollo;1;1;1;1021.5
Medio Pollo Superior;1;1;1;1258.8387096774195
Medio Pollo Inferior;1;1;1;1118.4193548387098
Cuarto de Pollo Superior;1;1;1;1458.8709677419356
Muslo Entero;1;1;1;1305.6612903225805
Pechuga Completa;1;1;1;1877.9032258064517
Ala Completa;1;1;1;810.5806451612904
Media Pechuga;1;1;1;2175.0
Blanqueta;1;1;1;0.0
Alón;1;1;1;0.0
Punta;1;1;1;0.0
Jamoncito;1;1;1;1095.3118279569892
Medio Muslo;1;1;1;1955.9139784946233
Entero;1;2;1;923.0
Medio Pollo;1;2;1;1022.0
Medio Pollo Superior;1;2;1;1258.8387096774195
Medio Pollo Inferior;1;2;1;1118.4193548387098
Cuarto de Pollo Superior;1;2;1;1458.8709677419356
Muslo Entero;1;2;1;1305.032258064516
Pechuga Completa;1;2;1;1876.9354838709678
Ala Completa;1;2;1;810.4354838709678
Media Pechuga;1;2;1;2175.241935483871
Blanqueta;1;2;1;0.0
Alón;1;2;1;0.0
Punta;1;2;1;0.0
Jamoncito;1;2;1;1095.3118279569892
Medio Muslo;1;2;1;1955.9139784946233
Entero;1;3;1;923.0
Medio Pollo;1;3;1;1022.0
Medio Pollo Superior;1;3;1;1258.8387096774195
Medio Pollo Inferior;1;3;1;1118.4193548387098
Cuarto de Pollo Superior;1;3;1;1458.8709677419356
Muslo Entero;1;3;1;1304.8225806451612
Pechuga Completa;1;3;1;1876.9354838709678
Ala Completa;1;3;1;810.4354838709678
Media Pechuga;1;3;1;2175.241935483871
Blanqueta;1;3;1;0.0
Alón;1;3;1;0.0
Punta;1;3;1;0.0
Jamoncito;1;3;1;1095.3870967741937
Medio Muslo;1;3;1;1956.0483870967741
Entero;1;4;1;923.0
Medio Pollo;1;4;1;1022.0
Medio Pollo Superior;1;4;1;1259.4193548387098
Medio Pollo Inferior;1;4;1;1118.8387096774195
Cuarto de Pollo Superior;1;4;1;1458.8709677419356
Muslo Entero;1;4;1;1304.6129032258063
Pechuga Completa;1;4;1;1876.4516129032259
Ala Completa;1;4;1;810.3387096774194
Media Pechuga;1;4;1;2175.241935483871
Blanqueta;1;4;1;0.0
Alón;1;4;1;0.0
Punta;1;4;1;0.0
Jamoncito;1;4;1;1095.3118279569892
Medio Muslo;1;4;1;1955.9139784946233
Entero;1;5;1;923.0
Medio Pollo;1;5;1;1021.0
Medio Pollo Superior;1;5;1;1259.4193548387098
Medio Pollo Inferior;1;5;1;1118.8387096774195
Cuarto de Pollo Superior;1;5;1;1458.2903225806454
Muslo Entero;1;5;1;1304.8225806451615
Pechuga Completa;1;5;1;1877.4193548387098
Ala Completa;1;5;1;810.5322580645161
Media Pechuga;1;5;1;2175.241935483871
Blanqueta;1;5;1;0.0
Alón;1;5;1;0.0
Punta;1;5;1;0.0
Jamoncito;1;5;1;1095.3870967741937
Medio Muslo;1;5;1;1956.0483870967741
Entero;1;6;1;921.0
Medio Pollo;1;6;1;1022.0
Medio Pollo Superior;1;6;1;1259.4193548387098
Medio Pollo Inferior;1;6;1;1118.8387096774195
Cuarto de Pollo Superior;1;6;1;1458.8709677419356
Muslo Entero;1;6;1;1305.2419354838707
Pechuga Completa;1;6;1;1877.4193548387098
Ala Completa;1;6;1;810.5322580645161
Media Pechuga;1;6;1;2175.241935483871
Blanqueta;1;6;1;0.0
Alón;1;6;1;0.0
Punta;1;6;1;0.0
Jamoncito;1;6;1;1095.3870967741937
Medio Muslo;1;6;1;1956.0483870967741
Entero;1;7;1;923.0
Medio Pollo;1;7;1;1022.0
Medio Pollo Superior;1;7;1;1259.4193548387098
Medio Pollo Inferior;1;7;1;1118.8387096774195
Cuarto de Pollo Superior;1;7;1;1459.1612903225807
Muslo Entero;1;7;1;1304.6129032258066
Pechuga Completa;1;7;1;1876.4516129032259
Ala Completa;1;7;1;810.2903225806452
Media Pechuga;1;7;1;2175.0
Blanqueta;1;7;1;0.0
Alón;1;7;1;0.0
Punta;1;7;1;0.0
Jamoncito;1;7;1;1095.3118279569892
Medio Muslo;1;7;1;1955.9139784946233
Entero;2;8;1;507.0
Medio Pollo;2;8;1;836.5
Medio Pollo Superior;2;8;1;1495.1612903225807
Medio Pollo Inferior;2;8;1;1187.1935483870968
Cuarto de Pollo Superior;2;8;1;1613.9032258064517
Muslo Entero;2;8;1;1165.5967741935485
Pechuga Completa;2;8;1;417.0967741935484
Ala Completa;2;8;1;117.87096774193549
Media Pechuga;2;8;1;3600.0
Blanqueta;2;8;1;418.94623655913983
Alón;2;8;1;205.66451612903228
Punta;2;8;1;60.93763440860215
Jamoncito;2;8;1;1211.225806451613
Medio Muslo;2;8;1;2162.9032258064517
Entero;2;9;1;1109.0
Medio Pollo;2;9;1;1205.0
Medio Pollo Superior;2;9;1;1467.8709677419356
Medio Pollo Inferior;2;9;1;1244.6451612903227
Cuarto de Pollo Superior;2;9;1;1661.8064516129034
Muslo Entero;2;9;1;1200.1935483870968
Pechuga Completa;2;9;1;2094.193548387097
Ala Completa;2;9;1;706.0645161290322
Media Pechuga;2;9;1;1436.1290322580646
Blanqueta;2;9;1;0.0
Alón;2;9;1;0.0
Punta;2;9;1;0.0
Jamoncito;2;9;1;1032.0860215053763
Medio Muslo;2;9;1;1843.0107526881718
Entero;2;10;1;1081.0
Medio Pollo;2;10;1;1177.5
Medio Pollo Superior;2;10;1;1441.1612903225807
Medio Pollo Inferior;2;10;1;1231.225806451613
Cuarto de Pollo Superior;2;10;1;1635.3870967741937
Muslo Entero;2;10;1;1181.1129032258066
Pechuga Completa;2;10;1;2068.548387096774
Ala Completa;2;10;1;697.8387096774193
Media Pechuga;2;10;1;1532.9032258064517
Blanqueta;2;10;1;13.720430107526882
Alón;2;10;1;6.735483870967742
Punta;2;10;1;1.9956989247311827
Jamoncito;2;10;1;1052.1075268817206
Medio Muslo;2;10;1;1878.7634408602148
Entero;2;11;1;1053.0
Medio Pollo;2;11;1;1149.5
Medio Pollo Superior;2;11;1;1414.4516129032259
Medio Pollo Inferior;2;11;1;1274.8387096774195
Cuarto de Pollo Superior;2;11;1;1609.258064516129
Muslo Entero;2;11;1;1153.2258064516132
Pechuga Completa;2;11;1;2202.0967741935483
Ala Completa;2;11;1;734.516129032258
Media Pechuga;2;11;1;1470.483870967742
Blanqueta;2;11;1;0.0
Alón;2;11;1;0.0
Punta;2;11;1;0.0
Jamoncito;2;11;1;1054.8924731182797
Medio Muslo;2;11;1;1883.7365591397847
Entero;2;12;1;1025.0
Medio Pollo;2;12;1;1122.5
Medio Pollo Superior;2;12;1;1387.1612903225807
Medio Pollo Inferior;2;12;1;1107.516129032258
Cuarto de Pollo Superior;2;12;1;1583.709677419355
Muslo Entero;2;12;1;1143.7903225806454
Pechuga Completa;2;12;1;2465.3225806451615
Ala Completa;2;12;1;748.6451612903226
Media Pechuga;2;12;1;1277.9032258064517
Blanqueta;2;12;1;0.0
Alón;2;12;1;0.0
Punta;2;12;1;0.0
Jamoncito;2;12;1;1126.6236559139784
Medio Muslo;2;12;1;2011.827956989247
Entero;2;13;1;997.0
Medio Pollo;2;13;1;1095.5
Medio Pollo Superior;2;13;1;1359.8709677419356
Medio Pollo Inferior;2;13;1;1151.5483870967741
Cuarto de Pollo Superior;2;13;1;1630.7419354838712
Muslo Entero;2;13;1;1183.0
